use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-001,image-b58f28bc7e0cc0079ee3cdc46697418bcb449178,f5d39f66cdb0.png,f5d39f66cdb0,R03,5690.612273132939,1111.5824793660915,933.0,482.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-002,image-76da8a6051e304f2a3923f5ea3925f60e02283f1,51b28d1bf312.png,51b28d1bf312,R03,5780.018562091465,2460.8318022946264,792.0,482.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-003,image-a9d9ed8f3192d9c69fbc54a3f568ded6b537993c,03d03ee1f226.png,03d03ee1f226,R03,5761.431300717868,1964.5353477590365,803.0,482.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-004,image-fdc80e862e86f5f557b7dc04a62d9c6832630b68,f5db2e316c8a.png,f5db2e316c8a,R03,5761.246620405536,1797.9679456143353,724.0,109.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-005,image-8283d44801c5521ebf32d9d5de4376e38cd6788f,5427ee2b6e28.png,5427ee2b6e28,R03,5696.079924674509,3039.8250666732097,801.0,191.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-006,image-c5fcfedfe46e53966d5bd3b43f6e4b7e737b8095,b4e8a856f8ad.png,b4e8a856f8ad,R03,5666.6037632626785,3273.206048118522,959.0,389.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-007,image-263cb878e329010b3e4a43cb888a09277859a500,c8509120f7ed.png,c8509120f7ed,R03,5683.916056605769,3686.991762404236,768.0,430.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-008,image-358ffb5119ac65c5fb9c7c5da1e24bae2b712667,c4bb30bb1900.png,c4bb30bb1900,R03,5665.365726153303,4126.539395984037,971.0,349.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-009,image-da788bbf6022d5ed62737018ebf65451925bec1d,ff55399a9506.png,ff55399a9506,R03,5682.159681240813,4506.039395984037,960.0,430.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
IU-010,image-200339e0f69b65c5478ee97510962eaea93d56aa,ece4d569906c.png,ece4d569906c,R03,5677.865638960224,4946.87270025301,906.0,415.0,1.0,,T-003|T-002|T-001,dif between set(c+1) and set(c=>c+1)|how state updtes on next render|example with usesyncextstore,pending_transcript
