text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,useDefferedValue,348.980298458172,210.86821508789055,R01,closed,01-transcript-R01-usedeferredvalue-fundamentals-and-background-rendering.md,07-full-combined-final-transcript.md
T-002,UseTransition,4055.6471685753595,390.8682150878906,R03,closed,03-transcript-R03-usetransition-pending-state-and-latest-state-commits.md,07-full-combined-final-transcript.md
T-003,Debounce,7808.980298458172,405.4136696333446,R05,closed,05-transcript-R05-debounce-fundamentals-and-timing.md,07-full-combined-final-transcript.md
T-004,two states at the same,4384.761919294085,1526.3023709235906,R03,closed,03-transcript-R03-usetransition-pending-state-and-latest-state-commits.md,07-full-combined-final-transcript.md
T-005,time,4384.761919294085,1651.3026760993716,R03,closed,03-transcript-R03-usetransition-pending-state-and-latest-state-commits.md,07-full-combined-final-transcript.md
T-006,when,1814.285757882254,416.77809637001906,R01,closed,01-transcript-R01-usedeferredvalue-fundamentals-and-background-rendering.md,07-full-combined-final-transcript.md
T-007,background rendering,713.3334350585938,2332.968543496134,R01,closed,01-transcript-R01-usedeferredvalue-fundamentals-and-background-rendering.md,07-full-combined-final-transcript.md
T-008,useDefferedVal vs useTransition,10.0,3007.968543496134,R02,closed,02-transcript-R02-usedeferredvalue-versus-usetransition-and-restart-behavior.md,07-full-combined-final-transcript.md
T-009,"downstream consumer, one value changes constantly",10.0,3132.968848671915,R02,closed,02-transcript-R02-usedeferredvalue-versus-usetransition-and-restart-behavior.md,07-full-combined-final-transcript.md
T-010,restarting,863.333333333333,3679.0794850651446,R02,closed,02-transcript-R02-usedeferredvalue-versus-usetransition-and-restart-behavior.md,07-full-combined-final-transcript.md
T-011,"urgent updates , restarting transition",4069.457854035613,3315.9502547475295,R04,closed,04-transcript-R04-urgent-updates-controlled-inputs-delay-and-transition-cost.md,07-full-combined-final-transcript.md
T-012,delaying transition,4553.094217671976,4194.738152030911,R04,closed,04-transcript-R04-urgent-updates-controlled-inputs-delay-and-transition-cost.md,07-full-combined-final-transcript.md
T-013,"Controlled inputs, dont",4600.366944944703,5842.097479867382,R04,closed,04-transcript-R04-urgent-updates-controlled-inputs-delay-and-transition-cost.md,07-full-combined-final-transcript.md
T-014,transition input set value,4600.366944944703,5967.097785043164,R04,closed,04-transcript-R04-urgent-updates-controlled-inputs-delay-and-transition-cost.md,07-full-combined-final-transcript.md
T-015,extra cost of usetransition,5956.825779506139,3415.508768570539,R04,closed,04-transcript-R04-urgent-updates-controlled-inputs-delay-and-transition-cost.md,07-full-combined-final-transcript.md
T-016,pattern,9210.159519740515,495.5087685705387,R06,closed,06-transcript-R06-reusable-debounce-implementation-pattern.md,07-full-combined-final-transcript.md
T-017,transition will be ready with,3455.301923549255,3346.414494626612,R03,closed,03-transcript-R03-usetransition-pending-state-and-latest-state-commits.md,07-full-combined-final-transcript.md
T-018,the latest state update,3455.301923549255,3402.9296646372654,R03,closed,03-transcript-R03-usetransition-pending-state-and-latest-state-commits.md,07-full-combined-final-transcript.md
T-019,!!!,7866.320787298884,933.382529527293,R05,closed,05-transcript-R05-debounce-fundamentals-and-timing.md,07-full-combined-final-transcript.md
