source_id,region,decision,reason
S-033,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-034,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-032,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-029,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-115,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-027,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-028,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-030,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-031,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-076,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-077,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-071,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-072,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-078,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-079,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-073,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-074,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-075,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-054,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-059,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-063,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-067,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-055,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-108,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-112,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-060,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-068,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-064,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-113,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-056,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-109,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-065,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-069,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-061,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-114,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-110,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-070,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-057,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-062,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-066,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-058,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-111,R01,included-in-r01r02-v001,R01 upper-left/center origin + browser preflight flow after boundary review
S-026,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-022,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-005,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-023,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-024,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-006,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-025,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-009,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-007,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-008,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-004,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-002,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-003,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
S-001,R02,included-in-r01r02-v001,R02 upper-right ASP.NET use-case / proxy / credentials road after boundary review
