text_id,text,x,y,font_size,sha256,region_id,node_kind,coverage_status,assignment_count
T-001,inner / left joins,18311.142855244027,112.1960179239909,116.0000203450521px,cd82dc5771f4e1e45c5f5142e4d507bacfd5b448a96371655691cc58921b8316,R02,semantic,processed-semantic-transcript,1
T-002,select many to sql,13722.025091528834,252.13293856478379,230.66662597656259px,63ba6c33aecc8ae19c781921705db76680c26f84b1bd18212e5fdadff0455b6d,R02,semantic,processed-semantic-transcript,1
T-003,with join in query syntax,18311.142855244027,257.196043355306,116.0000203450521px,06af9ccff298adcf293c5b9e021ec6d5e693badd1f92af990c51ed7510cfc45c,R02,semantic,processed-semantic-transcript,1
T-004,and with multile from,18311.142855244027,402.19606878662114,116.0000203450521px,6817191a1ad3bed5c67143ea2452fe110b3d34d67fd650f64c6c671a0d017af0,R02,semantic,processed-semantic-transcript,1
T-005,where filter after left join can lead to not inclu nulls,18613.483935556214,638.9902147334816,20px,d5ee052797082f80974c2d85fa831bcd7198de741fe3366f1b216930ed4a703d,R02,semantic,processed-semantic-transcript,1
T-006,so need to be careful,18613.483935556214,663.9902147334816,20px,5a3712c26337b28c0c9a87a958dc1c4a503c2e060645fedd465223e917fe45da,R02,semantic,processed-semantic-transcript,1
T-007,inner and left joins,869.6560386262681,892.345487183685,83.40738932291764px,1f978f0fabc7de9a1bbdb4ce7a525b5f55efe54a3ab40dd5883392a40b0d336d,R05,semantic,processed-semantic-transcript,1
T-008,what doesnt translate well,8121.217749059301,921.9156013499911,260.00000000000006px,789976f0c9e9eed883671536275cb76507517be4a0aae37469ea4fed97818487,R06,semantic,processed-semantic-transcript,1
T-009,when including navigations in query,869.6560386262681,996.604723837332,83.40738932291764px,bdbcc931d35606abd1346dcba53ed76bac0339e584953aa8b6e20b2825119130,R05,semantic,processed-semantic-transcript,1
T-010,ef linq translation to sql,4258.578127084694,1060.0094869900345,114.66668701171874px,3e3c94bbba57502cf29d9d2d921f64357c752eb06db72b727d61a4bcc2526a2a,R01,semantic,processed-semantic-transcript,1
T-011,how we can loose data with query filters,869.6560386262681,1100.863960490979,83.40738932291764px,5fd971834e70285501004dc24cb0affce4c025e2273ca619f23ddb90984afd17,R05,semantic,processed-semantic-transcript,1
T-012,cross join,14539.994458407093,1208.227803405447,74.36433447997281px,75b0794c7aba4f72441d3132805b10843c010c2bf478a75a5a474991fb74e28e,R02,semantic,processed-semantic-transcript,1
T-013,know exact sql,6443.788602245686,1218.7409435590164,69.33337402343751px,62297b206545cc388ec0d35054c46ef8fa62ac070e230e108c3be797dcc80a03,R01,semantic,processed-semantic-transcript,1
T-014,list of unsupported,7937.104769200047,1219.6600367838491,70.66674804687499px,232a422dd5592114ba99ab6ae392a084845df363de6f86409a49469869887706,R06,semantic,processed-semantic-transcript,1
T-015,include == join,995.5822931698749,1239.527244509715,33.743586613581286px,350568334bcc2ac678d65ec61da6f5d2153ce78cd780c8e4e6878b7e309eb1e6,R05,semantic,processed-semantic-transcript,1
T-016,when navigation has required() then ef uses inner join (because if this,995.5822931698749,1281.7067277766917,33.743586613581286px,062ed0f6dedae236b6f4a14de973ca6bd9e51892a5831da3b3ad782e7e961dc4,R05,semantic,processed-semantic-transcript,1
T-017,shit is required - it must be there and we cant loose data with inner join),995.5822931698749,1323.8862110436683,33.743586613581286px,5d4c704a735574106e3406203043e7601de2a040b6c9385ee10e88f53d980133,R05,semantic,processed-semantic-transcript,1
T-018,when navigation is optional then ef uses left join,995.5822931698749,1366.0656943106449,33.743586613581286px,489be5eec89e63fcaf0004575616c3a9eb5f7bcb901eea8d0af3c1f6d745493b,R05,semantic,processed-semantic-transcript,1
T-019,,995.5822931698749,1408.2451775776215,33.743586613581286px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R05,empty-structural,reviewed-empty-structural,1
T-020,"query filters break this shit, so when some navigation is required and",995.5822931698749,1450.424660844598,33.743586613581286px,6d8c6c5b11482d4f4f6dc6c70aabf1b2c602d68983ada80c8728f372f8ba22f3,R05,semantic,processed-semantic-transcript,1
T-021,it has query filter - we will build inner join and we may not fetch outer,995.5822931698749,1492.6041441115747,33.743586613581286px,f928e17c4879dc40b100d62132f702986eecf72837dcda22f87663210ddcf51c,R05,semantic,processed-semantic-transcript,1
T-022,!!!,6143.177655590412,1506.90485168076,68.88887532552037px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R01,semantic,processed-semantic-transcript,1
T-023,entities whoose children was filtered (we will fetch them if navigation is a collection,995.5822931698749,1534.7836273785513,33.743586613581286px,dbbe76f0b5a80b26d42dbec9601338f815762a69cb8bde0844683a401e45295e,R05,semantic,processed-semantic-transcript,1
T-024,!!!,7615.313285262396,1541.1048139352627,54.285714285715976px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R06,semantic,processed-semantic-transcript,1
T-025,usually,14307.393779504238,1566.6276400534098,20px,ceb1e2514a1f1b4530979dc2beede29a4a1d424e09437d9f2d5dcb0983f5a78d,R02,semantic,processed-semantic-transcript,1
T-026,and there is so children that wasnt filtered),995.5822931698749,1576.9631106455279,33.743586613581286px,4b94626936c0c3ae437f31baef26144c05d5f02b470fa00fd3381f32ae9fd41b,R05,semantic,processed-semantic-transcript,1
T-027,we have,14307.393779504238,1591.6276400534098,20px,311eecafbfec5e428b3e652becbcd18bf9c9670e490734d5811c85e6a7623ab4,R02,semantic,processed-semantic-transcript,1
T-028,matched inner,14307.393779504238,1616.6276400534098,20px,568801c3f8494e254b52a930a8d6a6632751a43241a69d14846ad82df4bad1cc,R02,semantic,processed-semantic-transcript,1
T-029,collection element,14307.393779504238,1641.6276400534098,20px,0c4e6c569898e25aa2cfb7ceb9b68f0f4e025736da892fdf21f4cdf3e41615e8,R02,semantic,processed-semantic-transcript,1
T-030,for every outer coll,14307.393779504238,1666.6276400534098,20px,bc64b355896bc3d088e9dc4a20d8e6ba7df24c3961a8437e1bb667d732b7b038,R02,semantic,processed-semantic-transcript,1
T-031,element,14307.393779504238,1691.6276400534098,20px,445929267209c034d1e324834c17e0c8305df3dcb21d1710a639ac6ca08c648b,R02,semantic,processed-semantic-transcript,1
T-032,,14307.393779504238,1716.6276400534098,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R05,empty-structural,reviewed-empty-structural,1
T-033,but if we dont,14307.393779504238,1741.6276400534098,20px,ae5bd35faec878e120c2dcffb47fb2985235d5e98b0a7bc224d8af1331cdbb07,R05,semantic,processed-semantic-transcript,1
T-034,reference outer coll,14307.393779504238,1766.6276400534098,20px,bbb48e695ab3b42a0402a76a7627e62e3df5063eb052f333b85620ffedfe7f98,R05,semantic,processed-semantic-transcript,1
T-035,then its cross and,14307.393779504238,1791.6276400534098,20px,cb3027f412a3f6a5e759aa09f73ba9cbe0e70f4dd65b362ea18a723d4a185616,R05,semantic,processed-semantic-transcript,1
T-036,that it,14307.393779504238,1816.6276400534098,20px,2f401f5ec082587b8c47dd324bca5916731d1a5422aacdc24cc0f88e40ed9ad7,R05,semantic,processed-semantic-transcript,1
T-037,!!!,8938.635153234107,2272.4433006996983,69.3333740234375px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R04,semantic,processed-semantic-transcript,1
T-038,!!!,8903.635153234107,2613.307231913077,46.666687011718764px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R04,semantic,processed-semantic-transcript,1
T-039,inner join,14527.32473716227,2676.755526617343,74.36433447997281px,e8d0e272f0e3dec5ea213a33d5b984ca559d6660bd2f77d7fdbda6d2721306fa,R02,semantic,processed-semantic-transcript,1
T-040,will translate to on syntax,15526.374711101495,2946.1702374290685,20px,10ccf9dcecb2a2201db2798f4ae0632ed0d53b78062bdf7e77f47e99e63b3fed,R02,semantic,processed-semantic-transcript,1
T-041,left join,14582.610381292812,4064.658163209048,74.36433447997281px,73c7456da3bc91dae500e61984c0f66cf7807dc58b9c4fc60309498b6f352abd,R02,semantic,processed-semantic-transcript,1
T-042,"to create on expression, need to use multiple froms",16607.406276965707,4369.096016692154,44.888884715544776px,b50643dbf5301e13336cdfddf90895f823da84868a767b3f8ca1c924906b67f9,R02,semantic,processed-semantic-transcript,1
T-043,"cant do it with join, with join and then where you will",16607.406276965707,4425.207122586585,44.888884715544776px,fdaa2838a3da68dfee3a198006c6220ef0ac21d925788f109a6ec54e601fda43,R02,semantic,processed-semantic-transcript,1
T-044,join all the shit and then filter with where,16607.406276965707,4481.318228481016,44.888884715544776px,1847e54f8c6adb04e9fb9f1f0ebcb6a69ce13c25161980d59471fc00c6e002e3,R02,semantic,processed-semantic-transcript,1
T-045,where,16461.450299917073,5011.433870696063,20px,b48111c10c65fc119368edafb19f97451759ee90b3f44647368135ca47aa4753,R02,semantic,processed-semantic-transcript,1
T-046,filtering out the shit,16461.450299917073,5036.433870696063,20px,e6f428cd7e1afab0d7b54fb75dc7ce83c4e828020c7896f79d2383fe33270c22,R02,semantic,processed-semantic-transcript,1
T-047,cross apply,14507.744297219979,5877.570052419618,74.36433447997281px,d90beae370d4e726bb401d0e5aaccf6ff1878a9eae81360ef5a359993040e427,R02,semantic,processed-semantic-transcript,1
T-048,!!!,5005.17638361768,5924.443997475674,68.88887532552037px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R01,semantic,processed-semantic-transcript,1
T-049,so apply can be useful also,12908.715952490413,6364.88191505964,28.29629300820708px,061de6b16bc56883c8ee24964c60cbcc82265b5c4167553aa6bf843b18247330,R03,semantic,processed-semantic-transcript,1
T-050,when you need to do something,12908.715952490413,6400.252281319899,28.29629300820708px,ab1cdce6f7a0238327ad1530765ef98ee0526037d64423a26391ed0d284821fd,R03,semantic,processed-semantic-transcript,1
T-051,with inner /right side table,12908.715952490413,6435.622647580158,28.29629300820708px,dd288164bb137ff724c7d28eefdae6cec141efba381415f84945193a95c6b19e,R03,semantic,processed-semantic-transcript,1
T-052,,12908.715952490413,6470.993013840417,28.29629300820708px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R03,empty-structural,reviewed-empty-structural,1
T-053,you can join but if you need just some,12908.715952490413,6506.363380100675,28.29629300820708px,06bbf3343e3207ff4277c959ed477f46d690760216d685e91fb55cbd8fca2a1f,R03,semantic,processed-semantic-transcript,1
T-054,little part of data with join you will,12908.715952490413,6541.733746360935,28.29629300820708px,bf3803ec1c6e96ec09b50e72901c56da5c0f371fb9017dbe0c681e65c79943fc,R03,semantic,processed-semantic-transcript,1
T-055,create wide intermediate result,12908.715952490413,6577.104112621193,28.29629300820708px,fd66348ba60a659341aa0030c861ffa2579aae06b1aa9fd644fe88152736e00a,R03,semantic,processed-semantic-transcript,1
T-056,and then you will process,12908.715952490413,6612.474478881452,28.29629300820708px,95e8f9d3ea8fdeb707a323d4a54c5a7dbab6117f86418074f30594b4ae2f9cb2,R03,semantic,processed-semantic-transcript,1
T-057,,12908.715952490413,6647.844845141711,28.29629300820708px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R03,empty-structural,reviewed-empty-structural,1
T-058,with apply you wont create that result,12908.715952490413,6683.21521140197,28.29629300820708px,92df0017ca2ffaeace501c8dfa8075d54969ae293362c71dd3a06d16c581225e,R03,semantic,processed-semantic-transcript,1
T-059,you will just process per left/outer row,12908.715952490413,6718.585577662228,28.29629300820708px,cf08bcea60d132360d83822d685e69bae2c2b33d068cc0bf159d442cd20be9d9,R03,semantic,processed-semantic-transcript,1
T-060,??,9151.135153234107,6837.313956949698,20px,e270aeb347f2165574c3a5c5bf11d038bcd3acd5abfdb5ae8a1b52d91cb842f0,R06,semantic,processed-semantic-transcript,1
T-061,outer apply,14431.726391547832,7746.919460084642,74.36433447997281px,481f5a11d0844104920fd1d9f06ed5fbe0dfdeb5643d28c125a1f3d9cd170356,R03,semantic,processed-semantic-transcript,1
T-062,!!!,9088.64672032099,8294.438096405966,54.285714285715976px,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R06,semantic,processed-semantic-transcript,1
T-063,need to place info clearly so i can find some sheet with some,9339.991534076571,8562.803810691685,20px,f67b88ada513b977f1984a2feed93fc2acca4d50a3a433c19382071ee5cc9af2,R06,semantic,processed-semantic-transcript,1
T-064,unsupported shit list quickly,9339.991534076571,8587.803810691685,20px,454013e132eaba787d78d19408627c458bceed99e77ffd9b5799b58278dd7b3c,R06,semantic,processed-semantic-transcript,1
