id,text,x,y,transform
T-001,usecookiepolicy,0,149.96581960042275,
T-002,---All options cheat sheet---,0,149.96581960042275,
T-003,consent,0,149.96581960042275,
T-004,CheckConsentNeeded,0,91.70238161214152,
T-005,IsEssential,0,91.70238161214152,
T-006,existing non essential cookies,0,91.70238161214152,
T-007,CheckConsentNeeded,0,91.70238161214152,
T-008,MinimumSameSitePolicy,0,91.70238161214152,
T-009,HttpOnly,0,91.70238161214152,
T-010,Secure,0,91.70238161214152,
T-011,ConsentCookie,0,91.70238161214152,
T-012,ConsentCookie,0,91.70238161214152,
T-013,ConsentCookieValue,0,91.70238161214152,
T-014,ConsentCookieValue,0,91.70238161214152,
T-015,OnAppendCookie,0,91.70238161214152,
T-016,OnAppendCookie,0,91.70238161214152,
T-017,OnDeleteCookie,0,91.70238161214152,
T-018,OnDeleteCookie,0,91.70238161214152,
T-019,usecases,0,221.81359275309146,
T-020,What is cookie deletion,0,91.70238161214152,
T-021,plain,0,91.70238161214152,
T-022,Response.Cookies.Delete,0,221.81359275309146,
T-023,When does deltetion occur,0,67.62728082637065,
T-024,force some security defaults,0,67.62728082637065,
T-025,on deleted cookies,0,163.57972240748677,
T-026,examples,0,149.96581960042275,
T-027,essential consent,0,91.56807458786705,
T-028,cookie,0,221.48872525169656,
T-029,what if there no,0,149.96581960042275,
T-030,COnsent cookie,0,362.7436567179352,
T-031,how to create consent cookie,0,575.5214938354476,
T-032,!!!,0,131.1989911342841,
T-033,!!!,0,131.1989911342841,
T-034,stilll valid usecases,0,17.619999999999997,
T-035,callbacks vs better static pattern,0,74.94371899414061,
T-036,issues from global ondelete,0,74.94371899414061,
T-037,mostly for defaults,0,49.29669228536351,
T-038,or when we have simple same options,0,119.24092084007904,
T-039,for both onappend and ondelete,0,189.1851493947946,
T-040,configured name,0,17.619999999999997,
T-044,configured value,0,117.62,
T-045,!!!,0,51.8926358857996,
