text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,usecookiepolicy,4704.6959663159905,485.3196246800278,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-002,---All options cheat sheet---,4118.029096198803,1511.986189621434,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-003,consent,2941.6656494140625,626.6327660115555,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-004,CheckConsentNeeded,3261.1660275562663,1987.480574768066,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-005,IsEssential,3253.5469218084986,2612.2424504656105,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-006,existing non essential cookies,282.43598023948834,3015.575987249465,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-007,CheckConsentNeeded,4762.499279509391,1680.8139487915034,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-008,MinimumSameSitePolicy,4734.1658444507975,2103.1473075561516,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-009,HttpOnly,4930.832561980094,2478.7029309285476,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-010,Secure,4925.27704033296,2813.147409281412,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-011,ConsentCookie,4874.906624751362,3162.0362981703006,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-012,ConsentCookie,3299.351204829487,3364.2585882093636,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-013,ConsentCookieValue,4796.765163754677,3530.359544056901,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-014,ConsentCookieValue,3163.431830421343,4037.026210723568,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-015,OnAppendCookie,4844.765163754676,3788.137315052995,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-016,OnAppendCookie,6317.863701336797,2560.5552329775996,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-017,OnDeleteCookie,4849.209662452593,4145.470648386328,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
T-018,OnDeleteCookie,9658.839971394043,3516.685364098852,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-019,usecases,9658.839971394043,3646.796575239802,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-020,What is cookie deletion,5883.4376959519695,3904.396127367689,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-021,plain,5821.782491197434,5063.987567021804,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-022,Response.Cookies.Delete,5821.782491197434,5194.098778162754,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-023,When does deltetion occur,7207.0914090354445,3918.7496789851502,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-024,force some security defaults,8400.353588346963,3864.0906827976155,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-025,on deleted cookies,8400.353588346963,3960.0431243787316,R03,closed,05-transcript-R03-onappendcookie-security-defaults-and-normalization.md,08-full-combined-final-transcript.md
T-026,examples,1986.1095610119046,2010.1249942016598,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-027,essential consent,500.39510091145803,1984.1083178274966,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-028,cookie,500.39510091145803,2114.028968491326,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-029,what if there no,10.0,159.96581960042275,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-030,COnsent cookie,10.0,372.7436567179352,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-031,how to create consent cookie,10.0,585.5214938354476,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-032,!!!,10872.983176406506,4993.412920423181,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-033,!!!,10886.495245302527,6530.569818723738,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-034,stilll valid usecases,13466.137374312751,4010.0353209238137,R05,closed,07-transcript-R05-callback-patterns-static-configuration-and-use-cases.md,08-full-combined-final-transcript.md
T-035,callbacks vs better static pattern,11385.631466383868,3628.2676614687175,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-036,issues from global ondelete,10923.409176344805,5463.823183115854,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-037,mostly for defaults,9649.759208395137,3847.3996582765153,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-038,or when we have simple same options,9649.759208395137,3917.343886831231,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-039,for both onappend and ondelete,9649.759208395137,3987.2881153859466,R04,closed,06-transcript-R04-ondeletecookie-deletion-semantics-and-global-callbacks.md,08-full-combined-final-transcript.md
T-040,configured name,240.7682775984522,1414.204490254645,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-041,configured value,240.7682775984522,1514.204490254645,R01,closed,03-transcript-R01-consent-cookie-essential-cookies-and-examples.md,08-full-combined-final-transcript.md
T-042,!!!,4829.959497379558,3371.545359723666,R02,closed,04-transcript-R02-cookiepolicyoptions-consent-and-global-settings.md,08-full-combined-final-transcript.md
