source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-001,1,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-001,37c92f6208,6433.799,539.324,994.0,408.0,PLAIN USEEXCEPTIONHANDLER WITH ADDPROBLEMDETAILS | HASSTARTED EXPLAINATION | from anywhere(where they werent handled) | add exception handler middleware so youll return problemdetails with 500 status code on exception | WIHTOUT PROBLEMDETAILSFACTORY AND | IPROBLEMDETAILS SERVICE BUT WITH EXCEPTIONHANDLERFEATURE | EXCEPTIONHANDLER MIVVLEWARE | ausing Microsoft.AspNetCore.Diagnostics; | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.WebUtilities; | if (app.Environment.IsDevelopment()) | {
S-002,2,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-002,38ac32e966,4002.938,766.687,616.0,482.0,HASSTARTED EXPLAINATION | IPROBLEMDETAILS SERVICE BUT WITH EXCEPTIONHANDLERFEATURE | WIHTOUT PROBLEMDETAILSFACTORY AND | from anywhere(where they werent handled) | add exception handler middleware so youll return problemdetails with 500 status code on exception | EXCEPTIONHANDLER MIVVLEWARE | ausing Microsoft.AspNetCore.Diagnostics; | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.WebUtilities; | PLAIN USEEXCEPTIONHANDLER WITH ADDPROBLEMDETAILS | if (app.Environment.IsDevelopment()) | {
S-003,3,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-003,617dbd951b,2315.912,920.294,1390.0,606.0,IPROBLEMDETAILS SERVICE BUT WITH EXCEPTIONHANDLERFEATURE | WIHTOUT PROBLEMDETAILSFACTORY AND | from anywhere(where they werent handled) | add exception handler middleware so youll return problemdetails with 500 status code on exception | ausing Microsoft.AspNetCore.Diagnostics; | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.WebUtilities; | if (app.Environment.IsDevelopment()) | { | app.UseDeveloperExceptionPage(); | } | else
S-004,4,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-004,7a3afbd1c5,6459.384,974.296,857.0,401.0,PLAIN USEEXCEPTIONHANDLER WITH ADDPROBLEMDETAILS | HASSTARTED EXPLAINATION | IPROBLEMDETAILS SERVICE BUT WITH EXCEPTIONHANDLERFEATURE | WIHTOUT PROBLEMDETAILSFACTORY AND | from anywhere(where they werent handled) | add exception handler middleware so youll return problemdetails with 500 status code on exception | ausing Microsoft.AspNetCore.Diagnostics; | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.WebUtilities; | if (app.Environment.IsDevelopment()) | { | app.UseDeveloperExceptionPage();
S-005,5,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-005,966d0bb9d4,10.0,1119.387,803.0,454.0,{ | app.UseDeveloperExceptionPage(); | if (app.Environment.IsDevelopment()) | } | else | using Microsoft.AspNetCore.WebUtilities; | using Microsoft.AspNetCore.Mvc; | app.UseExceptionHandler(errorApp => | ausing Microsoft.AspNetCore.Diagnostics; | errorApp.Run(async context =>
S-006,6,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-006,c2fa9a8507,3970.905,1264.449,738.0,328.0,"HASSTARTED EXPLAINATION | { | app.UseExceptionHandler(errorApp => | errorApp.Run(async context => | IPROBLEMDETAILS SERVICE BUT WITH EXCEPTIONHANDLERFEATURE | else | // If the response already started, we can't write our problem details | } | if (context.Response.HasStarted) | WIHTOUT PROBLEMDETAILSFACTORY AND"
S-007,7,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-007,12e6365615,4760.265,1280.371,743.0,320.0,"HASSTARTED EXPLAINATION | errorApp.Run(async context => | { | app.UseExceptionHandler(errorApp => | // If the response already started, we can't write our problem details | PLAIN USEEXCEPTIONHANDLER WITH ADDPROBLEMDETAILS | IPROBLEMDETAILS SERVICE BUT WITH EXCEPTIONHANDLERFEATURE | if (context.Response.HasStarted) | else"
S-008,8,EXHAND-R01-global-exception-middleware-useexceptionhandler,EXHAND-R01,exhand-r01-candidate-stage0,candidate-not-final-stage0-boundary-only,"Global exception handling in ASP.NET Core: exception middleware, UseExceptionHandler, pipeline placement, fallback error endpoints, and unhandled exception flow.",IU-008,6defc373d3,2269.716,1608.915,1556.0,777.0,"var problemDetailsFactory = context.RequestServices.GetRequiredService<ProblemDetailsFactory>(); | // You can map exception types to status codes if you want | // Resolve ProblemDetailsFactory from DI | var statusCode = StatusCodes.Status500InternalServerError; | var ex = exceptionHandlerFeature?.Error; | // Create ProblemDetails using the factory (consistent defaults) | var exceptionHandlerFeature = context.Features.Get<IExceptionHandlerFeature>(); | var problem = problemDetailsFactory.CreateProblemDetails( | context, | } | statusCode: statusCode, | return;"
S-009,1,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping,EXHAND-R02,exhand-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"IExceptionHandler and ProblemDetails: custom handlers, TryHandleAsync, mapping exception types to status codes, response shape, and logging boundaries.",IU-009,711e76bae2,3985.285,1780.254,746.0,402.0,"HASSTARTED EXPLAINATION | statusCode: statusCode, | context, | title: ""An unexpected error occurred."", | var problem = problemDetailsFactory.CreateProblemDetails( | type: ""https://httpstatuses.com/500"", | // Create ProblemDetails using the factory (consistent defaults) | detail: app.Environment.IsDevelopment() ? ex?.ToString() : null, | instance: context.Request.Path | var statusCode = StatusCodes.Status500InternalServerError; | ); | // You can map exception types to status codes if you want"
S-010,2,EXHAND-R02-iexceptionhandler-problemdetails-status-mapping,EXHAND-R02,exhand-r02-candidate-stage0,candidate-not-final-stage0-boundary-only,"IExceptionHandler and ProblemDetails: custom handlers, TryHandleAsync, mapping exception types to status codes, response shape, and logging boundaries.",IU-010,92fd6d15a5,3974.258,2200.098,758.0,482.0,"WITH PROBLEMDETAILS SERVICE | }); | } | await context.Response.WriteAsJsonAsync(problem); | context.Response.ContentType = ""application/problem+json""; | HASSTARTED EXPLAINATION | context.Response.StatusCode = statusCode; | context.Response.Clear(); | problem.Extensions[""traceId""] = context.TraceIdentifier; | // Optionally attach extra info (extensions) | );"
