source_id,stage0_group,stage1_region,decision,status,reason,notes
S-025,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-026,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-027,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-028,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-029,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-030,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-031,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-032,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-033,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-034,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-035,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-036,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,included-in-rawconn-r03-stage1-v001,verified-visible-semantic-transcript,"Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.",Included after Stage0 candidate split and Stage1 source-level semantic review.
