source_id,image_use_id,fileId_short,stage0_group,stage1_region,status,theme,transcript,notes
S-001,IU-001,f940cbc9a0,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,dbconnection,"Source theme:
dbconnection

Visible source anchors:
- dbconnection
- undo state changes
- clos connection
- rules
- sqlserver dbconnection
- get ordinal
- example
- !!!
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-002,IU-002,6ecd9b3c68,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,undo state changes,"Source theme:
undo state changes

Visible source anchors:
- undo state changes
- clos connection
- rules
- sqlserver dbconnection
- get ordinal
- dbconnection
- example
- !!!
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-003,IU-003,fc8f905b5a,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,sqlserver dbconnection,"Source theme:
sqlserver dbconnection

Visible source anchors:
- sqlserver dbconnection
- example
- get ordinal
- undo state changes
- clos connection
- rules
- !!!
- dbconnection
- Transactions
- isolatoin level is .net wide, can use like with ef core

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-004,IU-004,d8f8e00f40,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,example,"Source theme:
example

Visible source anchors:
- example
- sqlserver dbconnection
- get ordinal
- undo state changes
- clos connection
- rules
- !!!
- Transactions
- dbconnection
- isolatoin level is .net wide, can use like with ef core

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-005,IU-005,01c67b2b90,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,undo state changes,"Source theme:
undo state changes

Visible source anchors:
- undo state changes
- clos connection
- rules
- get ordinal
- sqlserver dbconnection
- !!!
- dbconnection
- example
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-006,IU-006,cdefec32c4,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,dbconnection,"Source theme:
dbconnection

Visible source anchors:
- dbconnection
- undo state changes
- clos connection
- rules
- get ordinal
- sqlserver dbconnection
- !!!
- example
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-007,IU-007,28dbfa05f9,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,get ordinal,"Source theme:
get ordinal

Visible source anchors:
- get ordinal
- sqlserver dbconnection
- !!!
- undo state changes
- clos connection
- rules
- example
- dbconnection
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-008,IU-008,c35eb0cca6,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,get ordinal,"Source theme:
get ordinal

Visible source anchors:
- get ordinal
- sqlserver dbconnection
- example
- !!!
- undo state changes
- clos connection
- rules
- Transactions
- isolatoin level is .net wide, can use like with ef core
- OR LIKE THIS

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-009,IU-009,9d8fb0bc34,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,example,"Source theme:
example

Visible source anchors:
- example
- get ordinal
- sqlserver dbconnection
- !!!
- undo state changes
- clos connection
- rules
- Transactions
- isolatoin level is .net wide, can use like with ef core
- OR LIKE THIS

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-010,IU-010,e573eb04cd,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,get ordinal,"Source theme:
get ordinal

Visible source anchors:
- get ordinal
- undo state changes
- clos connection
- rules
- dbconnection
- !!!
- sqlserver dbconnection
- example
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-011,IU-011,7c2ea3d42b,RAWCONN-R01-dbconnection-sqlconnection-open-close,RAWCONN-R01,verified-visible-semantic-transcript,dbconnection,"Source theme:
dbconnection

Visible source anchors:
- dbconnection
- get ordinal
- undo state changes
- clos connection
- rules
- !!!
- sqlserver dbconnection
- example
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R01` / DbConnection / SqlConnection / open-close. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET connection basics: DbConnection/SqlConnection, connection string, Open/OpenAsync, Close/Dispose, using blocks, and connection lifetime.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbConnection is the provider-abstract base; SqlConnection is the SQL Server concrete implementation.
A connection owns access to the database session and must be opened before commands execute.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
