label_id,region,semantic_review_status,x,y,text
T-001,R01,processed,2702.547786057119,10.0,"WHY DO THEY HELP, EXAMPLE FLOW"
T-002,R01,processed,5935.967570364572,33.96774889181643,"using ajax, manually"
T-003,R01,processed,4757.406534324196,86.0970261087391,basics
T-004,R01,processed,7832.391741005265,225.03392899026767,"sending from autogenerated hidden input,"
T-005,R01,processed,7832.391741005265,225.03392899026767,without injecting
T-006,R02,processed,3802.981801463082,4007.3630462235706,csrf tokens fetch
T-007,R02,processed,3802.981801463082,4007.3630462235706,tacticas
T-008,R02,processed,948.2207594252668,4098.478102338606,request antiforgery and
T-009,R02,processed,948.2207594252668,4098.478102338606,current user context
T-010,R02,processed,2399.7647002075246,4200.507279393754,why fetch after login/logout
T-011,R02,processed,7880.129256366023,4250.9252388420555,what if we have antiforgery cookie already ?
T-012,R02,processed,7880.129256366023,4250.9252388420555,cross tab antiforgery failure
T-013,R02,processed,3903.4580277743535,4924.711256810424,refetch strategies
T-014,R02,processed,3903.4580277743535,4924.711256810424,1 need refetch from your client to token endpoint
T-015,R02,processed,3903.4580277743535,4924.711256810424,on page refresh for sure
T-016,R02,processed,3903.4580277743535,4924.711256810424,"2 may need refetch before some writes, before some really important"
T-017,R02,processed,3903.4580277743535,4924.711256810424,and rare writes
T-018,R02,processed,3903.4580277743535,4924.711256810424,3 refetch on null token or
T-019,R02,processed,3903.4580277743535,4924.711256810424,invalid result of token validation for
T-020,R02,processed,3903.4580277743535,4924.711256810424,multiple tabs issue or something else
T-021,R02,processed,3903.4580277743535,4924.711256810424,but
T-022,R02,processed,3903.4580277743535,4924.711256810424,"need to do this through client, no"
T-023,R02,processed,3903.4580277743535,4924.711256810424,implicit server flows that allow crossite fetcher to fetch valid token
T-024,R02,processed,3903.4580277743535,4924.711256810424,even if he cant read it because of cors
T-025,R02,processed,9469.956395087074,4937.9295096710875,new cookie token
T-026,R02,processed,9469.956395087074,4937.9295096710875,old request token issue
T-027,R02,processed,10285.357253577775,5232.812596236553,!!!!
T-028,R02,processed,3622.9339193435408,5470.802641441511,so to differenciate
T-029,R02,processed,3622.9339193435408,5470.802641441511,this error we may
T-030,R02,processed,3622.9339193435408,5470.802641441511,need to custom behavior?
T-031,R02,processed,7203.27267170256,5653.929479153509,careful with csrf token refetch
T-032,R02,processed,7203.27267170256,5653.929479153509,need strong cors
T-033,R02,processed,7203.27267170256,5653.929479153509,+ better to avoid implicit auto refetch
T-034,R02,processed,3614.960239148486,6104.0219447733725,why
T-035,R03,processed,5362.206062715819,7595.25862464606,of what type of filter
T-036,R03,processed,5362.206062715819,7595.25862464606,validateantiforgerytoken atrr is
T-037,R03,processed,1347.9313422132109,7602.500569723565,best
T-038,R03,processed,1347.9313422132109,7602.500569723565,always run result filter
T-039,R03,processed,1347.9313422132109,7602.500569723565,check response result type
T-040,R03,processed,3960.701964741944,7706.91606161599,how to know that its a
T-041,R03,processed,3960.701964741944,7706.91606161599,csrf token problem with 400 code?
T-042,R03,processed,2616.4175131661923,7714.166275140593,manual csrf validation
T-043,R03,processed,7772.647987677565,7755.602426574197,may add origin check inside refresh endpint but it usually not needed
T-044,R03,processed,7772.647987677565,7755.602426574197,but may add as last stand
T-045,R03,processed,5216.533861845253,8392.80798211705,AutoValidateAntiforgeryToken vs ValidateAntiForgeryToken
T-046,R03,processed,5707.178113904936,8797.428170343203,thats why its a filter factory
T-047,R03,processed,4095.8719120137066,8960.246346923766,why we cant use exc filters
T-048,R03,processed,4095.8719120137066,8960.246346923766,to catch exceptions from auth filters
T-049,R03,processed,58.318107206056084,9121.020353162534,alwats run result filter
T-050,R03,processed,1133.7693720849184,9334.062491033339,!!!
T-051,R03,processed,4260.31622082447,9504.690791368204,exception middleware can
