source_id,image_use_id,fileId,fileId_short,x,y,x_center,y_center,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,IU-001,d6b1d011504b977930aa710b1ceec9038a1966b3,d6b1d01150,4836.124,498.431,5143.624,739.431,615,482,L-002: using react query + http cache with headers from server | L-003: you need to do calls with if-match yourself browser does nothing with it you are handlinkg concurrency | L-001: react query + browser cache,processed-partial-needs-expansion,R01,no,yes,"Included in R01 v001, but region boundary is incomplete and must be visually rechecked.","Included in R01 v001, but region boundary is incomplete and must be visually rechecked."
S-002,IU-002,33ee5bc86fba10907bfede9f27883fc7474145e5,33ee5bc86f,3573.116,823.559,4004.116,1017.559,862,388,L-003: you need to do calls with if-match yourself browser does nothing with it you are handlinkg concurrency | L-002: using react query + http cache with headers from server | L-001: react query + browser cache,processed-partial-needs-expansion,R01,no,yes,"Included in R01 v001, but region boundary is incomplete and must be visually rechecked.","Included in R01 v001, but region boundary is incomplete and must be visually rechecked."
S-003,IU-003,3ba9d991a7c6df51a91335c05afd9c729f63faf4,3ba9d991a7,4829.173,1008.254,5234.673,1242.254,811,468,L-002: using react query + http cache with headers from server | L-003: you need to do calls with if-match yourself browser does nothing with it you are handlinkg concurrency | L-001: react query + browser cache,processed-partial-needs-expansion,R01,no,yes,"Included in R01 v001, but region boundary is incomplete and must be visually rechecked.","Included in R01 v001, but region boundary is incomplete and must be visually rechecked."
S-004,IU-004,6368f8adce83dfe65e71c0a90548198d79df4f74,6368f8adce,3590.376,1238.967,4003.376,1444.967,826,412,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-include-after-visual-review,R01,no,yes,Likely same two-column browser/cache road; must be visually reviewed in R01 v002.,Likely same two-column browser/cache road; must be visually reviewed in R01 v002.
S-005,IU-005,cf6c2e813c38365981c1078a55308d52f1e22cd8,cf6c2e813c,4807.08,1505.559,5280.08,1578.559,946,146,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-include-after-visual-review,R01,no,yes,Likely same browser/cache road; must be visually reviewed in R01 v002.,Likely same browser/cache road; must be visually reviewed in R01 v002.
S-006,IU-006,335ef6b606fbf060616caa8b537dbffab198fd0e,335ef6b606,4866.747,1702.004,5234.747,1939.004,736,474,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-include-after-visual-review,R01,no,yes,Likely same browser/cache road; must be visually reviewed in R01 v002.,Likely same browser/cache road; must be visually reviewed in R01 v002.
S-007,IU-007,a9a9655e930f113f1ced5cc49e899518e32fb3ce,a9a9655e93,3613.321,1713.44,3906.321,1954.44,586,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-include-after-visual-review,R01,no,yes,Likely same browser/cache road; must be visually reviewed in R01 v002.,Likely same browser/cache road; must be visually reviewed in R01 v002.
S-008,IU-008,77eaf12c681b2c9e72960a48300bb49cc8d99c32,77eaf12c68,10073.886,2016.562,10428.886,2257.562,710,482,L-004: statuses | L-005: examples | L-008: Isloading and when there is no data and no fetching,candidate-exclude-from-r01-after-visual-review,R02,no,yes,Nearby candidate; likely statuses/fetchStatus/isLoading/isFetching and must be explicitly checked/excluded in R01 v002.,Nearby candidate; likely statuses/fetchStatus/isLoading/isFetching and must be explicitly checked/excluded in R01 v002.
S-009,IU-009,a7f13d6d3d3b3473b6e0dbf877368f6e85c5a570,a7f13d6d3d,4915.349,2209.848,5162.849,2450.848,495,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-include-after-visual-review,R01,no,yes,Likely same browser/cache road; must be visually reviewed in R01 v002.,Likely same browser/cache road; must be visually reviewed in R01 v002.
S-010,IU-010,b62d140856841e43c376a93d721c5d68cf2b833d,b62d140856,3601.579,2258.707,4007.079,2465.707,811,414,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-include-after-visual-review,R01,no,yes,Likely same browser/cache road; must be visually reviewed in R01 v002.,Likely same browser/cache road; must be visually reviewed in R01 v002.
S-014,IU-014,95f917ba2d6b81519c207673b01b4a0262a4b945,95f917ba2d,3651.116,2706.207,3964.116,2905.707,626,399,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-015,IU-015,ad441bf8f82fd6998e264e868f3799c832ac70f5,ad441bf8f8,4898.669,2711.181,5312.169,2952.181,827,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-019,IU-019,ac0d680857d39686d9a980ad6791213700819cca,ac0d680857,4917.08,3195.337,5288.08,3416.337,742,442,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-028,IU-028,46476e445e61e688a673517df6cbf41eec35ed1d,46476e445e,4942.747,3652.837,5186.747,3840.337,488,375,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-031,IU-031,859a4e5afc980de786193d1c1351494af0825423,859a4e5afc,4936.08,4030.504,5264.08,4243.004,656,425,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-038,IU-038,c764d1651ab32f148001a51ae73704d691d3509f,c764d1651a,4940.413,4442.171,5277.413,4653.671,674,423,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-044,IU-044,b00992d67d9eba4e10ac26a8a591f2cf1fac2b47,b00992d67d,4947.765,4877.218,5318.265,5104.718,741,455,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-049,IU-049,3442b4b77e311cf7c8b193aa2aff0feaf139c767,3442b4b77e,4953.598,5353.218,5311.598,5536.718,716,367,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-053,IU-053,a1969014c757d190589845c831114e0cce0241ac,a1969014c7,4951.093,5727.562,5417.093,5968.562,932,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-060,IU-060,74e165828c7768c8c3e68fe3bda23b35f7d21705,74e165828c,4951.432,6236.885,5392.932,6415.385,883,357,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
S-064,IU-064,662677caa93a52c48e9092465bf8abe5cc992407,662677caa9,4961.432,6630.218,5424.932,6800.718,927,341,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,candidate-review,R01,no,yes,Possible continuation of browser/cache road; must verify visually before inclusion.,Possible continuation of browser/cache road; must verify visually before inclusion.
