source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-261,1,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-261,35935e7b35,10614.537,19965.379,840,220,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-262,2,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-262,c8aefd2cea,10596.334,20190.916,909,403,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-263,3,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-263,5f990bee01,7952.967,20209.77,954,372,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-264,4,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-264,ed4ef609cc,7950.824,20621.937,924,401,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-265,5,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-265,9d4d2d9cfa,10585.519,20626.62,981,219,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-266,6,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-266,57a7aa95ed,7980.919,21043.532,940,354,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-267,7,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-267,27b93b199a,7983.475,21406.042,855,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-268,8,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-268,c35292d43d,7986.038,21900.889,865,285,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-269,9,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-269,56c5c8888e,7997.869,22236.519,685,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-270,10,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-270,82af270795,7951.701,22745.09,835,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-271,11,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-271,c7dccde3bc,7941.3,23240.328,726,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-272,12,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-272,1cb0706b7f,7960.355,23737.471,692,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-273,13,R11B-mutation-tail,R11B,r11b-mutation-tail-candidate-stage5a,candidate-not-final-stage5a-boundary-only,mutation callback / onSettled Promise / optimistic update tail after R11,IU-273,af1044b3cf,7941.491,24242.233,726,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-274,1,R12-suspense-enabled-serial,R12,r12-suspense-enabled-serial-candidate-stage5a,candidate-not-final-stage5a-boundary-only,Suspense / useSuspenseQuery / enabled limitations / serial Suspense behavior,IU-274,93a0d0d3e4,4612.057,25233.438,874,431,L-081: when suspence is being shown | L-084: suspence | L-082: websockets
