image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-44409295e896d4c11b51b2a922825565dcac2799,2aef54c07dd5.png,2aef54c07dd5e268a973b083cea9d32c68682c01e645200ef44e8b5562b62815,2aef54c07dd5,image/png,38882,906,480,RGBA,1,extracted
image-df8bb9a30563cc03507e0fe0c172c096a728943e,7cffd840bb99.png,7cffd840bb994dfd55021c00f2f88e9bcf58cb256b8ee99340d17a5f0d1b2167,7cffd840bb99,image/png,38710,1008,442,RGBA,1,extracted
image-8606d74727ff5b9488dbd1205bf112ddf855ea7e,3d4cdcdba886.png,3d4cdcdba886a20c980f444bc1a65fbffbf449f1570eea6223777a35cb346fdf,3d4cdcdba886,image/png,37324,885,569,RGBA,1,extracted
image-8e70e637965f4a693dbd6ef9a15b61f09fec2343,e911002d583b.png,e911002d583b51b1fae0b33c4fb8c262f1c88fc271483f3ad57353454520c189,e911002d583b,image/png,22495,754,371,RGBA,1,extracted
image-f9577e04127239363fc7659e09e8a59a04372239,cf8590bb1752.png,cf8590bb175286a8f614962c94e7afd34cc91bb86a36c57248941b9a1d88940e,cf8590bb1752,image/png,23394,690,294,RGBA,1,extracted
image-b96afecbda294c6670140404010427cd8db37153,139f9b039d13.png,139f9b039d13f3c1ef9e264b5b1ad8a19f66e01ea32efdcd0581f1ab0e56e82c,139f9b039d13,image/png,33058,818,520,RGBA,1,extracted
image-7d5caff0c323e0840526c02443751cdc4f05f8a7,7bf205f7a0cd.png,7bf205f7a0cd34d9c69b7c7a28348ac9e645efd50ac18bea05b8e24c71759931,7bf205f7a0cd,image/png,27238,965,363,RGBA,1,extracted
image-43beec38adfe4f1f64ac0beb000fc7136883dffa,350bc5c47f0f.png,350bc5c47f0f937edd3252568afeaf5e6815f726b48fa2f8ef0a45d1eeebff15,350bc5c47f0f,image/png,28501,1038,389,RGBA,1,extracted
image-34ce22ed80b97b92ac2d552574e41e8af4d34bff,be83ccd21a64.png,be83ccd21a64f32fe29a4d0ef46f384a3ef0c6949257f6ffd75e473d8dddabd5,be83ccd21a64,image/png,38037,994,498,RGBA,1,extracted
image-5c224a26b295167aa3ee7b74695d4a1b0894285c,56928e091fe9.png,56928e091fe981547628a9313a187c181b5a2fb3e0eaa6d4c0a95df779e5fb57,56928e091fe9,image/png,24872,991,389,RGBA,1,extracted
