text_id,text,x,y,region_id,status
T-001,so when we do acquire we reduce count of permits and if there is no perimts,1965.1906020681995,1425.2761610188777,R02,pending_transcript
T-002,pending promise,4193.452003922823,1244.086706713702,R03,pending_transcript
T-003,js analogue of semaphoreslim,665.4936493519208,91.05622633384073,R01,pending_transcript
T-004,waiting asynchronously,5828.991633205844,1178.4153601353405,R04,pending_transcript
T-005,with settimeout and promise,5828.991633205844,1277.2218008582493,R04,pending_transcript
T-006,"js threads, does setimeout block",7614.075498765305,1136.8842358632662,R05,pending_transcript
T-007,why do we need promise here,7614.075498765305,1218.5158606861385,R05,pending_transcript
T-008,we give permit directly to,303.1069286324414,1858.0518621119952,R02,pending_transcript
T-009,"the enqueeued waiter,",303.1069286324414,1883.0518621119952,R02,pending_transcript
T-010,we incr permits only if there is no,303.1069286324414,1908.0518621119954,R02,pending_transcript
T-011,direct waiters,303.1069286324414,1933.0518621119954,R02,pending_transcript
