id,text,x,y,transform
T-001,sending hashed with secret and then sending secret to,0,17.619999999999997,
T-002,get tokens,0,42.62,
T-003,needed for idp to prove that its you who initialized the flow,0,67.62,
T-004,edpoint names + min flow,0,63.26416999162927,
T-005,default schemes values that are possible,0,32.499099161784066,
T-006,def challenge scheme how works,0,92.0155675048828,
T-007,code and tokens,0,53.643135009765665,
T-008,what endpoint who should have,0,40.686181818181346,
T-009,why,0,56.91792635830977,
T-010,implementation of apicaller service,0,72.1123355221438,
T-011,wrapper with autorefresh accessing tokens from ticket,0,174.42836208591194,
T-012,so authenticateasync its the auth handlers method that,0,17.619999999999997,
T-013,checks cookies of the current request and if there is a cookie for,0,42.62,
T-014,auth it returns auth result with decrypted authticket values,0,67.62,
T-015,"claimsprincipal, auth properties and scheme name",0,92.62,
T-016,that is has set and encrypted on signinasync call,0,117.62,
T-017,"auth ticket, authhandlers methods",0,55.20932437133792,
T-018,authenticateasync,0,133.54264498901375,
T-019,sign out,0,83.40135125732422,
T-020,!!!,0,54.03464874267577,
T-021,jwt api/idp asymmetric keys,0,66.95601792399061,
T-022,"how api gets key fro idp endpoint, what is automatic",0,39.54711708577456,
T-023,what to do for prod,0,95.65823667399044,
T-024,not storing access tokens in browsers cookie auth properties,0,47.900264431423736,
T-025,so identity resources is what client app,0,17.619999999999997,
T-026,gets in id token and what is being populated into,0,42.62,
T-027,"claimsprincipal by middleware, userclaims in apiresources are needed",0,67.62,
T-028,for api to decide whether this user is allowed to request it(in addition to scopes),0,92.62,
T-029,iprofser,0,77.13644444444378,
T-030,"confidential/public clients/pkce flow/both lients types flow,bff",0,92.79873836262999,
T-031,pkce public client spa,0,63.26423144531246,
T-032,what is conf/pub clients and why bff is good,0,37.58932437133789,
T-033,"pkce confidential client, mvc,bff",0,51.685351257324186,
T-034,clients config,0,106.89459497070312,
T-035,idp config,0,102.19599999999998,
T-036,using Microsoft.AspNetCore.Authentication.Cookies;,0,17.619999999999997,
T-037,using Microsoft.AspNetCore.Authentication.OpenIdConnect;,0,42.62,
T-039,var builder = WebApplication.CreateBuilder(args);,0,92.62,
T-041,builder.Services.AddControllersWithViews();,0,142.62,
T-043,builder.Services,0,192.62,
T-044,.AddAuthentication(options =>,0,217.62,
T-045,{,0,242.62,
T-046,"options.DefaultScheme = CookieAuthenticationDefaults.AuthenticationScheme; // ""Cookies""",0,267.62,
T-047,"options.DefaultChallengeScheme = OpenIdConnectDefaults.AuthenticationScheme; // ""OpenIdConnect""",0,292.62,
T-048,}),0,317.62,
T-049,".AddCookie(CookieAuthenticationDefaults.AuthenticationScheme, cookie =>",0,342.62,
T-050,{,0,367.62,
