text_id,text,x,y,font_size,sha256,region_id,node_kind,coverage_status,assignment_count
T-001,in gen ef core have,10.0,284.4804683430989,311.5555826822916px,7283de5034e4baf9e5417da60f4bedffd7e1ba26dc5f4158a4f0d8739b2f2d4d,R01,semantic,processed-semantic-transcript,1
T-002,db error codes of sql server,10.0,673.9249466959634,311.5555826822916px,79c0ce7d1662afee39b251aa30ccefc9b3a1a248dda36e077cc394290a5a05e1,R01,semantic,processed-semantic-transcript,1
T-003,sqlserver dbcontext,5719.195936844091,747.4612437299563,278.66666666666566px,feda87cb4994e744208e412fa4e5e3fa3093720ca5ebd90a0282f839de71dc87,R01,semantic,processed-semantic-transcript,1
T-004,and about retries,10.0,1063.369425048828,311.5555826822916px,e3e925712050958dee8a7ce0ee7ddd09fd2e844ce7238fc3d6d710f440537f87,R01,semantic,processed-semantic-transcript,1
T-005,remember about automatic atomic retries,6833.96174763492,1085.2455975627424,112.44441731770641px,147c20323a9c3315c0dd2be827f7d6c2c7aa6e9debc2e0ba7cd4d5c06df72eb0,R01,semantic,processed-semantic-transcript,1
T-006,retries,5719.195936844091,1095.7945770632884,278.66666666666566px,fcf7f53846d43d24f6d5fd1074cf0aa9d2e0ed5dcfdd887b25577d88f226e622,R01,semantic,processed-semantic-transcript,1
T-007,saveponts,12316.62825154117,1101.3364026408667,238.6666503906251px,b0bed029736ef9dc5ed49eeb61af8cea768e98b96ede41e1558e196154d910ff,R04,semantic,processed-semantic-transcript,1
T-008,"savepoints are for transactions, not for just",12501.988487523817,1358.9638828239158,20px,29f6226283b988cacf75d58a0b1a13473a013d02677597a6edb0e431b408fb3c,R04,semantic,processed-semantic-transcript,1
T-009,savechanges,12501.988487523817,1383.9638828239158,20px,4e282c4d82bcc5f6d2b0b39896574f2fdc4b5838e9be1f66a5debca7a2bdc0e6,R04,semantic,processed-semantic-transcript,1
T-010,executeintransaction,8353.96174763492,1511.9121625041487,112.44441731770641px,41367b7d5c5c74899794cc7ebc3e13fc1f7b9281b62ee036357b5f14d8934728,R03,semantic,processed-semantic-transcript,1
T-011,savepoints of savechanges,12272.62825154117,1530.4081524943822,83.99999999999997px,aa265de67e6c463ddb88162eaa80f5b3eef8c2cb6dcaefdd18ef548df8b64d4b,R04,semantic,processed-semantic-transcript,1
T-012,what can retry without create execution strategy,4976.2317027665695,1583.1248694307965,70.37036132812497px,269029df3698bafb7a47c323cf0e7d30e2ba90f25f4881ecb9d2f7f64ff9119e,R01,semantic,processed-semantic-transcript,1
T-013,savechanges(false),10396.62825154117,1612.0615024943822,137.3333984375px,e6f018e1394e5fbb4ae3913f956d1ac062eb55fefb1398182f1f7d152022db6e,R03,semantic,processed-semantic-transcript,1
T-014,you decide what to do on failed savechanges,12272.62825154117,1635.4081524943822,83.99999999999997px,9da82a3ffca56057e2b3812d2abac668a4fd51ab6dcdec274feac57ee374326a,R04,semantic,processed-semantic-transcript,1
T-015,when exactly we need it,4976.2317027665695,1671.0878210909527,70.37036132812497px,0004cb71baac0496ae76069daffbf3ae6f2f6c87688d6b355b812482a55ab2f9,R01,semantic,processed-semantic-transcript,1
T-016,useful execution stratefy properties,14971.468224595636,1699.736107979447,105.33331298828124px,c9373ec13afef83a6e72f9069e279f782a2473268eedf38c2918b825faf15a45,R01,semantic,processed-semantic-transcript,1
T-017,and failed savechanges doesnt call acceptallchanges,12272.62825154117,1740.4081524943822,83.99999999999997px,f0c2460519ea86b2c66e9f55b4aa756f84344381ee4881c8b4b8af7fbeaeb63c,R04,semantic,processed-semantic-transcript,1
