2026-08-17 04:18:33	How many dudes	General.md	17	baseline	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-17\04-18-33_tick-257398031_baseline_n017.md
2026-08-17 04:19:28	How many dudes	General.md	11	before-manual-restore	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-17\04-19-28_tick-257453750_before-manual-restore_n011.md
2026-08-18 10:21:16	How many dudes	General.md	15	before-accept-current	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\10-21-16_tick-365562859_before-accept-current_n015.md
2026-08-18 10:44:46	How many dudes	General.md	15	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\10-44-46_tick-366973625_before-insert_n015.md
2026-08-18 10:45:39	How many dudes	General.md	16	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\10-45-39_tick-367025906_before-insert_n016.md
2026-08-18 11:27:44	How many dudes	General.md	17	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\11-27-44_tick-369550984_before-insert_n017.md
2026-08-18 11:27:54	How many dudes	General.md	18	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\11-27-54_tick-369560968_before-insert_n018.md
2026-08-18 11:27:59	How many dudes	General.md	19	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\11-27-59_tick-369566703_before-insert_n019.md
2026-08-18 13:15:25	How many dudes	General.md	20	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\13-15-25_tick-376012578_before-insert_n020.md
2026-08-18 13:17:11	How many dudes	General.md	21	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\13-17-11_tick-376118109_before-insert_n021.md
2026-08-18 13:24:46	How many dudes	General.md	22	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\13-24-46_tick-376573843_before-insert_n022.md
2026-08-18 13:26:26	How many dudes	General.md	23	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\How many dudes\General\2026-08-18\13-26-26_tick-376673421_before-insert_n023.md
2026-08-18 13:27:01	презентация	General.md	0	baseline	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-27-01_tick-376708828_baseline_n000.md
2026-08-18 13:27:47	презентация	General.md	0	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-27-46_tick-376753859_before-insert_n000.md
2026-08-18 13:27:57	презентация	General.md	1	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-27-57_tick-376764156_before-insert_n001.md
2026-08-18 13:28:03	презентация	General.md	2	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-28-03_tick-376770375_before-insert_n002.md
2026-08-18 13:28:10	презентация	General.md	3	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-28-10_tick-376777390_before-insert_n003.md
2026-08-18 13:28:18	презентация	General.md	4	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-28-18_tick-376784875_before-insert_n004.md
2026-08-18 13:28:45	презентация	General.md	5	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-28-45_tick-376811921_before-insert_n005.md
2026-08-18 13:29:35	презентация	General.md	6	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-29-35_tick-376862437_before-insert_n006.md
2026-08-18 13:30:01	презентация	General.md	7	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-30-01_tick-376887937_before-insert_n007.md
2026-08-18 13:30:24	презентация	General.md	8	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-30-24_tick-376910937_before-insert_n008.md
2026-08-18 13:30:57	презентация	General.md	9	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-30-57_tick-376944203_before-insert_n009.md
2026-08-18 13:33:49	презентация	General.md	10	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-33-49_tick-377116562_before-insert_n010.md
2026-08-18 13:35:00	презентация	General.md	11	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-35-00_tick-377187578_before-insert_n011.md
2026-08-18 13:38:16	презентация	General.md	12	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\General\2026-08-18\13-38-16_tick-377383062_before-insert_n012.md
2026-08-18 13:48:00	презентация	pawn spin.md	0	baseline	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-48-00_tick-377967343_baseline_n000.md
2026-08-18 13:48:35	презентация	pawn spin.md	0	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-48-35_tick-378001906_before-insert_n000.md
2026-08-18 13:48:47	презентация	pawn spin.md	1	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-48-47_tick-378014640_before-insert_n001.md
2026-08-18 13:49:00	презентация	pawn spin.md	2	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-49-00_tick-378027406_before-insert_n002.md
2026-08-18 13:49:16	презентация	pawn spin.md	3	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-49-16_tick-378043406_before-insert_n003.md
2026-08-18 13:49:26	презентация	pawn spin.md	4	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-49-26_tick-378053671_before-insert_n004.md
2026-08-18 13:49:40	презентация	pawn spin.md	5	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-49-40_tick-378067187_before-insert_n005.md
2026-08-18 13:49:47	презентация	pawn spin.md	6	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-49-47_tick-378074171_before-insert_n006.md
2026-08-18 13:49:58	презентация	pawn spin.md	7	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\13-49-58_tick-378085453_before-insert_n007.md
2026-08-18 14:29:01	презентация	pawn spin.md	8	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\14-29-01_tick-380428250_before-insert_n008.md
2026-08-18 15:10:54	презентация	pawn spin.md	9	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\15-10-54_tick-382941703_before-insert_n009.md
2026-08-18 18:24:05	презентация	pawn spin.md	10	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\презентация\pawn spin\2026-08-18\18-24-05_tick-394532453_before-insert_n010.md
2026-08-24 00:14:02	General Game	ыа.md	0	baseline	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\00-14-02-383_baseline_n000.md
2026-08-24 00:14:13	General Game	ыа.md	0	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\00-14-13-212_before-insert_n000.md
2026-08-24 00:29:24	General Game	ыа.md	1	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\00-29-24-321_before-insert_n001.md
2026-08-24 00:29:37	General Game	ыа.md	2	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\00-29-37-125_before-insert_n002.md
2026-08-24 00:29:45	General Game	ыа.md	3	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\00-29-45-074_before-insert_n003.md
2026-08-24 12:33:23	General Game	ыа.md	4	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\12-33-23-973_before-insert_n004.md
2026-08-24 12:36:34	General Game	ыа.md	5	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\12-36-34-114_before-insert_n005.md
2026-08-24 12:42:28	General Game	ыа.md	6	before-insert	C:\Users\alexa\obs\game anal notes\GameDesignCapture\_backups\General Game\.notes\ыа\2026-08-24\12-42-28-434_before-insert_n006.md
