text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,cross window communication,264.89888915672555,2482.3946738875743,R01,closed,01-transcript-R01-cross-window-and-iframe-fundamentals.md,06-full-combined-final-transcript.md
T-002,iframes popups,264.89888915672555,2581.680388173288,R01,closed,01-transcript-R01-cross-window-and-iframe-fundamentals.md,06-full-combined-final-transcript.md
T-003,check,1131.5654976946719,1977.6327981900297,R01,closed,01-transcript-R01-cross-window-and-iframe-fundamentals.md,06-full-combined-final-transcript.md
T-004,popups vs iframes,1965.4435823175686,2461.1985907585995,R02,closed,02-transcript-R02-popup-versus-iframe-and-security.md,06-full-combined-final-transcript.md
T-005,cor methods and props for,3495.91983092248,2363.5460021704303,R03,closed,03-transcript-R03-window-references-methods-and-postmessage.md,06-full-combined-final-transcript.md
T-006,cross window communications,3495.91983092248,2437.1174307418596,R03,closed,03-transcript-R03-window-references-methods-and-postmessage.md,06-full-combined-final-transcript.md
T-007,target,7267.683706087097,3609.971169107813,R05,closed,05-transcript-R05-browsing-context-targets.md,06-full-combined-final-transcript.md
T-008,default target,7395.739329459492,5370.469845987696,R05,closed,05-transcript-R05-browsing-context-targets.md,06-full-combined-final-transcript.md
T-009,window features,6576.273379722341,4208.3444472884285,R04,closed,04-transcript-R04-window-open-and-features.md,06-full-combined-final-transcript.md
T-010,popup,6576.273379722341,4283.3444472884285,R04,closed,04-transcript-R04-window-open-and-features.md,06-full-combined-final-transcript.md
T-011,!!!,10.0,4942.677491444172,R01,closed,01-transcript-R01-cross-window-and-iframe-fundamentals.md,06-full-combined-final-transcript.md
