source_id,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close,r05_decision,r05_decision_note
S-019,b5d1f82a635027b519b33d70f562b8a12cb33839,b5d1f82a63,5434.828,19146.142,756.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.","L-076: what if i pass with specified kind? | L-092: example of invalid/ambiguous time | L-093: policies | L-085: timezone, so we can store it | L-040: date math pitfalls",checked-not-r04-reserved-for-r05,yes-not-r04,Checked during R04; belongs to invalid/ambiguous local-time policy pass.,candidate-R05,yes-for-r05,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-020,8aca5e5aac02051927b5136d0e39f8a2ee4b20bd,8aca5e5aac,5418.752,19657.169,859.0,441.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-092: example of invalid/ambiguous time | L-093: policies | L-076: what if i pass with specified kind? | L-094: common invalid/ambiguous | L-095: time policies,checked-not-r04-reserved-for-r05,yes-not-r04,Checked during R04; belongs to invalid/ambiguous local-time policy pass.,candidate-R05,yes-for-r05,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-095,bb29cbe8a5a0a1498bc02bb1c1a9f2a2d0bbd501,bb29cbe8a5,7161.661,18948.008,886.0,408.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.","L-076: what if i pass with specified kind? | L-092: example of invalid/ambiguous time | L-093: policies | L-085: timezone, so we can store it | L-084: that we need to utc using users",checked-not-r04-reserved-for-r05,yes-not-r04,Checked during R04; belongs to invalid/ambiguous local-time policy pass.,candidate-R05,yes-for-r05,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-166,bc8ce65bcf2046068b6e3a272d14e57c3cb66b89,bc8ce65bcf,10626.355,19084.313,667.0,432.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-098: manual usage of isdaylightsavingtime | L-086: methods for working | L-096: invalid | L-087: with invalid/ambiguous time | L-094: common invalid/ambiguous,checked-not-r04-reserved-for-r05,yes-not-r04,Checked during R04; belongs to invalid/ambiguous local-time policy pass.,candidate-R05,yes-for-r05,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-167,0f77f47abdcb265f6665d9859e2772f1f3fa96a5,0f77f47abd,10607.078,19517.757,770.0,414.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-086: methods for working | L-087: with invalid/ambiguous time | L-096: invalid | L-094: common invalid/ambiguous | L-088: isinvalidtime,checked-not-r04-reserved-for-r05,yes-not-r04,Checked during R04; belongs to invalid/ambiguous local-time policy pass.,candidate-R05,yes-for-r05,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-174,2125974e07155e261535a612d2348aedfa7d0c3d,2125974e07,8861.468,21047.574,899.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-093: policies | L-092: example of invalid/ambiguous time | L-095: time policies | L-094: common invalid/ambiguous | L-096: invalid,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-175,7bb571f17336f76dbdbaf1e07762b2b89c923e67,7bb571f173,8727.822,21538.397,1135.0,434.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-093: policies | L-092: example of invalid/ambiguous time | L-095: time policies | L-096: invalid | L-094: common invalid/ambiguous,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-176,ca77ab8b324c4db4fb476efb240842c6028f8956,ca77ab8b32,11323.6,21352.175,827.0,306.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-088: isinvalidtime | L-089: isinvalidtime | L-087: with invalid/ambiguous time | L-086: methods for working | L-090: getambiguoustimeoffsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-177,2b0ef099d025aff16f748ce81a5049ff3fe3a1b4,2b0ef099d0,11319.378,21826.508,839.0,304.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-089: isinvalidtime | L-090: getambiguoustimeoffsets | L-091: and configure based on policy | L-088: isinvalidtime | L-087: with invalid/ambiguous time,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-178,42548a5037efec5ca1aad455bdc68ca1c55c8813,42548a5037,11391.545,22438.442,1101.0,219.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime | L-087: with invalid/ambiguous time,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-179,abfaf9b562c62fb4114bb7865aa2a68a7f3b070b,abfaf9b562,11377.282,22685.064,1105.0,422.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime | L-102: type of offsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-180,eb8580549cbf7c78a985949d97434562d640740f,eb8580549c,11381.56,23077.564,928.0,453.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-097: ambiguous | L-102: type of offsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-181,059e839271f10c712b3f791873e568da5f7640c7,059e839271,11337.894,23686.23,1146.0,409.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-097: ambiguous | L-089: isinvalidtime | L-102: type of offsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-182,558bcd6a709e34cf2b98010f8354dc4a23dd32c5,558bcd6a70,11353.727,24101.564,1117.0,341.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-102: type of offsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-183,4cf0181d2062106db4e5c6bd3a206c9aa49ba124,4cf0181d20,11348.894,24496.23,1076.0,237.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-102: type of offsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-184,3285e3e8195d533fc1667d96c9fb3f710e7f29d3,3285e3e819,11335.815,24729.574,1075.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-102: type of offsets,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-185,3b040939e76edacf9eb41268e657724287f9adef,3b040939e7,10168.526,20934.211,626.0,399.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-096: invalid | L-087: with invalid/ambiguous time | L-086: methods for working | L-088: isinvalidtime | L-095: time policies,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-186,e5b04a597a8dfaaa51d9462ce660409a22aacc6c,e5b04a597a,10165.747,21380.492,633.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-096: invalid | L-089: isinvalidtime | L-088: isinvalidtime | L-090: getambiguoustimeoffsets | L-087: with invalid/ambiguous time,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-187,bb755ebf5ba40c6f0b17b8ca030de346e7573762,bb755ebf5b,10181.526,21872.092,430.0,228.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-091: and configure based on policy | L-096: invalid | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-188,57628706f51ada5df374a684e1afca8e1bfdff2d,57628706f5,10175.248,22102.259,727.0,281.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-090: getambiguoustimeoffsets | L-091: and configure based on policy | L-089: isinvalidtime | L-097: ambiguous | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-189,daf3d240b689343180eae2f0e43d620a133d0a82,daf3d240b6,10162.915,22393.815,765.0,369.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-097: ambiguous | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-190,3fcd6045b8bb0134b35551aeb3f24c56f8539cb1,3fcd6045b8,10149.692,22780.481,847.0,429.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-191,f9496960331fe8d9737967fac3d552708d861103,f949696033,10162.581,23436.703,559.0,301.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-192,2a3012752b4d67adf017e7662925b99b45a0c6c2,2a3012752b,10065.212,23768.269,1045.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-193,f8c590b4457bd5ce5ed08cf949d11b4d51e3d8c7,f8c590b445,10057.544,24129.981,815.0,290.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-194,9e9ab0272289f2c01d821c95913b0e73fc9a7d38,9e9ab02722,10056.766,24440.574,461.0,134.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
S-195,783aac5d20f2fba565d888c412b8e249475c901e,783aac5d20,10048.433,24582.5,1091.0,422.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,R05-invalid-ambiguous-time-policies,yes,included-in-r05-v001,R05-owned after invalid/ambiguous local-time boundary review.
