text_id,text,x,y,region_id,status
T-0001,HTTPCLIENT CONTENT TYPES CHEAT SHEET,816.1491456538024,2427.8839250167157,R01,pending_transcript
T-0002,────────────────────────────────────────────────────────────,816.1491456538024,2477.8839250167157,R01,pending_transcript
T-0003,1) JsonContent,816.1491456538024,2502.8839250167157,R01,pending_transcript
T-0004,────────────────────────────────────────────────────────────,816.1491456538024,2527.8839250167157,R01,pending_transcript
T-0005,Use when:,816.1491456538024,2552.8839250167157,R01,pending_transcript
T-0006,- You have a .NET object (DTO) and want to send JSON,816.1491456538024,2577.8839250167157,R01,pending_transcript
T-0007,Client:,816.1491456538024,2627.8839250167157,R01,pending_transcript
T-0008,- JsonContent.Create(dto),816.1491456538024,2652.8839250167157,R01,pending_transcript
T-0009,Content-Type sent:,816.1491456538024,2702.8839250167157,R01,pending_transcript
T-0010,- application/json,816.1491456538024,2727.8839250167157,R01,pending_transcript
T-0011,Server (ASP.NET Core):,816.1491456538024,2777.8839250167157,R01,pending_transcript
T-0012,- [FromBody] MyDto dto,816.1491456538024,2802.8839250167157,R01,pending_transcript
T-0013,Why use it:,816.1491456538024,2852.8839250167157,R01,pending_transcript
T-0014,- Cleanest for JSON APIs,816.1491456538024,2877.8839250167157,R01,pending_transcript
T-0015,- No manual JSON serialization,816.1491456538024,2902.8839250167157,R01,pending_transcript
T-0016,- Supports JsonSerializerOptions,816.1491456538024,2927.8839250167157,R01,pending_transcript
T-0017,Good default for:,816.1491456538024,2977.8839250167157,R01,pending_transcript
T-0018,- Most POST/PUT/PATCH JSON requests,816.1491456538024,3002.8839250167157,R01,pending_transcript
T-0019,────────────────────────────────────────────────────────────,816.1491456538024,3077.8839250167157,R01,pending_transcript
T-0020,2) StringContent,816.1491456538024,3102.8839250167157,R01,pending_transcript
T-0021,────────────────────────────────────────────────────────────,816.1491456538024,3127.8839250167157,R01,pending_transcript
T-0022,Use when:,816.1491456538024,3152.8839250167157,R01,pending_transcript
T-0023,- You already have a string payload,816.1491456538024,3177.8839250167157,R01,pending_transcript
T-0024,"(JSON string, XML string, plain text)",816.1491456538024,3202.8839250167157,R01,pending_transcript
T-0025,Client:,816.1491456538024,3252.8839250167157,R01,pending_transcript
T-0026,"- new StringContent(payload, Encoding.UTF8, ""application/json"")",816.1491456538024,3277.8839250167157,R01,pending_transcript
T-0027,"- or ""application/xml""",816.1491456538024,3302.8839250167157,R01,pending_transcript
T-0028,"- or ""text/plain""",816.1491456538024,3327.8839250167157,R01,pending_transcript
T-0029,Content-Type sent:,816.1491456538024,3377.8839250167157,R01,pending_transcript
T-0030,- Whatever you set (important!),816.1491456538024,3402.8839250167157,R01,pending_transcript
T-0031,"- If not set, default is text/plain (usually not what you want for JSON)",816.1491456538024,3427.8839250167157,R01,pending_transcript
T-0032,Server (ASP.NET Core):,816.1491456538024,3477.8839250167157,R01,pending_transcript
T-0033,- JSON string + application/json  -> [FromBody] MyDto,816.1491456538024,3502.8839250167157,R01,pending_transcript
T-0034,- plain text                      -> read raw body or bind as string,816.1491456538024,3527.8839250167157,R01,pending_transcript
T-0035,Why use it:,816.1491456538024,3577.8839250167157,R01,pending_transcript
T-0036,- You already have the exact text payload,816.1491456538024,3602.8839250167157,R01,pending_transcript
T-0037,- Simple and explicit,816.1491456538024,3627.8839250167157,R01,pending_transcript
T-0038,Best for:,816.1491456538024,3677.8839250167157,R01,pending_transcript
T-0039,- Small/medium prebuilt strings,816.1491456538024,3702.8839250167157,R01,pending_transcript
T-0040,────────────────────────────────────────────────────────────,816.1491456538024,3777.8839250167157,R01,pending_transcript
T-0041,3) ByteArrayContent,816.1491456538024,3802.8839250167157,R01,pending_transcript
T-0042,────────────────────────────────────────────────────────────,816.1491456538024,3827.8839250167157,R01,pending_transcript
T-0043,Use when:,816.1491456538024,3852.8839250167157,R01,pending_transcript
T-0044,- You already have byte[] in memory,816.1491456538024,3877.8839250167157,R01,pending_transcript
T-0045,Client:,816.1491456538024,3927.8839250167157,R01,pending_transcript
T-0046,- new ByteArrayContent(bytes),816.1491456538024,3952.8839250167157,R01,pending_transcript
T-0047,Content-Type sent:,816.1491456538024,4002.8839250167157,R01,pending_transcript
T-0048,- Set it manually (important),816.1491456538024,4027.8839250167157,R01,pending_transcript
T-0049,e.g. application/pdf,816.1491456538024,4052.8839250167157,R01,pending_transcript
T-0050,e.g. application/octet-stream,816.1491456538024,4077.8839250167157,R01,pending_transcript
T-0051,e.g. image/png,816.1491456538024,4102.883925016716,R01,pending_transcript
T-0052,Server (ASP.NET Core):,816.1491456538024,4152.883925016716,R01,pending_transcript
T-0053,- Read Request.Body as raw bytes/stream,816.1491456538024,4177.883925016716,R01,pending_transcript
T-0054,Why use it:,816.1491456538024,4227.883925016716,R01,pending_transcript
T-0055,- You already loaded bytes into memory,816.1491456538024,4252.883925016716,R01,pending_transcript
T-0056,Best for:,816.1491456538024,4302.883925016716,R01,pending_transcript
T-0057,- In-memory binary payloads,816.1491456538024,4327.883925016716,R01,pending_transcript
T-0058,- Small/medium files already in byte[],816.1491456538024,4352.883925016716,R01,pending_transcript
T-0059,────────────────────────────────────────────────────────────,816.1491456538024,4427.883925016716,R01,pending_transcript
T-0060,4) StreamContent,816.1491456538024,4452.883925016716,R01,pending_transcript
T-0061,────────────────────────────────────────────────────────────,816.1491456538024,4477.883925016716,R01,pending_transcript
T-0062,Use when:,816.1491456538024,4502.883925016716,R01,pending_transcript
T-0063,"- You have a Stream (FileStream, MemoryStream, etc.)",816.1491456538024,4527.883925016716,R01,pending_transcript
T-0064,Client:,816.1491456538024,4577.883925016716,R01,pending_transcript
T-0065,- new StreamContent(stream),816.1491456538024,4602.883925016716,R01,pending_transcript
T-0066,Content-Type sent:,816.1491456538024,4652.883925016716,R01,pending_transcript
T-0067,- Set it manually (important),816.1491456538024,4677.883925016716,R01,pending_transcript
T-0068,e.g. video/mp4,816.1491456538024,4702.883925016716,R01,pending_transcript
T-0069,e.g. application/pdf,816.1491456538024,4727.883925016716,R01,pending_transcript
T-0070,e.g. application/json,816.1491456538024,4752.883925016716,R01,pending_transcript
T-0071,Server (ASP.NET Core):,816.1491456538024,4802.883925016716,R01,pending_transcript
