region_id,title,markup_policy,text_element_count,image_use_count,unique_image_count,duplicate_placement_count,canvas_min_x,canvas_max_x,canvas_min_y,canvas_max_y,status,remaining_text_elements,remaining_image_uses,transcript_file,reading_confidence
R01,HttpClient content types and ASP.NET Core binding quick map,manual_visible_canvas_blocks_v001,175,20,19,1,1832.2109592788056,4253.325686366172,2530.124581636431,8235.43082081419,closed,0,0,01-R01-httpcontent-binding.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R02,"JSON request content, Content-Length, chunked transfer and compression",manual_visible_canvas_blocks_v001,19,24,24,0,5058.067544423235,10080.966738823363,2633.1326408734712,8468.794048382442,closed,0,0,02-R02-json-length-chunking.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R03,"Response reading, file download, deserialization and disposal",manual_visible_canvas_blocks_v001,10,11,10,2,772.052454398683,3183.099663903865,9619.778770142093,13983.56846795799,closed,0,0,03-R03-response-consumption.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R04,"ResponseHeadersRead, buffering, retry pipelines and decompression",manual_visible_canvas_blocks_v001,29,43,43,0,5685.298641962918,17542.79940846199,2946.586785580974,17618.153344554583,closed,0,0,04-R04-buffering-retries.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R05,Additional request media types and Base64 payloads,manual_visible_canvas_blocks_v001,4,11,11,0,23236.61142045371,25019.637592290226,2949.528411953169,7672.960179783155,closed,0,0,05-R05-base64-multipart.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R06,"ASP.NET Core response writing, raw downloads, plain text, NDJSON and SSE",manual_visible_canvas_blocks_v001,23,15,14,15,15155.29015873533,18822.123451378557,10595.605198834175,16599.57773317442,closed,0,0,06-R06-server-response-writing.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R07,"ASP.NET Core request-body reading, model binding and PipeReader entry points",manual_visible_canvas_blocks_v001,16,22,22,1,19827.130117318295,24906.7418595696,11193.058608742318,16896.820178934213,closed,0,0,07-R07-server-request-body.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R08,"StreamReader concepts, encodings, constructors and read APIs",manual_visible_canvas_blocks_v001,29,39,39,0,27094.49637390136,32504.45609758583,3096.2811020184545,17469.2005964324,closed,0,0,08-R08-streamreader.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R09,"StreamWriter concepts, buffering, flush, disposal and BaseStream",manual_visible_canvas_blocks_v001,21,29,29,0,4941.273025122564,8393.390284578874,19002.367642207955,25521.002019757678,closed,0,0,09-R09-streamwriter.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R10,"PipeWriter buffers, Advance, Flush, examples and tradeoffs",manual_visible_canvas_blocks_v001,47,67,66,1,10226.598623505233,17745.338251359542,17328.938023541206,30268.22019765213,closed,0,0,10-R10-pipewriter.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R11,"PipeReader fundamentals, ReadResult, ReadOnlySequence and AdvanceTo",manual_visible_canvas_blocks_v001,24,38,38,0,18149.61716170848,25459.415741355508,17490.043568309095,23480.400322722864,closed,0,0,11-R11-pipereader-core.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R12,"Advanced PipeReader parsing, delimiters, slicing and copy avoidance",manual_visible_canvas_blocks_v001,19,46,46,0,18190.407977053615,24690.58495315887,23385.68642545195,30278.134393861732,closed,0,0,12-R12-pipereader-parsing.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
R13,SequenceReader cursor API and segmented protocol parsing,manual_visible_canvas_blocks_v001,59,61,60,1,25572.17069890303,33723.46544586954,17512.906500936155,26649.66164110155,closed,0,0,13-R13-sequencereader.md,high; detailed semantic transcript created from regional contact sheets and SVG labels
