text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,how to know length of multi dim arrays (Length wont work),10.0,406.17320383998896,R01,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
T-002,add jagged and multidim array sheet,1289.426809453043,570.4624015825153,R01,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
T-003,ienumerable vs,3158.0053117001307,97.7266715550872,R02,closed,02-transcript-R02-ienumerable-versus-ienumerablet.md,05-full-combined-final-transcript.md
T-004,ienumerable<T>,3158.0053117001307,222.19697739374664,R02,closed,02-transcript-R02-ienumerable-versus-ienumerablet.md,05-full-combined-final-transcript.md
T-005,cast,3158.0053117001307,346.66728323240613,R02,closed,02-transcript-R02-ienumerable-versus-ienumerablet.md,05-full-combined-final-transcript.md
T-006,boxing unboxing,4606.332118365792,146.89883580080908,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-007,no boxing because,4380.3470373983355,2452.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-008,boxing happens in,4380.3470373983355,2477.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-009,enumeration,4380.3470373983355,2502.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-010,(so when we cast,4380.3470373983355,2577.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-011,we need to enumerate,4380.3470373983355,2602.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-012,everything and we box to,4380.3470373983355,2627.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-013,object and then those,4380.3470373983355,2652.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-014,object again to,4380.3470373983355,2677.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
T-015,its type),4380.3470373983355,2702.7302631616244,R04,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
