use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status,transcript_file,authoritative_transcript
IU-001,image-6a1715467e1091a91d07e350d00ebe726c2c5f33,1332d436a16b.png,1332d436a16b,R01,1094.3761053426824,620.1042139159122,793.0,482.0,1.0,,T-002|T-001|T-005,add jagged and multidim array sheet|how to know length of multi dim arrays (Length wont work)|cast,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-002,image-00437815b892cb2b7fd4159e6f52797796bbad27,faf763a7c220.png,faf763a7c220,R01,1001.7177433325137,1126.9508674454878,944.0,421.0,1.0,,T-002|T-001|T-005,add jagged and multidim array sheet|how to know length of multi dim arrays (Length wont work)|cast,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-003,image-6a84a6c5bd013f0d7c5603a60030b00acfb80255,b6c72ec3d4bb.png,b6c72ec3d4bb,R01,1143.5034169193432,3593.8291782674723,570.0,482.0,1.0,,T-015|T-014|T-013,its type)|object again to|object and then those,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-004,image-d512ab50564dc76f04192b3b7e5e0380668de3d0,0bb483c290eb.png,0bb483c290eb,R01,1177.4107648920271,1590.4954380330973,596.0,482.0,1.0,,T-002|T-001|T-005,add jagged and multidim array sheet|how to know length of multi dim arrays (Length wont work)|cast,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-005,image-de8f04e70141f6eb10b57eb81b4e84553a655498,9827376bd63a.png,9827376bd63a,R01,1194.8393877112467,2207.6516880330973,554.0,338.0,1.0,,T-002|T-001|T-005,add jagged and multidim array sheet|how to know length of multi dim arrays (Length wont work)|cast,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-006,image-016100574a7f0f9b0603cb5dbb6e5c13d7fcc5cd,15fba03cd47d.png,15fba03cd47d,R01,1054.1728227698404,2620.485046797746,632.0,439.0,1.0,,T-002|T-001|T-015,add jagged and multidim array sheet|how to know length of multi dim arrays (Length wont work)|its type),closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-007,image-cf95a9e0dade5d2970499e7f360b18c7a5532e20,8624ae92ee5f.png,8624ae92ee5f,R01,1119.3395402991373,3081.485046797746,595.0,397.0,1.0,,T-002|T-015|T-014,add jagged and multidim array sheet|its type)|object again to,closed,01-transcript-R01-jagged-and-multidimensional-arrays.md,05-full-combined-final-transcript.md
IU-008,image-8dd70b22545150e2b52afb515c07f036a022a446,f02c45d673af.png,f02c45d673af,R02,3100.57921482343,400.78173107728026,839.0,482.0,1.0,,T-005|T-004|T-003,cast|ienumerable<T>|ienumerable vs,closed,02-transcript-R02-ienumerable-versus-ienumerablet.md,05-full-combined-final-transcript.md
IU-009,image-ba7a7ac6445f0be32f238b2ac73e22e150864d78,91a889114ea5.png,91a889114ea5,R03,2979.1953934171843,954.8427684133567,1206.0,478.0,1.0,,T-005|T-004|T-003,cast|ienumerable<T>|ienumerable vs,closed,03-transcript-R03-castt-oftypet-enumeration-and-performance.md,05-full-combined-final-transcript.md
IU-010,image-124c0a2234e507979ab0ddc298c346bd394cdb60,a3e8b19134b1.png,a3e8b19134b1,R03,2924.3619583585905,1487.1760508840598,1149.0,420.0,1.0,,T-007|T-008|T-009,no boxing because|boxing happens in|enumeration,closed,03-transcript-R03-castt-oftypet-enumeration-and-performance.md,05-full-combined-final-transcript.md
IU-011,image-0c5434d1803e1995f4f9a17af6d133fe289e522a,f4ab648c30a4.png,f4ab648c30a4,R04,4730.143014813199,307.2541465583063,1056.0,467.0,1.0,,T-006|T-007|T-005,boxing unboxing|no boxing because|cast,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
IU-012,image-3a7b04fca87ea57dcb64ea513d1284f865ba56c3,af1b376e7241.png,af1b376e7241,R04,4710.127144087246,857.7123160743367,1096.0,384.0,1.0,,T-006|T-007|T-008,boxing unboxing|no boxing because|boxing happens in,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
IU-013,image-fda3c225f4e9eb86c770c08e4fc46c2a9ba73762,fad75089c052.png,fad75089c052,R04,4714.705620064254,1300.6772597000463,881.0,482.0,1.0,,T-007|T-008|T-009,no boxing because|boxing happens in|enumeration,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
IU-014,image-49d5271cc2f505a8ca96c845a186492de753070e,7b4a3af3bac3.png,7b4a3af3bac3,R04,4679.526913786551,1822.352183150012,1054.0,463.0,1.0,,T-007|T-008|T-009,no boxing because|boxing happens in|enumeration,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
IU-015,image-a1d63ffeb22459820382ce25a6395811800c999a,8ffd9003662e.png,8ffd9003662e,R04,4681.349295244394,2408.2670097188484,887.0,463.0,1.0,,T-012|T-013|T-011,everything and we box to|object and then those|we need to enumerate,closed,04-transcript-R04-boxing-unboxing-and-generic-enumeration.md,05-full-combined-final-transcript.md
