label_id,block_id,region_id,status,text,x,y,translate_x,translate_y,local_x,local_y,font_size,fill
T001,B001,R03,pending_transcript,some problems with implementation,5430.325112286973,5302.582826438578,5430.325112286973,5284.962826438578,0.0,17.619999999999997,20px,#d3d3d3
T002,B002,R03,pending_transcript,"about leaveopen false and ownershitp, disposal responsibility(!!!!!!!!!!!!)",4476.2508896617255,7895.117885691126,4476.2508896617255,7767.079290720422,0.0,128.03859497070303,145.3332519531249px,#d3d3d3
T003,B003,R04,pending_transcript,using System.IO;,3007.7981507468594,12245.82662601465,3007.7981507468594,12228.20662601465,0.0,17.619999999999997,20px,#d3d3d3
T004,B003,R04,pending_transcript,,3007.7981507468594,12270.82662601465,3007.7981507468594,12228.20662601465,0.0,42.62,20px,#d3d3d3
T005,B003,R04,pending_transcript,public interface IRequestBodyDecompressor,3007.7981507468594,12295.82662601465,3007.7981507468594,12228.20662601465,0.0,67.62,20px,#d3d3d3
T006,B003,R04,pending_transcript,{,3007.7981507468594,12320.82662601465,3007.7981507468594,12228.20662601465,0.0,92.62,20px,#d3d3d3
T007,B003,R04,pending_transcript,    string EncodingName { get; },3007.7981507468594,12345.82662601465,3007.7981507468594,12228.20662601465,0.0,117.62,20px,#d3d3d3
T008,B003,R04,pending_transcript,,3007.7981507468594,12370.82662601465,3007.7981507468594,12228.20662601465,0.0,142.62,20px,#d3d3d3
T009,B003,R04,pending_transcript,    Stream WrapDecompressionStream(Stream input);,3007.7981507468594,12395.82662601465,3007.7981507468594,12228.20662601465,0.0,167.62,20px,#d3d3d3
T010,B003,R04,pending_transcript,},3007.7981507468594,12420.82662601465,3007.7981507468594,12228.20662601465,0.0,192.62,20px,#d3d3d3
T011,B004,R04,pending_transcript,using System.IO;,3034.4648174135264,12554.715480995119,3034.4648174135264,12537.095480995118,0.0,17.619999999999997,20px,#d3d3d3
T012,B004,R04,pending_transcript,using System.IO.Compression;,3034.4648174135264,12579.715480995119,3034.4648174135264,12537.095480995118,0.0,42.62,20px,#d3d3d3
T013,B004,R04,pending_transcript,,3034.4648174135264,12604.715480995119,3034.4648174135264,12537.095480995118,0.0,67.62,20px,#d3d3d3
T014,B004,R04,pending_transcript,public sealed class GzipRequestBodyDecompressor,3034.4648174135264,12629.715480995119,3034.4648174135264,12537.095480995118,0.0,92.62,20px,#d3d3d3
T015,B004,R04,pending_transcript,    : IRequestBodyDecompressor,3034.4648174135264,12654.715480995119,3034.4648174135264,12537.095480995118,0.0,117.62,20px,#d3d3d3
T016,B004,R04,pending_transcript,{,3034.4648174135264,12679.715480995119,3034.4648174135264,12537.095480995118,0.0,142.62,20px,#d3d3d3
T017,B004,R04,pending_transcript,"    public string EncodingName => ""gzip"";",3034.4648174135264,12704.715480995119,3034.4648174135264,12537.095480995118,0.0,167.62,20px,#d3d3d3
T018,B004,R04,pending_transcript,,3034.4648174135264,12729.715480995119,3034.4648174135264,12537.095480995118,0.0,192.62,20px,#d3d3d3
T019,B004,R04,pending_transcript,    public Stream WrapDecompressionStream(Stream input),3034.4648174135264,12754.715480995119,3034.4648174135264,12537.095480995118,0.0,217.62,20px,#d3d3d3
T020,B004,R04,pending_transcript,    {,3034.4648174135264,12779.715480995119,3034.4648174135264,12537.095480995118,0.0,242.62,20px,#d3d3d3
T021,B004,R04,pending_transcript,        return new GZipStream(,3034.4648174135264,12804.715480995119,3034.4648174135264,12537.095480995118,0.0,267.62,20px,#d3d3d3
T022,B004,R04,pending_transcript,"            input,",3034.4648174135264,12829.715480995119,3034.4648174135264,12537.095480995118,0.0,292.62,20px,#d3d3d3
T023,B004,R04,pending_transcript,"            CompressionMode.Decompress,",3034.4648174135264,12854.715480995119,3034.4648174135264,12537.095480995118,0.0,317.62,20px,#d3d3d3
T024,B004,R04,pending_transcript,            leaveOpen: true);,3034.4648174135264,12879.715480995119,3034.4648174135264,12537.095480995118,0.0,342.62,20px,#d3d3d3
T025,B004,R04,pending_transcript,    },3034.4648174135264,12904.715480995119,3034.4648174135264,12537.095480995118,0.0,367.62,20px,#d3d3d3
T026,B004,R04,pending_transcript,},3034.4648174135264,12929.715480995119,3034.4648174135264,12537.095480995118,0.0,392.62,20px,#d3d3d3
T027,B004,R04,pending_transcript,,3034.4648174135264,12954.715480995119,3034.4648174135264,12537.095480995118,0.0,417.62,20px,#d3d3d3
T028,B004,R04,pending_transcript,public sealed class BrotliRequestBodyDecompressor,3034.4648174135264,12979.715480995119,3034.4648174135264,12537.095480995118,0.0,442.62,20px,#d3d3d3
T029,B004,R04,pending_transcript,    : IRequestBodyDecompressor,3034.4648174135264,13004.715480995119,3034.4648174135264,12537.095480995118,0.0,467.62,20px,#d3d3d3
T030,B004,R04,pending_transcript,{,3034.4648174135264,13029.715480995119,3034.4648174135264,12537.095480995118,0.0,492.62,20px,#d3d3d3
T031,B004,R04,pending_transcript,"    public string EncodingName => ""br"";",3034.4648174135264,13054.715480995119,3034.4648174135264,12537.095480995118,0.0,517.62,20px,#d3d3d3
T032,B004,R04,pending_transcript,,3034.4648174135264,13079.715480995119,3034.4648174135264,12537.095480995118,0.0,542.62,20px,#d3d3d3
T033,B004,R04,pending_transcript,    public Stream WrapDecompressionStream(Stream input),3034.4648174135264,13104.715480995119,3034.4648174135264,12537.095480995118,0.0,567.62,20px,#d3d3d3
T034,B004,R04,pending_transcript,    {,3034.4648174135264,13129.715480995119,3034.4648174135264,12537.095480995118,0.0,592.62,20px,#d3d3d3
T035,B004,R04,pending_transcript,        return new BrotliStream(,3034.4648174135264,13154.715480995119,3034.4648174135264,12537.095480995118,0.0,617.62,20px,#d3d3d3
T036,B004,R04,pending_transcript,"            input,",3034.4648174135264,13179.715480995119,3034.4648174135264,12537.095480995118,0.0,642.62,20px,#d3d3d3
T037,B004,R04,pending_transcript,"            CompressionMode.Decompress,",3034.4648174135264,13204.715480995119,3034.4648174135264,12537.095480995118,0.0,667.62,20px,#d3d3d3
T038,B004,R04,pending_transcript,            leaveOpen: true);,3034.4648174135264,13229.715480995119,3034.4648174135264,12537.095480995118,0.0,692.62,20px,#d3d3d3
T039,B004,R04,pending_transcript,    },3034.4648174135264,13254.715480995119,3034.4648174135264,12537.095480995118,0.0,717.62,20px,#d3d3d3
T040,B004,R04,pending_transcript,},3034.4648174135264,13279.715480995119,3034.4648174135264,12537.095480995118,0.0,742.62,20px,#d3d3d3
T041,B004,R04,pending_transcript,,3034.4648174135264,13304.715480995119,3034.4648174135264,12537.095480995118,0.0,767.62,20px,#d3d3d3
T042,B004,R04,pending_transcript,public sealed class DeflateRequestBodyDecompressor,3034.4648174135264,13329.715480995119,3034.4648174135264,12537.095480995118,0.0,792.62,20px,#d3d3d3
T043,B004,R04,pending_transcript,    : IRequestBodyDecompressor,3034.4648174135264,13354.715480995119,3034.4648174135264,12537.095480995118,0.0,817.62,20px,#d3d3d3
T044,B004,R04,pending_transcript,{,3034.4648174135264,13379.715480995119,3034.4648174135264,12537.095480995118,0.0,842.62,20px,#d3d3d3
T045,B004,R04,pending_transcript,"    public string EncodingName => ""deflate"";",3034.4648174135264,13404.715480995119,3034.4648174135264,12537.095480995118,0.0,867.62,20px,#d3d3d3
T046,B004,R04,pending_transcript,,3034.4648174135264,13429.715480995119,3034.4648174135264,12537.095480995118,0.0,892.62,20px,#d3d3d3
T047,B004,R04,pending_transcript,    public Stream WrapDecompressionStream(Stream input),3034.4648174135264,13454.715480995119,3034.4648174135264,12537.095480995118,0.0,917.62,20px,#d3d3d3
