label_id,region,semantic_review_status,x,y,text
T-001,R01,processed,689.7820161876525,10.0,"boundaries, of"
T-002,R01,processed,689.7820161876525,10.0,enum items
T-003,R03,processed,6030.191907248023,143.6763110714071,generator.return
T-004,R03,processed,6030.191907248023,143.6763110714071,finally
T-005,R02,processed,2781.4986288247183,228.68109613043953,yield in js
T-006,R01,processed,10.0,491.60637823091884,get immediately
T-007,R02,processed,1916.1538461538457,513.1448397693871,stop at yield for current item
T-008,R03,processed,6826.308596555602,744.4207776221915,generatorfunc.return
T-009,R03,processed,6826.308596555602,744.4207776221915,finally runs always
T-010,R02,processed,2714.8319621580513,1862.0144803264025,yield vs return
T-011,R03,processed,5534.387847051812,2352.5769159650936,findally can yield after return
T-012,R02,processed,1915.6572737279912,3067.1255134481453,enumerable/ function*
T-013,R02,processed,3410.7685611628876,3126.6811978556975,asyncenumerable/async function*
T-014,R04,processed,5361.328936541847,3994.6472723199563,!!!
T-015,R04,processed,8384.959712515893,4209.432923600654,pass marker and enumerate
T-016,R04,processed,8384.959712515893,4209.432923600654,finally yields until its done
T-017,R04,processed,6743.127855735175,4216.97529123504,"pass return value, so we can understand"
T-018,R04,processed,6743.127855735175,4216.97529123504,that finally ended and ther will be no yields from it
T-019,R04,processed,5371.8050979536765,4397.980576588927,!!!
