image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,SQL Server OFFSET/FETCH syntax and deterministic ordering,processed,76236ee85a27,image-3bf19f6c2105d49b0464d921825546160e2e07f4,283.9698992724361,10.0,650.0,359.0,1074,593,source/images/76236ee85a27.png
S-002,R01,SQL Server OFFSET/FETCH syntax and deterministic ordering,processed,ba044dc22b7c,image-61275801109b39d8f37ef6f0dd1f3321809a9d1e,273.6492884506415,513.0610734589172,679.0,359.0,766,405,source/images/ba044dc22b7c.png
S-003,R01,SQL Server OFFSET/FETCH syntax and deterministic ordering,processed,df3f243fcf4b,image-2a518d3d3e97a62590afa67a7256dcd217f7322b,283.72255878839496,996.7346424959142,662.0,359.0,809,439,source/images/df3f243fcf4b.png
S-004,R01,SQL Server OFFSET/FETCH syntax and deterministic ordering,processed,c75ccd97266e,image-38fc7561ce0a0543766988da692bc3b7d5d2ddde,139.57489013671875,1464.851952377623,1037.0,333.0,1037,333,source/images/c75ccd97266e.png
S-005,R02,"TOP, PERCENT and WITH TIES",processed,9f64952f0d0c,image-641cdff77cbcbffa140a939b9c70a4f99e37341a,232.45209339100802,1974.9660273960653,655.0,359.0,679,372,source/images/9f64952f0d0c.png
S-006,R02,"TOP, PERCENT and WITH TIES",processed,fd737fbd8357,image-828c65794139a49e28f228e15ae2ab93dc7131f6,254.8809814453125,2450.9200377172274,537.0,301.0,537,301,source/images/fd737fbd8357.png
S-007,R02,"TOP, PERCENT and WITH TIES",processed,163edea1f180,image-a6234b4912ca25087d3a66b45090be72a90fab9e,137.36404418945312,2868.4982088050056,987.0,357.0,987,357,source/images/163edea1f180.png
S-008,R03,LIMIT dialect equivalence and distinct-value examples,processed,5c80f23dfe9c,image-e25e43a27b66d62b51fab664536d449d81c07d46,79.59643310003139,3338.571504865369,901.0,359.0,1127,449,source/images/5c80f23dfe9c.png
S-009,R03,LIMIT dialect equivalence and distinct-value examples,processed,99c84afd7f8c,image-5852754f584735b6ecc1d7beb287cf2999df3fef,10.0,3953.226236460152,1122.0,227.0,1122,227,source/images/99c84afd7f8c.png
S-010,R04,"deep-offset performance, indexes and keyset pagination",processed,67a7334c6a2f,image-3823f61413afb23639b1461935a42e2929fca81d,141.00964851958634,4246.05456760951,738.0,359.0,947,461,source/images/67a7334c6a2f.png
