text_id,text,x,y,region_id,status
T-001,what are caveats with nulls,138.58905846962762,912.0952381967068,R02,pending_transcript
T-002,EXISTS,10.0,431.19833163605193,R02,pending_transcript
T-003,"SELECT ID,NAME",162.4865068851343,643.5730840656782,R02,pending_transcript
T-004,FROM TAB1 AS T,162.4865068851343,668.5730840656782,R02,pending_transcript
T-005,WHERE EXISTS (,162.4865068851343,693.5730840656782,R02,pending_transcript
T-006,SELECT 1,162.4865068851343,718.5730840656782,R02,pending_transcript
T-007,FROM TAB2 AS T1,162.4865068851343,743.5730840656782,R02,pending_transcript
T-008,WHERE T.NAME = T1.NAME),162.4865068851343,768.5730840656782,R02,pending_transcript
T-009,ANY,1624.4865708354268,540.1864636151547,R03,pending_transcript
T-010,SOME = ANY,1615.9365398822024,1007.3686351029248,R03,pending_transcript
T-011,in,1501.1110927180027,118.90837071010041,R01,pending_transcript
