source_id,sha256,sha256_12,placements,image_file,transcript_file,status
S-001,c469f841150e0e2e1103ed0850e6a632225d323634e68c20dde17cc289ddffa7,c469f841150e,1,source/images-near-literal-v001/S-001__c469f841150e.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-002,97f07900e02696cd424099326c041da56cc4f8cb4ad0b2e1d7b5f08efefe7310,97f07900e026,1,source/images-near-literal-v001/S-002__97f07900e026.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-003,311f2e32ebf01e62c849d7ffd7fcd7fe3f21c85638f74af0cdf32fd258296191,311f2e32ebf0,1,source/images-near-literal-v001/S-003__311f2e32ebf0.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-004,ff11f4e24eaa71cfc173b4495dce0b28f675c2c2a8b53a3ab6c62818d07f1e71,ff11f4e24eaa,1,source/images-near-literal-v001/S-004__ff11f4e24eaa.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-005,6ff390f124e8d90a77d46d565240644590c41f5778ac244df4bab0a5418b85c7,6ff390f124e8,1,source/images-near-literal-v001/S-005__6ff390f124e8.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-006,9346a03ae05dd6bc6599bd208c4b38b99168950a7579c23e81feff36b607342f,9346a03ae05d,1,source/images-near-literal-v001/S-006__9346a03ae05d.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-007,634f3bec0182e2a5238c2cdef43d5ac689eb37e4d8407913d34995b8e2141173,634f3bec0182,1,source/images-near-literal-v001/S-007__634f3bec0182.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-008,eb17aa139cc19878b23c4cfb05667bb064298913b60b01ab1a958c2037fdb2e7,eb17aa139cc1,1,source/images-near-literal-v001/S-008__eb17aa139cc1.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-009,77304ee34dce7a8c8df2f876d3d66fa3ade0b7ca5dbe947c846c6c73775fa9bc,77304ee34dce,1,source/images-near-literal-v001/S-009__77304ee34dce.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-010,df2835c50d36f8ba88c7b93a0a1b5530bec52ccf905865ae9cd261fe61efad05,df2835c50d36,1,source/images-near-literal-v001/S-010__df2835c50d36.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-011,16223e910f3e111776f2a342b3a5befa083902aa29c2db5c2aead7e37a805bbf,16223e910f3e,1,source/images-near-literal-v001/S-011__16223e910f3e.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-012,83592e117e957784391fcacd58f838b9a49c8b3972608a243a7d712190821667,83592e117e95,1,source/images-near-literal-v001/S-012__83592e117e95.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-013,ea7ddc8135a875de5bd491a87f3b0ae3ae4ba3eb8942563c8c10e17ee60e92f3,ea7ddc8135a8,1,source/images-near-literal-v001/S-013__ea7ddc8135a8.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-014,41cdcb66a669fe8470b9d46d0284083067a130c8a9371346d239badece2375cc,41cdcb66a669,1,source/images-near-literal-v001/S-014__41cdcb66a669.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-015,329c01e41c46f8e80199c38fe332669d82b0912f5782546a2cc67552466b44c9,329c01e41c46,1,source/images-near-literal-v001/S-015__329c01e41c46.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-016,6e2d4739cb0040636231f280a2d53ab13968ea9a20a280b52a15ae4f3d6ef3f6,6e2d4739cb00,1,source/images-near-literal-v001/S-016__6e2d4739cb00.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-017,f4992715cd219436ac50b431222b0bd79d2f9c7388936ba8b42adb85d7fee96a,f4992715cd21,1,source/images-near-literal-v001/S-017__f4992715cd21.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-018,9dbdf13e0d869bd863f04bda6b86adc74cee4a25fef19a8d9731738acf846795,9dbdf13e0d86,1,source/images-near-literal-v001/S-018__9dbdf13e0d86.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
