label_id,region,semantic_review_status,x,y,text
T-001,R02,processed,2785.6532142942356,10.0,implementation
T-002,R01,processed,253.78940288158014,94.20525158666078,to some basics
T-003,R02,processed,2502.3853748259444,1140.3769142609917,count of resource
T-004,R02,processed,2502.3853748259444,1140.3769142609917,entities
T-005,R02,processed,3449.0520294512685,1705.8314416535677,will round to bigger
T-006,R02,processed,2618.1429566041897,1725.8314416535677,method of list class
T-007,R01,processed,549.0298353786334,2318.030707994002,pagination/pagination metadata
T-008,R03,processed,4615.74172130155,3570.1426342264813,private string? CreateAuthorsResourceUri(
T-009,R03,processed,4615.74172130155,3570.1426342264813,"AuthorsResourceParameters p,"
T-010,R03,processed,4615.74172130155,3570.1426342264813,ResourceUriType type)
T-011,R03,processed,4615.74172130155,3570.1426342264813,{
T-012,R03,processed,4615.74172130155,3570.1426342264813,return type switch
T-013,R03,processed,4615.74172130155,3570.1426342264813,{
T-014,R03,processed,4615.74172130155,3570.1426342264813,"ResourceUriType.PreviousPage => Url.Link(""GetAuthors"", new"
T-015,R03,processed,4615.74172130155,3570.1426342264813,{
T-016,R03,processed,4615.74172130155,3570.1426342264813,"fields = p.Fields,"
T-017,R03,processed,4615.74172130155,3570.1426342264813,"orderBy = p.OrderBy,"
T-018,R03,processed,4615.74172130155,3570.1426342264813,"pageNumber = p.PageNumber - 1,"
T-019,R03,processed,4615.74172130155,3570.1426342264813,"pageSize = p.PageSize,"
T-020,R03,processed,4615.74172130155,3570.1426342264813,"mainCategory = p.MainCategory,"
T-021,R03,processed,4615.74172130155,3570.1426342264813,searchQuery = p.SearchQuery
T-022,R03,processed,4615.74172130155,3570.1426342264813,"}),"
T-023,R03,processed,4615.74172130155,3570.1426342264813,"ResourceUriType.NextPage => Url.Link(""GetAuthors"", new"
T-024,R03,processed,4615.74172130155,3570.1426342264813,{
T-025,R03,processed,4615.74172130155,3570.1426342264813,"fields = p.Fields,"
T-026,R03,processed,4615.74172130155,3570.1426342264813,"orderBy = p.OrderBy,"
T-027,R03,processed,4615.74172130155,3570.1426342264813,"pageNumber = p.PageNumber + 1,"
T-028,R03,processed,4615.74172130155,3570.1426342264813,"pageSize = p.PageSize,"
T-029,R03,processed,4615.74172130155,3570.1426342264813,"mainCategory = p.MainCategory,"
T-030,R03,processed,4615.74172130155,3570.1426342264813,searchQuery = p.SearchQuery
T-031,R03,processed,4615.74172130155,3570.1426342264813,"}),"
T-032,R03,processed,4615.74172130155,3570.1426342264813,"_ => Url.Link(""GetAuthors"", new"
T-033,R03,processed,4615.74172130155,3570.1426342264813,{
T-034,R03,processed,4615.74172130155,3570.1426342264813,"fields = p.Fields,"
T-035,R03,processed,4615.74172130155,3570.1426342264813,"orderBy = p.OrderBy,"
T-036,R03,processed,4615.74172130155,3570.1426342264813,"pageNumber = p.PageNumber,"
T-037,R03,processed,4615.74172130155,3570.1426342264813,"pageSize = p.PageSize,"
T-038,R03,processed,4615.74172130155,3570.1426342264813,"mainCategory = p.MainCategory,"
T-039,R03,processed,4615.74172130155,3570.1426342264813,searchQuery = p.SearchQuery
T-040,R03,processed,4615.74172130155,3570.1426342264813,})
T-041,R03,processed,4615.74172130155,3570.1426342264813,};
T-042,R03,processed,4615.74172130155,3570.1426342264813,}
T-043,R03,processed,3346.2370152544618,4231.163214274172,prev and next page should be sorted too
