region_source_id,source_id,fileId_short,x,y,assigned_region,status,readability,cut_off,confidence,theme,notes
R03R04-S001,S-004,7bf2390123,16205.417,722.339,R03,verified-from-extracted-svg-image,high,no,high,Demo: using typed HttpClient instances,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S002,S-007,b65a03d109,12267.022,915.452,R03,verified-from-extracted-svg-image,medium-high-code-small,no,medium-high-for-code-exactness,Basic HttpClient call flow,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S003,S-014,63132f3c04,16500.243,1273.071,R03,verified-from-extracted-svg-image,high,no,high,MoviesAPIClient stores HttpClient,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S004,S-018,aa57b2858b,12330.084,1412.674,R03,verified-from-extracted-svg-image,high,no,high,HttpClient integration message flow,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S005,S-025,a9defbc143,16366.638,1789.547,R03,verified-from-extracted-svg-image,high,no,high,Register typed client and configure base address/timeout,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S006,S-028,81fa18a583,12335.578,1846.007,R03,verified-from-extracted-svg-image,high,no,high,Default handler under HttpClient,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S007,S-041,aa442ba0a4,16354.832,2270.487,R03,verified-from-extracted-svg-image,medium-high-code-small,no,medium-high-for-code-exactness,Typed client registration with JsonSerializerOptionsWrapper,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S008,S-043,505aaab8bb,12386.933,2392.691,R03,verified-from-extracted-svg-image,high,no,high,Handler pipeline can contain multiple handlers,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S009,S-054,ae9801c095,16380.004,2765.548,R03,verified-from-extracted-svg-image,medium-high-code-small,no,medium-high-for-code-exactness,Using typed client client property in service code,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
R03R04-S010,S-058,9b584e4647,12289.569,2930.246,R03,verified-from-extracted-svg-image,high,no,high,Basic usage recap,Verified from extracted SVG image/contact sheet; code blocks preserve visible intent and key lines.
