symbol_id,sha256,sha1,mime,use_count,previously_present,restored
image-03ed4d65855e5902fe20d8b5e109fe767598fe05,4b94770709b0580b1583221416057898c5af02f8a738d82d7ddca60e8ca9bc14,03f3bdf648ba9dd764ca1e2e03fd2f0f3a3a55d8,png,1,False,True
image-0613c13afd19b3c8deea4035082bbbb741dd6bb7,4beeb28c5aa48f0f9054a947de7988450851efadc323a1794030b2eb779fb002,2136186d43830e1b9bf83d81aec60e5ee43692ee,png,1,False,True
image-0ea5b95b4c26fea9b8e48d9e0e4289a2de5b423a,3994c3fe50a4270de204c25b30ee7a19cf87d621fc9b0cf44f7c8697e44b1752,76317599cf71d637dfbdc6fda21d636cbddd6604,png,1,False,True
image-0f64db38b48a450a621a7b4a04a4b72c5595d580,fcb279d2f906efd805acc989d409e3a74fa0de156023aa2dc52d784264321d79,7f5f8924bce2b5d664d1e1ce468f1b2e1e8d3d7d,png,1,False,True
image-0f906dd79554ec31be0fa67ffe6d97c86d67ff91,b117361db5e07fbb933521448cf98b1430508bbdb211db8283b213ed660ce615,36b6de26184c7bba2befc97858b5c35c2814473a,png,1,False,True
image-11890b77a44174cb0820067405c4b4f96da614ef,df9c3be68392c8389125cb4f09bae2e398f666741f3fc7fb3380fd420dc00b9a,771a5d7649680f7d35a56d099fb9615d1d93d3ef,png,1,False,True
image-1347d21183bb4a2b81ab6d0ff6ddf5771df1b8a8,9f2da57c590594611145e0d7a8c64d1c0be398666f7d3519f963c0fccd3816ea,3f6c3e991bc163000495ec5113a5dd60238bf3ce,png,1,False,True
image-195ad53d383c87bf0b92f10ffaf14125347ab79b,a5dbbc78887d2ea75672e44f221fc05a4d4fc46f8864161c7235a55bda8d05e9,1c99160485df7fb5d183e95a66b72f12e8149e0b,png,2,False,True
image-263eda89db1c74b66740f8c55f8d3723ecca533b,41bcd2c5ad2949d6e908973cfa8254429a726873607d21900a0859ad5fc1f36b,c1807fc6f4317006f57aadf66eacf2fd88d8c77c,png,1,False,True
image-2b0f8a6882ea66ac6078feb70ad16a39435472a7,e45fed0a777bdca1c8dcfbe16f908c8e7d283208b74b95e6f0fb06c3c251899c,61160bbae8684777c20b7022fac5eee354c04111,png,1,False,True
image-2c77336e41e325122e3203be36cbe6869bdb9139,8dd654a11faaf3953ca5adb44bf6bcd24ae592f9e2318f5d110671d376e89e35,08a14624b4f0c5edd35ac9c6c12d73bada580a1b,png,1,False,True
image-2d4fd163d466c662d1dc1943f850cb1deefb359a,197fb08fabc56c56cd01e601b426f01bbe6684ca53e8b2d54c51f5815e66dd12,e389d0d1adf99f4fd2a7f880391a3189cc8aa9e4,png,1,False,True
image-31392d712499eb1b28a66f880a07c857b2c89153,62e83e89d879d7cd61843c7e9d378992faa36cc0ec88702662be9637eb7ca888,3a66008a320707c5eb478db6fd8e02965967be86,png,1,False,True
image-3653cfb32de27ae6a0e5edbc9ff8c2cd11ef17b5,a083310c33e20664b6774877ccb06198c54020947f8bd5b3ead9e7ec7eefed9f,68941c2eb31233f4b901cda357c3665f855832a2,png,1,False,True
image-3c2d8f2c8ce0eab577e4bb6c07244b9c1ebb06f6,f359eef14b8f5b8e946ea8e659973cec8939ab7f878e841f301a0f6859d7a94c,27e27c51dadb8cbb423ede7212023860a67fdadb,png,1,False,True
image-3f1a17ba9f03a25dd80ff85829952a31c15198a7,edf4313f5bb1c8071c33e5af154852a27c66ec96072244f26ad620c959964146,3eadd1b858f71fae1ee019abd97518121cc9209b,png,1,False,True
image-4009a9ca24181c9ac416d16afce24295c9663914,593f6847c5bc664bb735e8d35d9b49e4476b1f0b7ba912cb772f1f341c730212,3b6062f62844e26559404f2f774394007cf47fd9,png,1,False,True
image-42cb71baa5716cf6a2854246fd22bb3f18fbe7b9,143fa1c8e0d35b26402bff710e5aff591e10ae92dae6810074dbff5e731370e5,c830d6e53b035f73782d424eeb474aa73cea0c06,png,1,False,True
image-47dd16f10f9177a115353041d8e7b65b0eca2f94,5a67248e8bb59d2c7fad4fc0b5b5c66f4d287be23acb24d98ba145a08af949ec,1f8ab0d1346b6bac14053cb42948dd40756cefc1,png,1,False,True
image-4898e81c0e345ebb071fcc5d55687535abac1b16,00fd20f1c75f74036ff6bbde9de383e9fe7345eba490492263029583b994ba8a,3ebf90af279f0fea45d5d1c7f69a21ca53115b8f,png,1,False,True
