image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,907d839c2011,image-2e53933f4dabba1b436e8e032dfbacbfb8b986cb,3028.926381913442,433.56782941132315,785.0,467.0,785,467,source/images/907d839c2011.png
S-002,R01,"useTransition, the last committed UI, isPending and interrupted intermediate renders",processed,36ecc28b55e9,image-0f0cf043804e7f787db59967700133faf9341b6d,42.688126821366495,504.5518716243987,827.0,259.0,827,259,source/images/36ecc28b55e9.png
S-003,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,1fc4364e7cbf,image-2e891cb369badefd9bf2d9a2a3a8d68cd59e01ba,4239.071428571428,542.9355667121317,802.0,386.0,802,386,source/images/1fc4364e7cbf.png
S-004,R04,"batching concurrent transitions, repeated clicks and parent/child transition coordination",processed,c6a8c2564e5f,image-ea1e62a907414e9d19e94989aed51cf81e393675,5788.629006832063,603.033263167833,707.0,482.0,879,600,source/images/c6a8c2564e5f.png
S-005,R02,Suspense query cancellation limitations and boundary reveal behavior,processed,93922fe26dec,image-0e318058b1de1a6dc081e0672ada501063df9bcd,1411.0927434043278,676.4567861170517,834.0,419.0,834,419,source/images/93922fe26dec.png
S-006,R01,"useTransition, the last committed UI, isPending and interrupted intermediate renders",processed,32c59ea1f90b,image-b9e6f9d5b1e13cf6f064b6fcfa5329dda405e3af,47.188086131262025,788.2186196712728,802.0,465.0,802,465,source/images/32c59ea1f90b.png
S-007,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,7afaf11b1ddf,image-ff1f13ba3a256d5cef189ddb08aaec213308c614,3036.5021417924136,882.8913157933839,668.0,482.0,807,583,source/images/7afaf11b1ddf.png
S-008,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,605a6f12d7a7,image-8b774a13c4ab1dfdfef110f359a24ebb9b6bb612,4235.941979786706,954.4540400194246,829.0,360.0,829,360,source/images/605a6f12d7a7.png
S-009,R04,"batching concurrent transitions, repeated clicks and parent/child transition coordination",processed,b9dc27ece31c,image-f4d2d53ca6f705cef1bd7c29654d3616c979bc10,5797.761160403014,1123.033263167833,795.0,482.0,867,526,source/images/b9dc27ece31c.png
S-010,R01,"useTransition, the last committed UI, isPending and interrupted intermediate renders",processed,00e42f03d764,image-e7abc2ec7451b36cbae30d79c114934638f696c4,23.188086527095038,1277.885369016326,850.0,374.0,850,374,source/images/00e42f03d764.png
S-011,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,47fd63d106da,image-6874477f7a658eec8d708efdfc6acb636fa55d51,4236.034481956845,1349.028204515952,814.0,279.0,814,279,source/images/47fd63d106da.png
S-012,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,54cee95b73b5,image-a0ea9f6a342980180c14bc7c40d17e4e615216f4,3013.1390771512815,1381.4672027837196,674.0,482.0,762,545,source/images/54cee95b73b5.png
S-013,R04,"batching concurrent transitions, repeated clicks and parent/child transition coordination",processed,5c233c35c9fb,image-682b13def55eace5013fa970b977e7410cfb7e24,5812.000518830284,1731.366545638536,713.0,482.0,797,539,source/images/5c233c35c9fb.png
S-014,R01,"useTransition, the last committed UI, isPending and interrupted intermediate renders",processed,69c23037891e,image-7b1dabe9fb594d2c10fb6d0d1eb0c822a31f1a0e,46.18063657103448,1815.7318139219542,691.0,482.0,852,595,source/images/69c23037891e.png
S-015,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,f6bb30a66e9c,image-bbfaf9d5029d250e84ae00cadd63a016737a8042,3010.0987062931636,1874.8005361170517,640.0,482.0,725,546,source/images/f6bb30a66e9c.png
S-016,R01,"useTransition, the last committed UI, isPending and interrupted intermediate renders",processed,3109fa137d4b,image-596cf7215e6290494f6e01319c73f5a53287d57e,10.0,2312.5546724599008,843.0,342.0,843,342,source/images/3109fa137d4b.png
S-017,R04,"batching concurrent transitions, repeated clicks and parent/child transition coordination",processed,6b5c33479d0b,image-40d042e5af908f3cae3b2918a1473273a20414ef,5752.756348140657,2347.8561544031845,885.0,196.0,885,196,source/images/6b5c33479d0b.png
S-018,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,e19f3ae23ca6,image-26a09fc19d1e00a89fa3686a80f85da1325f7366,3009.960575140047,2372.578347803251,712.0,482.0,825,559,source/images/e19f3ae23ca6.png
S-019,R04,"batching concurrent transitions, repeated clicks and parent/child transition coordination",processed,88911e11d21a,image-f9e9910a5260067b28131ff6c661ba4d73440eb9,5766.147203767963,2601.3664693445908,798.0,482.0,897,542,source/images/88911e11d21a.png
S-020,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,fea5b5c8630d,image-bd24fb8749137a387eac52801d7e3f0a0378aef4,2931.593048580109,2877.901264469916,913.0,325.0,913,325,source/images/fea5b5c8630d.png
S-021,R03,TanStack Query cancellation through AbortSignal and cancelQueries,processed,6dabd2c22d72,image-79093152e5e743d8eb8cd385255cf9532bae2bc3,2960.537628658234,3265.234597803247,784.0,417.0,784,417,source/images/6dabd2c22d72.png
