source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-036,36,029dc0c883434ddd9831a6155079f26be23f8cff,029dc0c883,223.137,4933.303,936.0,279.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-014: iaction Model COnvention | L-013: icontroller Model COnvention | L-005: Parameter model | L-004: Action model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-037,37,126a05e71b48708e1e8948d614e9e9a14b4becf1,126a05e71b,211.556,5342.65,970.0,271.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-014: iaction Model COnvention | L-005: Parameter model | L-015: iparameter Model COnvention | L-013: icontroller Model COnvention,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-038,38,6e7b0b3018cb36931045afb3d77c59ffa128dbbd,6e7b0b3018,208.823,5621.237,978.0,482.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-014: iaction Model COnvention | L-015: iparameter Model COnvention | L-005: Parameter model | L-006: Parameter model base,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-039,39,5038ccfea8e1f4287cad2a9697a25beb82df2187,5038ccfea8,197.874,6114.029,961.0,384.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-015: iparameter Model COnvention | L-014: iaction Model COnvention | L-005: Parameter model | L-006: Parameter model base,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-040,40,7b712015e2cce00d7f72b66d2a424cca2580b32e,7b712015e2,200.829,6495.847,1006.0,304.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-015: iparameter Model COnvention | L-014: iaction Model COnvention | L-006: Parameter model base | L-005: Parameter model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-041,41,716a7080609b001dc9910b64b1ed7d1916a9c8e6,716a708060,201.677,6939.575,934.0,282.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-015: iparameter Model COnvention | L-006: Parameter model base | L-007: Property model | L-016: razor pages interfaces,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-042,42,6d1536bf0a2c3cb11f00230f7b1fdc213260dd21,6d1536bf0a,192.435,7225.12,984.0,460.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-015: iparameter Model COnvention | L-016: razor pages interfaces | L-007: Property model | L-006: Parameter model base,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-043,43,52731548c03aa7531cfc5a98719b98e792940272,52731548c0,166.177,7701.075,1005.0,439.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-016: razor pages interfaces | L-015: iparameter Model COnvention | L-007: Property model | L-008: selector model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-044,44,ca2641d9e43f09c8eec738b31339c31dbaeca36f,ca2641d9e4,172.314,8140.408,1000.0,307.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-016: razor pages interfaces | L-008: selector model | L-015: iparameter Model COnvention | L-007: Property model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-045,45,8c9bd6800e879ee0fb1f855f03694b222829c690,8c9bd6800e,190.299,8591.994,857.0,482.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-016: razor pages interfaces | L-009: selector model | L-008: selector model | L-007: Property model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-046,46,63bdcbd7bd17bb671bafbdfe7eff5578bd530161,63bdcbd7bd,2144.459,177.736,902.0,482.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-017: use or not | L-018: can access nested models | L-019: in outer convention | L-001: attributes,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-047,47,b2ce3b91e2d7ad5f3f2819081b7bec57e35c7a13,b2ce3b91e2,2104.99,697.614,992.0,367.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-018: can access nested models | L-019: in outer convention | L-017: use or not | L-002: app model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-048,48,91597201df2992ca33c57286da55ece017ce68d5,91597201df,2070.379,1216.392,959.0,465.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-019: in outer convention | L-018: can access nested models | L-002: app model | L-017: use or not,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-049,49,90bf085b4820c77839dbff8b97efce5f6d78074d,90bf085b48,2060.712,1693.337,1005.0,440.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-002: app model | L-019: in outer convention | L-018: can access nested models | L-003: Controller model,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
S-050,50,b53f58f484dd2247f79b62406a283eb7d00ff504,b53f58f484,918.25,206.977,989.0,437.0,0.0,1,R04-property-selector-apiexplorer-bindinginfo-models,P02-R03R04-application-model-object-graph-and-metadata,"ParameterModelBase, PropertyModel, SelectorModel, ApiExplorerModel, BindingInfo and endpoint/API metadata.",L-001: attributes | L-018: can access nested models | L-019: in outer convention | L-017: use or not,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after P02 boundary review: ParameterModelBase / PropertyModel / SelectorModel / ApiExplorerModel / BindingInfo metadata models.,R04,no-for-r04-v001
