source_id,image_use_id,fileId_short,stage0_group,stage2_region,status,theme,transcript,notes
S-002,IU-002,84bfcf913e,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Chunk processing with Encoding.UTF8.GetDecoder.,"Chunk processing with Encoding.UTF8.GetDecoder.

Visible main idea:
- When bytes arrive in chunks, one UTF-8 character can be split across chunk boundaries.
- If you call `Encoding.UTF8.GetString(chunk)` independently for every chunk, a split multi-byte sequence can be decoded incorrectly.
- Use `Encoding.UTF8.GetDecoder()` so the decoder can remember leftover bytes from the previous chunk.

Meaning:
For streaming/chunked UTF-8 input, a stateful Decoder is the correct primitive, not repeated independent GetString calls.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-006,IU-006,ae7d474ccc,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Decoder methods overview.,"Decoder methods overview.

Visible area compares:
- `decoder.GetChars(...)`
- `decoder.Convert(...)`

Both use decoder state, but `Convert` is more explicit about streaming progress.

Meaning:
Use `GetChars` for simpler stateful decoding when you can provide enough output buffer. Use `Convert` when input/output buffers can be partial and you need bytesUsed/charsUsed/completed.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-007,IU-007,9e500fe22d,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Can we decode each chunk directly?,"Can we decode each chunk directly?

Visible question:
Can we decode like this when processing chunks?

Answer:
Only if every chunk boundary is guaranteed to align with UTF-8 character boundaries. Usually you do not have that guarantee.

Meaning:
If chunks come from network/file/pipe, assume a multibyte UTF-8 character can be split and use a Decoder.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-011,IU-011,f9d49d026d,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Decoder.GetChars vs Decoder.Convert.,"Decoder.GetChars vs Decoder.Convert.

Visible note:
- `GetChars` decodes and writes chars.
- `Convert` decodes and reports how much input and output was used.
- `Convert` is better when buffers may be too small or when you need to loop.

Meaning:
`Convert` is the streaming-control API; `GetChars` is simpler but less informative.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-020,IU-020,83cb602b2c,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Bytes can be incomplete.,"Bytes can be incomplete.

Visible note:
- UTF-8 byte sequence can be incomplete at the end of a chunk.
- Decoder can hold partial bytes.
- Direct `GetString` on that chunk may produce fallback replacement or fail depending on settings.

Meaning:
Incomplete trailing bytes are normal in chunk processing and should not be treated as a full malformed character until final flush.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-023,IU-023,208e6e442c,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Why decoder state matters.,"Why decoder state matters.

Visible note:
If a chunk ends with the beginning of a UTF-8 character, we cannot produce the final char yet.

Meaning:
The decoder keeps those trailing bytes internally. When the next chunk arrives, it combines them with new bytes and then emits the correct character.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-024,IU-024,e4546610f9,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Flush does not mean clearing normal memory.,"Flush does not mean clearing normal memory.

Visible idea:
Flush is a signal to the decoder:
- `flush: false`: more input may arrive; keep incomplete state.
- `flush: true`: no more input is coming; finish the sequence or apply fallback/throw.

Meaning:
Flush is about end-of-input semantics, not about freeing a buffer.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-027,IU-027,2b6cb0ef59,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Decoder.Convert vs Decoder.GetChars.,"Decoder.Convert vs Decoder.GetChars.

Visible heading:
- decoder methods
- convert vs getchars
- decoder.convert vs decoder.getchars

Meaning:
`GetChars` is direct decode into chars. `Convert` is designed for loops where both byte chunks and char buffers can be partial.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-029,IU-029,17de7f5e9c,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Incomplete final character.,"Incomplete final character.

Visible note:
""we can't produce the last char"" until the decoder knows if more bytes are coming.

Meaning:
For `flush: false`, decoder waits. For `flush: true`, decoder must decide final output: replacement character or exception, depending on fallback settings.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-031,IU-031,bf0e239170,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Important point / final chunk marker.,"Important point / final chunk marker.

Visible note emphasizes why a final signal is needed.

Meaning:
A Decoder cannot know if the current chunk is the final chunk unless you tell it. The final call should use `flush: true`; non-final calls use `flush: false`.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-032,IU-032,078e92ad0c,ENC-R02-decoder-chunk-processing-incomplete-utf8,ENC-R02,verified-visible-semantic-transcript,Decoder method family.,"Decoder method family.

Visible area summarizes:
- `Encoding.UTF8.GetDecoder()`
- `decoder.GetChars`
- `decoder.Convert`
- `flush`

Meaning:
All these APIs belong to the same streaming-decoding mental model: preserve state until the byte stream is complete.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
