source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-001,IU-001,2d8ac9d83ed2be62eb44e87dc2dd02ec0db5dd36,2d8ac9d83e,S-001__2d8ac9d83e.png,10.0,386.451,884.0,421.0,basics | getstring /getbytes overloads | so we have getstring that allocates a new string | and we have getchars | we can pass spans as both src and dest | so we dont need to specify source count | chunk processing with encoding.utf8.getdecoder | getmaxcharcount vs | decode.getcharcount | decoder getchars vs decoder.convert,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
S-002,IU-002,84bfcf913eb6afc1abe90a3a152c24b28080b6c4,84bfcf913e,S-002__84bfcf913e.png,4798.031,609.755,829.0,249.0,"chunk processing with encoding.utf8.getdecoder | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | decoder getchars vs decoder.convert | decoder methods | getstring /getbytes overloads | if flush doesnt affect memory | and just needed to ""put a sign that",processed-in-enc-r02-v001,ENC-R02,yes-for-enc-r02-stage2,no-for-stage2-semantic-transcript,Included in Encoding UTF8 Chunk Stage2 ENC-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R02-decoder-chunk-processing-incomplete-utf8
S-003,IU-003,ea1f5a1316c9e6ec467e173a297f3036ee288b6b,ea1f5a1316,S-003__ea1f5a1316.png,1929.729,635.383,844.0,187.0,so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | getstring /getbytes overloads | basics | chunk processing with encoding.utf8.getdecoder | getmaxcharcount vs | decode.getcharcount | decoder getchars vs decoder.convert,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
S-004,IU-004,3d6f0dd1d6476821814024fe260add92f6a95eec,3d6f0dd1d6,S-004__3d6f0dd1d6.png,25.667,830.618,846.0,406.0,basics | getstring /getbytes overloads | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | chunk processing with encoding.utf8.getdecoder | getmaxcharcount vs | decode.getcharcount | decoder getchars vs decoder.convert,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
S-005,IU-005,6992f787ac771568185b0f94f36ce4f4b5c76d3d,6992f787ac,S-005__6992f787ac.png,1920.581,831.182,846.0,359.0,so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | getstring /getbytes overloads | basics | chunk processing with encoding.utf8.getdecoder | getmaxcharcount vs | decode.getcharcount | decoder getchars vs decoder.convert,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
S-006,IU-006,ae7d474cccc583ed25abb9d1c5fd63ff7a37c121,ae7d474ccc,S-006__ae7d474ccc.png,4845.703,881.432,810.0,482.0,"chunk processing with encoding.utf8.getdecoder | decoder getchars vs decoder.convert | so we dont need to specify source count | we can pass spans as both src and dest | decoder methods | and we have getchars | so we have getstring that allocates a new string | if flush doesnt affect memory | and just needed to ""put a sign that | w ecant produce the last char""",processed-in-enc-r02-v001,ENC-R02,yes-for-enc-r02-stage2,no-for-stage2-semantic-transcript,Included in Encoding UTF8 Chunk Stage2 ENC-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R02-decoder-chunk-processing-incomplete-utf8
S-007,IU-007,9e500fe22da0119c49e87106dee752a5005c5320,9e500fe22d,S-007__9e500fe22d.png,3908.642,907.366,900.0,366.0,chunk processing with encoding.utf8.getdecoder | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | decoder getchars vs decoder.convert | decoder methods | getstring /getbytes overloads | basics | if flush doesnt affect memory,processed-in-enc-r02-v001,ENC-R02,yes-for-enc-r02-stage2,no-for-stage2-semantic-transcript,Included in Encoding UTF8 Chunk Stage2 ENC-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R02-decoder-chunk-processing-incomplete-utf8
S-008,IU-008,78c10d1ebd6eb1543ae616cd84140df5742e7b3f,78c10d1ebd,S-008__78c10d1ebd.png,2626.136,1186.793,816.0,480.0,so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | getstring /getbytes overloads | chunk processing with encoding.utf8.getdecoder | decoder getchars vs decoder.convert | basics | decoder methods | getmaxcharcount vs,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
S-009,IU-009,4ed9508b45e69fb73badaf8352c3dafa5393f9ec,4ed9508b45,S-009__4ed9508b45.png,1594.285,1221.365,866.0,298.0,so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | getstring /getbytes overloads | basics | getmaxcharcount vs | decode.getcharcount | chunk processing with encoding.utf8.getdecoder | decoder getchars vs decoder.convert,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
S-010,IU-010,b9e22eab1764344e7df949fb01d3e319e763a973,b9e22eab17,S-010__b9e22eab17.png,41.308,1262.462,811.0,482.0,basics | getstring /getbytes overloads | so we dont need to specify source count | we can pass spans as both src and dest | and we have getchars | so we have getstring that allocates a new string | getmaxcharcount vs | decode.getcharcount | chunk processing with encoding.utf8.getdecoder | decoder getchars vs decoder.convert,processed-in-enc-r01-v001,ENC-R01,yes-for-enc-r01-stage1,no-for-stage1-semantic-transcript,Included in Encoding UTF8 Chunk Stage1 ENC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,ENC-R01-basics-getstring-getbytes-getchars-counts
