source_id,sha256,sha256_12,placements,image_file,transcript_file,status
S-001,842b390a3e928226c2cc4d86fa5693e7944099a80d7664f946416841d48643a7,842b390a3e92,1,source/images-near-literal-v001/S-001__842b390a3e92.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-002,e1cf54b8e2ed5744a45710aa4530f0e263506e00d4ccbfa8e997c9498386803f,e1cf54b8e2ed,1,source/images-near-literal-v001/S-002__e1cf54b8e2ed.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-003,e5784f04dcbe1851aa16e0fb30303c64e7f4e1b4cc63ae6550e94893e24d3ab2,e5784f04dcbe,1,source/images-near-literal-v001/S-003__e5784f04dcbe.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-004,cf7b4916a7808eb256cbb04ba6a58baf858973d3e81176234d7d11173c8e4542,cf7b4916a780,1,source/images-near-literal-v001/S-004__cf7b4916a780.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-005,ce74d0a7969403d11c9cc6575cc8b5809e7764e33c1253a7f2231fc8e8c64747,ce74d0a79694,1,source/images-near-literal-v001/S-005__ce74d0a79694.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-006,8ce397d9ac69c228ea190f81f634734417a4df9e7209d111ef3d4412c11d688a,8ce397d9ac69,1,source/images-near-literal-v001/S-006__8ce397d9ac69.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-007,31f1f8e8d3aab9a2cfa2d4627c9e25ac9d5c1d47c464c2acfc4fedb9bda03bd1,31f1f8e8d3aa,1,source/images-near-literal-v001/S-007__31f1f8e8d3aa.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-008,243d6d811d5593fdaf006e9bf33d0ccde489a27500d0d7ee363657d72f8f6e2f,243d6d811d55,1,source/images-near-literal-v001/S-008__243d6d811d55.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-009,e11bdb9dcdf31b47b716c342d463bbac01c2f256eef0813525b635c61aa9a5db,e11bdb9dcdf3,1,source/images-near-literal-v001/S-009__e11bdb9dcdf3.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-010,bab0cdd9faee2d79166caf90c4a3565a88f1c239d4d8327f603894c5fe881025,bab0cdd9faee,1,source/images-near-literal-v001/S-010__bab0cdd9faee.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
