label_id,region,semantic_review_status,x,y,text
T-001,R02,processed,5612.252721208863,10.0,vs httpclient
T-002,R02,processed,4380.109864066006,26.6669137137269,getreader
T-003,R02,processed,5631.287323518845,1195.5931696815878,"so in js we just contorl manually the buffering, without stream abstraction"
T-004,R03,processed,5070.407348571762,4674.154261045462,fetch options
T-005,R03,processed,10671.50185460419,4934.3819563045445,integrity loads the payload
T-006,R03,processed,10671.50185460419,4934.3819563045445,and hashes it
T-007,R03,processed,6497.406292349809,5655.993780279534,second sort
T-008,R03,processed,5021.596826669005,5684.565139096494,most used
T-009,R03,processed,5213.977895307398,5993.707926484893,method
T-010,R03,processed,6697.787360988201,6137.898443365471,integrity
T-011,R03,processed,9383.600998158145,6252.300999812089,give browser a hint
T-012,R03,processed,9383.600998158145,6252.300999812089,when it its juggling may requests
T-013,R03,processed,8452.073278724436,6384.8826817629815,priority
T-014,R03,processed,5175.882540954719,6501.707996239356,headers
T-015,R03,processed,6652.0730752739155,6629.327058390585,priority
T-016,R03,processed,10769.650205351405,6984.740219046793,duplex
T-017,R03,processed,6617.787360988201,7014.08902128121,duplex
T-018,R03,processed,5109.215758030612,7134.6605283264125,body
T-019,R03,processed,11901.641596559657,7282.065876391791,so duplex is just a requirement for readablestream as request body usage
T-020,R03,processed,9098.979987132676,7487.927793740522,page unload
T-021,R03,processed,6648.263435206952,7568.374735566924,keepalive
T-022,R03,processed,5073.025223711416,7684.565269886121,credentials
T-023,R01,processed,3419.310746172353,8188.946111822506,mode options
T-024,R03,processed,5040.644242266104,8356.946338524513,mode
T-025,R03,processed,6483.427953246832,8613.571448495155,its not cache-control
T-026,R03,processed,6483.427953246832,8613.571448495155,how should browser use cache for that request?
T-027,R03,processed,5040.644242266104,8970.279729986569,cache
T-028,R03,processed,9452.688166103955,9311.771807651674,should i add etag manually to requests
T-029,R03,processed,9452.688166103955,9311.771807651674,"ever, and with cache no-cache"
T-030,R03,processed,6672.961881508986,9347.476252054174,!!!
T-031,R03,processed,5021.596565089764,9728.374909953089,redirect
T-032,R03,processed,2759.7528450684686,10137.524371071679,"url of the page,making the request"
T-033,R03,processed,5028.2631300311705,10221.708192423792,signal
T-034,R03,processed,9155.894336917825,10473.564168986952,!!!
T-035,R03,processed,11673.599076426619,10525.711141480684,!!!!!
T-036,R03,processed,5021.596565089764,10768.374757365198,referrer
T-037,R03,processed,1423.6134217012695,10927.998620655277,referrerPolicy and referrer
T-038,R03,processed,1423.6134217012695,10927.998620655277,strict-origin-when-cross-origin
T-039,R03,processed,2816.756070839706,11135.177121566765,when there is no referrer option set
T-040,R03,processed,2816.756070839706,11135.177121566765,how we should get it auto
T-041,R03,processed,5011.596565089764,11201.708192423792,referrerPolicy
T-042,R04,processed,6135.544082131901,11868.166989871304,request vs requestinit
T-043,R04,processed,72.22595332955552,12323.637158687705,what is downgrade request
