text_id,text,x,y,region_id,status
T-001,preallocationg,1568.171617064755,206.2603447724721,R01,pending_transcript
T-002,dif with issubsetof,6904.120716717641,3851.7503569519495,R02,pending_transcript
T-003,METHODS,10.0,256.5240878515664,R01,pending_transcript
T-004,SET OPERATIONS,4277.564745882374,261.0324235611315,R02,pending_transcript
T-005,union,4397.839256127734,1946.2923456217452,R02,pending_transcript
T-006,intersection,4367.839256127734,2449.625628092448,R02,pending_transcript
T-007,"difference,exceptwith",4118.672614892383,2936.2922693277997,R02,pending_transcript
T-008,symmetricexceptwith,4111.006019433398,3407.625605204264,R02,pending_transcript
T-009,issubsetof,5652.839561303515,1854.6252084757487,R02,pending_transcript
T-010,issupersetof,5666.728416283984,2412.958643534342,R02,pending_transcript
T-011,setequals,5666.172843774219,2884.6252084757484,R02,pending_transcript
T-012,overlaps,5692.654302650088,3362.958567240397,R02,pending_transcript
T-013,ispropersubsetof,5699.506278832812,3894.6252847696937,R02,pending_transcript
T-014,linq,7727.839408715626,321.29204044596344,R03,pending_transcript
T-015,linq vs hashset,9187.839408715627,187.37461289469388,R04,pending_transcript
T-016,execution model,9404.506126244924,1262.958681681315,R04,pending_transcript
T-017,input/output type,9334.87654182652,2211.10687504069,R04,pending_transcript
T-018,"performance,intent",9314.87654182652,3326.662498413086,R04,pending_transcript
T-019,equality comparers,9284.653648620593,4267.891812156318,R04,pending_transcript
T-020,ordering,9304.082693747789,4783.840882952749,R04,pending_transcript
T-021,duplicates,9365.60800331724,5609.575350269173,R04,pending_transcript
