text_id,text,x,y,candidate_region,candidate_region_name,status,notes
T-001,!!! processingn stream,1766.124406259445,10062.957880326298,PDS03,HttpClient streaming response and chunk-by-chunk processing,region-context-label,Text label is canvas context; not an image source.
T-002,so how do we process bytes in loops in different situations?,2258.7798045736617,983.945509509832,PDS03,HttpClient streaming response and chunk-by-chunk processing,region-context-label,Text label is canvas context; not an image source.
T-003,fetch get reader,2417.760231495373,3914.673914215128,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-004,!!! processing until done that reader.read,2417.760231495373,3964.673914215128,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-005,returns,2417.760231495373,3989.673914215128,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-006,websocket asp receiveasync,2589.118837082494,4804.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-007,result.endoofmessage,2589.118837082494,4829.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-008,we are using buffer to write into and to specify number of bytes that we,2589.118837082494,4879.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-009,"need to write into a chunk, so we can achieve readexactly or readatleast behavior",2589.118837082494,4904.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-010,using close async for gracefull handshake without receiveing and processing messages that are inflight,2589.118837082494,4954.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-011,closeoutputasync to stop sending but with possiblity to process all messages from peer,2589.118837082494,4979.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
T-012,abourt to just kill everything,2589.118837082494,5004.070835457348,PDS02,Browser fetch/WebSocket message chunks and UTF-8 decoding,region-context-label,Text label is canvas context; not an image source.
