id,text,x,y,transform
T-001,usually more than just sorted,0,85.9072793294269,
T-002,index seek,0,85.9072793294269,
T-003,nonclustered,0,85.9072793294269,
T-004,nonclustered indx,0,85.9072793294269,
T-005,lookup,0,207.7961546549475,
T-006,slow writes,0,85.9072793294269,
T-007,indexes need storage,0,85.9072793294269,
T-008,more over time,0,85.9072793294269,
T-009,make sense when heap has,0,85.9072793294269,
T-010,many indexes to update,0,207.7961546549475,
T-011,",so it doesnt update rid",0,329.685029980468,
T-012,"staging, load fast,then",0,85.9072793294269,
T-013,add indexes,0,207.7961546549475,
T-014,append only table,0,85.9072793294269,
T-015,minimum querying,0,207.7961546549475,
T-016,you just dont want indx,0,85.9072793294269,
T-017,in an intermediate step,0,207.7961546549475,
T-018,small temp table,0,85.9072793294269,
T-019,but the default is forwarding,0,85.9072793294269,
T-020,records,0,207.7961546549475,
T-021,updating non indexed column,0,85.9072793294269,
T-022,when indexes are getting,0,85.9072793294269,
T-023,updated during writes,0,207.7961546549475,
T-024,indexes help where,0,85.9072793294269,
T-025,indexes help join,0,85.9072793294269,
T-026,2 indexes can help,0,207.7961546549475,
T-027,"order by, can create",0,85.9072793294269,
T-028,"desc index, but its not",0,207.7961546549475,
T-029,needed,0,329.685029980468,
T-030,composite indexes,0,85.9072793294269,
T-031,column order in composite,0,85.9072793294269,
T-032,indexes,0,207.7961546549475,
T-033,"group by,",0,85.9072793294269,
T-034,row are already nearby,0,207.7961546549475,
T-035,equality before range(ordering),0,69.93179832356752,
T-036,common pattern,0,169.15398663736931,
T-037,BASIC NONCLUSTERED,0,69.93179832356752,
T-038,COMPOSITE,0,69.93179832356752,
T-039,COVERING/INCLUDED COLS,0,69.93179832356752,
T-040,CLUSTERED PK,0,69.93179832356752,
T-041,NONCLUSTERED PK,0,69.93179832356752,
T-042,FILTERED INDEX,0,69.93179832356752,
T-043,example table and,0,69.93179832356752,
T-044,index,0,169.15398663736931,
T-045,why filtered index,0,69.93179832356752,
T-046,good usecases,0,69.93179832356752,
T-047,tradeoffs,0,69.93179832356752,
T-048,ef core with included cols,0,69.93179832356752,
T-049,ef core unique filtered,0,69.93179832356752,
T-050,ATTRIBUTE,0,69.93179832356752,
T-051,"SIMPLE GUIDLINE,",0,69.93179832356752,
T-052,HEAP DRAWBACKS,0,169.15398663736931,
T-053,CLUSTERED TABLE LOOKUP,0,69.93179832356752,
T-054,VS HEAP LOOKUP,0,169.15398663736931,
T-055,WHEN HEAPS CAN MAKE,0,69.93179832356752,
T-056,SENSE,0,169.15398663736931,
T-057,FORWARDED RECORDS,0,69.93179832356752,
T-058,HEAP,0,131.01446499023442,
T-059,UNIQUE INDEX,0,69.93179832356752,
T-060,DESCENDING ORDER,0,69.93179832356752,
T-061,EF CORE,0,131.84978988172722,
T-062,updating indexed column,0,85.9072793294269,
T-063,"included columns, need to update index",0,48.317960335286266,
T-064,insert,0,48.317960335286266,
T-065,delete,0,48.317960335286266,
T-066,covering index,0,85.9072793294269,
T-067,clustered,0,85.9072793294269,
T-068,decision guide,0,85.9072793294269,
T-069,with clustered - seek directly,0,85.9072793294269,
T-070,table scan,0,85.9072793294269,
T-071,index scan,0,85.9072793294269,
T-072,index example,0,85.9072793294269,
T-073,reasons for index scans,0,85.9072793294269,
T-074,Narowwer index,0,85.9072793294269,
T-075,wide table example,0,85.9072793294269,
T-076,narrow index example,0,85.9072793294269,
T-077,!!!,0,148.39959311058382,
T-078,!!!,0,84.34108100585935,
T-079,can create desc index,0,17.619999999999997,
T-080,!!!,0,62.72720000000002,
