text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,usually more than just sorted,6910.495785850896,1978.2689502851251,R01,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
T-002,index seek,7136.210129517563,3522.713312246063,R01,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
T-003,nonclustered,6669.543520979616,5008.427597960347,R01,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
T-004,nonclustered indx,5349.543520979616,4793.42763610732,R01,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
T-005,lookup,5349.543520979616,4915.31651143284,R01,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
T-006,slow writes,5936.7226638582215,7754.453378858221,R02,closed,03-transcript-R02-write-costs-storage-and-maintenance.md,09-full-combined-final-transcript.md
T-007,indexes need storage,7057.748430084183,7742.145639600409,R02,closed,03-transcript-R02-write-costs-storage-and-maintenance.md,09-full-combined-final-transcript.md
T-008,more over time,3912.8593513081414,16683.034596306137,R06,closed,07-transcript-R06-filtered-included-and-provider-specific-indexes.md,09-full-combined-final-transcript.md
T-009,make sense when heap has,3834.192725331579,17743.479074659,R06,closed,07-transcript-R06-filtered-included-and-provider-specific-indexes.md,09-full-combined-final-transcript.md
T-010,many indexes to update,3834.192725331579,17865.367949984524,R07,closed,08-transcript-R07-heap-use-cases-and-operational-guidelines.md,09-full-combined-final-transcript.md
T-011,",so it doesnt update rid",3834.192725331579,17987.256825310043,R07,closed,08-transcript-R07-heap-use-cases-and-operational-guidelines.md,09-full-combined-final-transcript.md
T-012,"staging, load fast,then",1397.2185553568597,16017.337617823805,R05,closed,06-transcript-R05-heaps-clustered-and-nonclustered-lookups.md,09-full-combined-final-transcript.md
T-013,add indexes,1397.2185553568597,16139.226493149325,R05,closed,06-transcript-R05-heaps-clustered-and-nonclustered-lookups.md,09-full-combined-final-transcript.md
T-014,append only table,1404.6300802740006,18446.92487246776,R07,closed,08-transcript-R07-heap-use-cases-and-operational-guidelines.md,09-full-combined-final-transcript.md
T-015,minimum querying,1404.6300802740006,18568.813747793283,R07,closed,08-transcript-R07-heap-use-cases-and-operational-guidelines.md,09-full-combined-final-transcript.md
T-016,you just dont want indx,1294.6733914550068,18870.820980327186,R07,closed,08-transcript-R07-heap-use-cases-and-operational-guidelines.md,09-full-combined-final-transcript.md
T-017,in an intermediate step,1294.6733914550068,18992.70985565271,R07,closed,08-transcript-R07-heap-use-cases-and-operational-guidelines.md,09-full-combined-final-transcript.md
