use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status,transcript_file,authoritative_transcript
IU-001,image-835669c1678b5bec9c613dfd6ae0027f89e1ce2c,14c75a1d8b35.png,14c75a1d8b35,R01,7043.834477900222,10.0,986.0,416.0,1.0,,T-001|T-002|T-071,usually more than just sorted|index seek|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-002,image-aad9a06fc9b0d0a94d05a89c27bae3547c3e02c0,0bc0f0e0e921.png,0bc0f0e0e921,R01,7059.223265063851,467.0001017252507,993.0,362.0,1.0,,T-001|T-002|T-071,usually more than just sorted|index seek|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-003,image-a4b8f1b7a06a391d5ede9197aae55eb3defa71e2,26ae1d849d33.png,26ae1d849d33,R01,7055.6616298511235,827.5845472547662,968.0,482.0,1.0,,T-001|T-002|T-071,usually more than just sorted|index seek|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-004,image-600d2c06deecd0a82211193b10f1709b6452e92f,3200090e6e27.png,3200090e6e27,R01,7062.760347312114,1370.4260050455632,980.0,407.0,1.0,,T-001|T-002|T-071,usually more than just sorted|index seek|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-005,image-3864b70dab2b49d2d9324c9bfa5b6d6ea24034cf,7d5e1bdbc655.png,7d5e1bdbc655,R01,7063.778671422356,3039.741126166424,995.0,302.0,1.0,,T-002|T-071|T-001,index seek|index scan|usually more than just sorted,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-006,image-1efcf91cced3e77eb2875a4eef1432689f34b9ea,b0184bb4f425.png,b0184bb4f425,R01,7038.667709810377,2059.351976135833,913.0,289.0,1.0,,T-001|T-002|T-071,usually more than just sorted|index seek|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-007,image-1217c4ab2c9a6f26fe8888bba988c72d98420b0a,6efd25b698ce.png,6efd25b698ce,R01,7035.167790888503,2370.7964138454554,930.0,387.0,1.0,,T-001|T-002|T-071,usually more than just sorted|index seek|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-008,image-64d12304cbb814fa164281b059624abff0ee0e07,c5152ad5e0e1.png,c5152ad5e0e1,R01,5985.995344940848,3578.644372141236,769.0,482.0,1.0,,T-070|T-002|T-003,table scan|index seek|nonclustered,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-009,image-9e7de5dc8415de13372b61af3dd9a3d037481fff,832f3f9ad72e.png,832f3f9ad72e,R01,5956.4248691306275,4082.191431025858,964.0,228.0,1.0,,T-070|T-003|T-002,table scan|nonclustered|index seek,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-010,image-3d9d58ca687fb8a559a17c54bbc9d3eeb5fad886,14a9955c4ef7.png,14a9955c4ef7,R01,7087.591688385184,3578.9136702022806,995.0,299.0,1.0,,T-002|T-071|T-067,index seek|index scan|clustered,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
IU-011,image-ba44b9db00b180a70fc54e000b75e9d578086bc8,a1d4ba7fefce.png,a1d4ba7fefce,R01,7084.280343246355,3895.4004691699083,876.0,482.0,1.0,,T-002|T-067|T-071,index seek|clustered|index scan,closed,02-transcript-R01-index-foundations-seeks-scans-and-covering.md,09-full-combined-final-transcript.md
