source_id,fileId_short,initial_candidate_band,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,x,y,width,height,nearest_labels_for_search_only
S-001,3fb4712723,R01-left-testing-create-jsonpatch-shortcuts,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,4318.064,493.595,1114.0,369.0,"L-001: CREATE RESOURCE | L-007: dispose requestmessage and especiallty response message | L-014: NEED TO BUILD SOME CLEAR STEPS FOR USING HTTPCLIENT | L-006: quick | L-025: IF WE WANT, WE CAN ADD READING ON HEADERS ARRIVE"
S-002,8f3371b543,R01-left-testing-create-jsonpatch-shortcuts,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,39.517,497.856,760.0,482.0,"L-002: TESTING | L-001: CREATE RESOURCE | L-045: you cant set specific acept header for specific request with shortcusts, if you have diffe | L-043: Why not to use shortcuts all the time? | L-053: using Microsoft.AspNetCore.JsonPatch;"
S-003,e3fca9bd34,R01-left-testing-create-jsonpatch-shortcuts,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,926.46,508.097,695.0,482.0,"L-002: TESTING | L-001: CREATE RESOURCE | L-045: you cant set specific acept header for specific request with shortcusts, if you have diffe | L-043: Why not to use shortcuts all the time? | L-053: using Microsoft.AspNetCore.JsonPatch;"
S-004,7bf2390123,R03-theory-typed-client-jsonoptions-part1,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,16205.417,722.339,1277.0,369.0,L-015: Factory will automatocally creqate instance of httpclient | L-003: TYPED HTTPCLINET | L-022: Injecting via constructor | L-008: configuring default json options with jsonoptions wrapper | L-033: !!!
S-005,9976193b53,R01-left-testing-create-jsonpatch-shortcuts,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,3155.014,864.577,837.0,409.0,"L-001: CREATE RESOURCE | L-002: TESTING | L-043: Why not to use shortcuts all the time? | L-045: you cant set specific acept header for specific request with shortcusts, if you have diffe | L-007: dispose requestmessage and especiallty response message"
S-006,51aa89fb6b,R02-base-usage-quick-headers-dispose,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,10196.455,909.359,1383.0,369.0,"L-004: accept/contenttype headers, | L-005: sometheory | L-021: when getting objects stream | L-023: often there is a pipeline of handlers | L-019: default, but not all message hand;ers"
S-007,b65a03d109,R03-theory-typed-client-jsonoptions-part1,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,12267.022,915.452,1004.0,369.0,"L-005: sometheory | L-019: default, but not all message hand;ers | L-023: often there is a pipeline of handlers | L-024: there can be a caching handler that instead of | L-004: accept/contenttype headers,"
S-008,c4bcad034a,R02-base-usage-quick-headers-dispose,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,7746.759,917.461,801.0,139.0,"L-006: quick | L-007: dispose requestmessage and especiallty response message | L-014: NEED TO BUILD SOME CLEAR STEPS FOR USING HTTPCLIENT | L-021: when getting objects stream | L-025: IF WE WANT, WE CAN ADD READING ON HEADERS ARRIVE"
S-009,51c71f9000,R01-left-testing-create-jsonpatch-shortcuts,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,5474.552,996.45,942.0,237.0,"L-001: CREATE RESOURCE | L-007: dispose requestmessage and especiallty response message | L-014: NEED TO BUILD SOME CLEAR STEPS FOR USING HTTPCLIENT | L-006: quick | L-025: IF WE WANT, WE CAN ADD READING ON HEADERS ARRIVE"
S-010,53815676e5,R01-left-testing-create-jsonpatch-shortcuts,unprocessed-stage0-candidate,,no,yes,Stage0 coordinate/label checklist only; not source of truth.,Must be visually/semantically checked during transcript pass.,15.115,997.851,800.0,482.0,"L-002: TESTING | L-001: CREATE RESOURCE | L-045: you cant set specific acept header for specific request with shortcusts, if you have diffe | L-043: Why not to use shortcuts all the time? | L-053: using Microsoft.AspNetCore.JsonPatch;"
