image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,"array literals, constructors, Array.of and Array.from",processed,a12935c6167b,image-a0bd8dd1784bc7e82574782f3f72fe42aa4c3cb4,539.2392338454518,95.80901188542612,950.0,414.0,950,414,source/images/a12935c6167b.png
S-002,R01,"array literals, constructors, Array.of and Array.from",processed,a724e88818f3,image-0fbd2da1a9b047f1615270dac3fed88986f0d6c6,4945.78628962116,204.1731931976865,1009.0,263.0,1009,263,source/images/a724e88818f3.png
S-003,R01,"array literals, constructors, Array.of and Array.from",processed,323ff7e6dbde,image-46f2eda0aabc6c10ea5fce360b7a8627ec821a7f,2366.4059178176776,315.9541012269849,788.0,482.0,1038,635,source/images/323ff7e6dbde.png
S-004,R01,"array literals, constructors, Array.of and Array.from",processed,d2586de157a1,image-ee9395f0253491c46dbbe7c046e19faa2b7f1859,3230.0430234405785,342.94213850589153,1003.0,410.0,1003,410,source/images/d2586de157a1.png
S-005,R01,"array literals, constructors, Array.of and Array.from",processed,032c470e90ed,image-1091d9656c0dfa52846301b917881e39f89360a9,5041.667024554628,502.81718327260387,888.0,464.0,888,464,source/images/032c470e90ed.png
S-006,R01,"array literals, constructors, Array.of and Array.from",processed,c9a6e598d51f,image-ab2299ad5ff7b912e65e97d30ad51f16869eb62d,665.170762667147,581.6528127480533,705.0,482.0,944,646,source/images/c9a6e598d51f.png
S-007,R01,"array literals, constructors, Array.of and Array.from",processed,699f24144cc3,image-c9cd0f6d56f390fe1167309495d792f48a97bd7b,3196.5678307361113,775.4701108809397,1003.0,444.0,1003,444,source/images/699f24144cc3.png
S-008,R02,"holes, initialized values and repeated-reference pitfalls",processed,45f04b84d3ee,image-58888a332171289e56543f82810e4cd39f17b51e,2412.2545376596013,840.215867400789,644.0,482.0,903,676,source/images/45f04b84d3ee.png
S-009,R02,"holes, initialized values and repeated-reference pitfalls",processed,1b83c3d40ac1,image-7c76740599d71d58cbe632e4a1d87004b99c1e92,5015.735500124899,1013.7788827872828,959.0,365.0,959,365,source/images/1b83c3d40ac1.png
S-010,R02,"holes, initialized values and repeated-reference pitfalls",processed,75adfd0c5ad0,image-b1d6423dcfded4ce3fa566719b3db4062849dd2f,561.0637003580732,1133.3824609533533,910.0,448.0,910,448,source/images/75adfd0c5ad0.png
S-011,R02,"holes, initialized values and repeated-reference pitfalls",processed,c7fe3e2466c6,image-8db7fd7397d9c6e835c97af6b801380a29a5edac,3216.176432811084,1289.755743442066,959.0,391.0,959,391,source/images/c7fe3e2466c6.png
S-012,R02,"holes, initialized values and repeated-reference pitfalls",processed,67048e628409,image-4081c3c0117350b8763ba7886766ce278edb2bf8,2257.147397527615,1384.8729998308381,795.0,250.0,795,250,source/images/67048e628409.png
S-013,R03,matrices and independent inner arrays,processed,0a8eeb8cd0f8,image-3c4f84589844c58640aeac18d7b5fa299b401aca,10.0,1650.4467529032652,768.0,401.0,768,401,source/images/0a8eeb8cd0f8.png
S-014,R03,matrices and independent inner arrays,processed,08c3a1d3cd9c,image-1c8783068a106156a492db3dd98bc3ea57779cfc,3236.7256095775583,1694.4816223262487,784.0,428.0,784,428,source/images/08c3a1d3cd9c.png
S-015,R03,matrices and independent inner arrays,processed,278e739a2c60,image-9044b17a033f39b0a2a4cfe75ace468dfc181155,995.486261668851,1728.5948959674406,780.0,415.0,1003,534,source/images/278e739a2c60.png
S-016,R03,matrices and independent inner arrays,processed,09fc364fcb52,image-bcbcefaf791961f7cf3d391f2a775bec8786d3da,2360.5462128209583,1756.469173540704,662.0,630.0,781,743,source/images/09fc364fcb52.png
S-017,R03,matrices and independent inner arrays,processed,f9177bcee515,image-9bfb877bc9ae821d95e9d8b265fb2c1dca2da432,31.412664504278382,2098.669042942328,702.0,289.0,702,289,source/images/f9177bcee515.png
S-018,R03,matrices and independent inner arrays,processed,8c8b21dddaa9,image-0361e7718dfdecede40ecbf08f79f293f4db24dd,3156.8539499454964,2221.7478711509493,987.0,477.0,987,477,source/images/8c8b21dddaa9.png
S-019,R04,typed arrays and true fixed-length numeric storage,processed,394b2fbc690a,image-18c8ca1d67f03e91852fb6ffcc66920d7874464a,3193.401276544604,2733.165650013797,781.0,482.0,827,511,source/images/394b2fbc690a.png
