source_id,image_use,file_sha,x,y,width,height,candidate_region,status,notes
S-001,U-001,0cb619341f47c28f0de11cbb4c006f0f43826b31,2151.4452421695682,547.1348945885006,794.0,413.0,R01,unprocessed,
S-002,U-002,3f6b3a0fffbf09130d1cef908bd377a4896c9760,2152.111959698865,975.301490047485,746.0,382.0,R01,unprocessed,
S-003,U-003,44f4c5d19ca0086228c2569c41207a496076c2c3,2106.111959698865,1376.6348030357663,918.0,350.0,R01,unprocessed,
S-004,U-004,341d21df93e84af8f61c1bf00adfbdc974c671e6,2120.611959698865,1734.301490047485,953.0,320.0,R01,unprocessed,
S-005,U-005,b47713dbcda5d49fee9b50495cfd7afc59957eb6,2140.4453337223026,2075.9681160240475,964.0,346.0,R01,unprocessed,
S-006,U-006,7077f6df5878daaf94f60c2ec9f3a6a9bf518fab,3141.3458893807233,590.8018590101678,937.0,296.0,R01,unprocessed,
S-007,U-007,d34066da6eab4955ae0282528594a11947daebd8,3133.368462751688,906.959552006902,923.0,482.0,R01,unprocessed,
S-008,U-008,c45c4ffa30724fff60346e9d651270400b635519,210.48609937983383,466.3799209030208,907.0,236.0,R01,unprocessed,
S-009,U-009,2fa13eba17270130032d57601c1aace1f937e0b6,158.96018559635104,746.7282429910942,998.0,181.0,R01,unprocessed,
S-010,U-010,07735a0ec4c6ab46b36941a1e508a2bdab6df6a4,133.687458323624,946.1827329591347,874.0,153.0,R01,unprocessed,
