label_id,region,semantic_review_status,x,y,text
T-001,R01,processed,5418.20329348278,10.0,some general yapping
T-002,R02,processed,5542.391382036072,248.2141331263956,to get type  === so typeof() or gettype()
T-003,R02,processed,5542.391382036072,248.2141331263956,to get memberinfo == type.getmembers
T-004,R02,processed,5542.391382036072,248.2141331263956,to get ctor == type.getconstructor or getconstructors
T-005,R02,processed,5542.391382036072,248.2141331263956,"or Activator.createinstance(typeof(),new obj[])"
T-006,R02,processed,5542.391382036072,248.2141331263956,"to get method  === type.getmethods().where() or t.getmethod(""name"")"
T-007,R02,processed,5542.391382036072,248.2141331263956,"invoke method minfo.invoke(instance,new object[]{})"
T-008,R02,processed,5542.391382036072,248.2141331263956,to get parameters ===ctor.getparameters or method.getparameters
T-009,R02,processed,5542.391382036072,248.2141331263956,to get props  === type.getproperty() or getproperties
T-010,R02,processed,5542.391382036072,248.2141331263956,to get fileds === type.getfileds or getfield
T-011,R02,processed,5542.391382036072,248.2141331263956,to get events === type.getevents or getevent(name)
T-012,R02,processed,5542.391382036072,248.2141331263956,to get interfaces === type.getinterfaces or get interface
T-013,R02,processed,5542.391382036072,248.2141331263956,to get nested types == type.getnestedtypes or getnestedtype
T-014,R02,processed,5542.391382036072,248.2141331263956,ATTRIBUTES
T-015,R02,processed,5542.391382036072,248.2141331263956,to get attributes === type/method/prop etc .getcustomattributes() or
T-016,R02,processed,5542.391382036072,248.2141331263956,getcustomattribute
T-017,R02,processed,5542.391382036072,248.2141331263956,GENERICS
T-018,R02,processed,5542.391382036072,248.2141331263956,isgenerictypedefinition isgenericmethoddefinition
T-019,R02,processed,5542.391382036072,248.2141331263956,getgenerictype definition getgenericmethoddefinition
T-020,R02,processed,5542.391382036072,248.2141331263956,getgenericarguments - both
T-021,R02,processed,5542.391382036072,248.2141331263956,TO INVOKE METHOD OR CREATE INSTANCE NEED
T-022,R02,processed,5542.391382036072,248.2141331263956,get methodinfo
T-023,R02,processed,5542.391382036072,248.2141331263956,"method.makegenericmethod(gentypearg1,gentypearg2)"
T-024,R02,processed,5542.391382036072,248.2141331263956,method.invoke
T-025,R02,processed,5542.391382036072,248.2141331263956,___
T-026,R02,processed,5542.391382036072,248.2141331263956,getgenerictypedefinitoin
T-027,R02,processed,5542.391382036072,248.2141331263956,gentypedef.makegenerictype(gentypearg)
T-028,R02,processed,5542.391382036072,248.2141331263956,activator.createinstance(gentype)
T-029,R01,processed,585.7830753316703,761.5968757650262,binding flags
T-030,R02,processed,6401.97466880859,1570.8317720839577,using gen method
T-031,R02,processed,6401.97466880859,1570.8317720839577,and gen type that
T-032,R02,processed,6401.97466880859,1570.8317720839577,we ve just created
T-033,R02,processed,6164.0491258895245,1867.8578160292177,member
T-034,R02,processed,8959.87410256105,2005.3444484853057,methods
T-035,R01,processed,4981.892161181344,2017.0727234045617,general shit
T-036,R01,processed,4981.892161181344,2017.0727234045617,type
T-037,R01,processed,4981.892161181344,2017.0727234045617,assembly
T-038,R01,processed,3402.832511778554,2047.670858820171,properties
T-039,R02,processed,10056.364600421435,2053.200781711172,parameterinfo
T-040,R01,processed,2394.4990767199606,2101.004141290874,fields
T-041,R02,processed,7678.4722551596315,2156.253532788861,constructors
T-042,R02,processed,7678.4722551596315,2156.253532788861,activator.createinstance
T-043,R02,processed,6188.9070570300555,2174.5885176959905,member info
T-044,R02,processed,6188.9070570300555,2174.5885176959905,getmemberinfo
T-045,R02,processed,6188.9070570300555,2174.5885176959905,getmembers
T-046,R01,processed,893.7919710052092,2222.91349595266,declaredonly
T-047,R01,processed,893.7919710052092,2222.91349595266,flattenhierarchy
T-048,R02,processed,8514.085305873361,2629.4831666420428,not type
T-049,R02,processed,8514.085305873361,2629.4831666420428,real instance
T-050,R01,processed,720.5966632688878,3772.2237370095568,attributes
T-051,R02,processed,5893.780483259128,3898.9306873298765,nested types
T-052,R01,processed,1504.381724063554,4113.0886287886915,??? about safety
T-053,R02,processed,7596.43107399989,4223.3747587817,interfaces
T-054,R02,processed,9158.327390951139,4228.205578148214,declaring type
T-055,R02,processed,9158.327390951139,4228.205578148214,reflected type
T-056,R01,processed,2378.543894276102,4869.099617241716,isdefined
T-057,R01,processed,1143.7636044520596,4943.037118578711,safety??
T-058,R01,processed,3508.1737499618657,5406.877089843714,getmethod
T-059,R01,processed,3508.1737499618657,5406.877089843714,setmethod
T-060,R02,processed,5975.840790016889,5584.5621420932075,eventinfo
T-061,R01,processed,2400.430433879144,5756.3705129472,inherit
T-062,R01,processed,943.2549807878404,5794.847244543085,!!!!
T-063,R01,processed,126.40969394874628,5865.4261850706025,getcustomattribute and
T-064,R01,processed,126.40969394874628,5865.4261850706025,no attributes - throws
T-065,R03,processed,2100.5044686613323,6674.733521570747,!!!
T-066,R03,processed,7573.877270016383,6717.835520077326,generic types and methods
T-067,R03,processed,8776.352628136112,6987.593981922239,generic
T-068,R03,processed,2258.20814384008,7283.037179613867,static attribute shit
T-069,R03,processed,2258.20814384008,7283.037179613867,that others doent have
T-070,R03,processed,8970.169482893758,8316.035346102632,makegenericmethod
T-071,R03,processed,8970.169482893758,8316.035346102632,invoking
T-072,R03,processed,7686.67302499481,8399.9507053575,generictypedefinition
T-073,R03,processed,8997.39170511598,9017.172910625512,makegenerictype
T-074,R03,processed,828.9248948310524,9180.432663241594,isassignablefrom
T-075,R03,processed,828.9248948310524,9180.432663241594,is/isinstanceeoftype
T-076,R03,processed,828.9248948310524,9180.432663241594,obj.gettype == typeof
T-077,R03,processed,2068.5713123139876,9225.230660995625,type checking
T-078,R03,processed,2068.5713123139876,9225.230660995625,inheritance checking
T-079,R03,processed,852.0948995392991,10054.189879114132,is   isinstance of
T-080,R04,processed,3743.503015083055,11230.686535032735,byref types
T-081,R04,processed,738.0293416257919,11437.701941786436,getelement type
T-082,R04,processed,2457.0378877391317,11486.686160970621,pointers
T-083,R04,processed,540.9062569128055,12115.657934337447,nullable.getunderlyingtype
T-084,R04,processed,3923.503015083055,13817.353405149923,byref types
T-085,R04,processed,4005.003939507579,15065.555643606358,props/methods
T-086,R04,processed,5729.980083204973,16565.530969653435,almost never seen in c#
T-087,R04,processed,4556.29792472983,17272.746571472915,example outputs
T-088,R04,processed,3910.155497250984,17423.617772590907,when is in may be enough
T-089,R04,processed,5094.735724763456,17435.781760672515,when you may need required custom modifiers
