source_id,region,decision,reason
S-001,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-002,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-003,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-004,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-005,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-006,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-007,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-008,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-009,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-010,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-011,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-012,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-013,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-014,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-015,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-016,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-017,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-018,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-019,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
S-020,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-021,R01,included-in-r01r02r03-final-v001,auth cookie options / full defaults / plain CookieOptions / AddCookie impact / UseCookiePolicy / Cookie.Name / normal cookie flow
S-022,R02,included-in-r01r02r03-final-v001,general cookie theory / request-response cookies / partitioned and third-party cookies / how cookies look / HttpOnly vs non-HttpOnly / refresh-token storage notes
