source_id,decision,region,status,reason,notes
S-289,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-297,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-304,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-305,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-306,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-307,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-310,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-315,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-316,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
S-317,included-in-R14-persistence-hydration-pruning-stage5c-v001,R14,verified-visible-ocr-assisted,"persistQueryClient, PersistQueryClientProvider, persisters, dehydrate/hydrate, buster, gcTime, meta filtering, pruning, and storage quota.",Visible text present; no OCR timeout/error placeholder is used.
