source_id,decision,region,status,reason,notes
S-275,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-280,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-281,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-282,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-286,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-291,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-294,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-296,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-301,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-302,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-312,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-314,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-327,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-334,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-284,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-290,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-303,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-309,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-311,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-320,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
S-326,included-in-R09D-offline-fetchstatus-resume-tail-stage5c-v001,R09D,verified-visible-ocr-assisted,"NetworkMode tail: online/always/offlineFirst, fetchStatus paused, offline-aware UI, and resumePausedMutations.",Visible text present; no OCR timeout/error placeholder is used.
