item_type,item_id,secondary_id,sha256,region_id,status,previously_present,restored,assignment_count,evidence
image_use,S-001,IU-001,08de323589d06fb15908ee859002a80a2c6ea294cc9a629e4c66b12d7ca0da5e,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-002,IU-002,b705ad545dc2c3d7fc7f6d452f8b2d9c1925df56e132c143ed56a0f1bd64e302,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-003,IU-003,a6307f25678c70137dbcb3b735a7ba9809f661b7077dced9a95b0ab4fe61b71b,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-004,IU-004,519bfc92f122437336c23ac1b55bb57fc78619b6e2f9e607dcef496ed1fa7e21,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: IOException, HttpRequestException, cancellation, and failure boundaries"
image_use,S-005,IU-005,effe5e2af407389cbd8c573d2fb8cbf2bb986be801b4c3b0296aa3206eaa25d1,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-006,IU-006,050e8325a2e6142454cf90fc8ccf067404f9e9bb88e4ec2f09b2c8d00883cb89,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-007,IU-007,0f81869aa446d1879c865e9160b3b7d069d67b5c9ae1955891748c7bce5d7b95,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-008,IU-008,ca9327eeae8503fc5ebdd02ef7dc711ec9e5c8ed38aeaab8d92f97e79b772148,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: IOException, HttpRequestException, cancellation, and failure boundaries"
image_use,S-009,IU-009,8e9688dcc6cca9062a68713e3d6c54546bcea3f2681a0e21842c7386305dc641,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
image_use,S-010,IU-010,74b9c231f04ee90c67f1d1a587a71e2bfee07b2d70a49ac458547066b7b28d92,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: IOException, HttpRequestException, cancellation, and failure boundaries"
image_use,S-011,IU-011,e8fdb32b1958985b6f6885b6e9bb670fe8987d5008f58018f3e761b43cbbfd39,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: ASP.NET Core response BodyWriter and PipeWriter
image_use,S-012,IU-012,e791abe869831f79afd71a0334405a711c419669ee5162b8ae3602e2e25c6888,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: ASP.NET Core response BodyWriter and PipeWriter
image_use,S-013,IU-013,86eb68bdc3670feffbd72f4b58cda9215fe347ebebe22245fdc9f09d36970583,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: Browser Fetch ReadableStream, reader loops, and TextDecoder"
image_use,S-014,IU-014,2d345c48f3aaf9b697f4d6f12f4010c5146087aef2e99d9f93160e66a3a5ade0,R06,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R06: WebSocket message framing, server receive loops, and browser message events"
image_use,S-015,IU-015,8b602ade1ea2e4ab75c2a88c036784eec9d4ed5598dc2dbe3cbf0c1684abe72e,R06,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R06: WebSocket message framing, server receive loops, and browser message events"
image_use,S-016,IU-016,a6b4a88a1649484bd00bdd09fa275dd35924852e0a7a843496ce82c4239e2bf6,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: Browser Fetch ReadableStream, reader loops, and TextDecoder"
image_use,S-017,IU-017,8706118b38f963e62415fd2df164070085dc7ee7eb4f235118147b1ebd264538,R06,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R06: WebSocket message framing, server receive loops, and browser message events"
image_use,S-018,IU-018,211f4c16adb28b899d49a2ebdf9fe692ee4f534c8be07bbd8fef52d759f7d7a1,R06,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R06: WebSocket message framing, server receive loops, and browser message events"
image_use,S-019,IU-019,341ac6c067abce8d4cfe7a73c968e8224ec0dc1db1e7b6afc9ad5625fe6225a5,R06,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R06: WebSocket message framing, server receive loops, and browser message events"
image_use,S-020,IU-020,ddac6e0182a8f6c32c0618ed044973d253ae5167bc76a1a566a792032a89e4d5,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: HttpClient response streaming, ResponseHeadersRead, and CopyToAsync"
image_use,S-021,IU-021,3c8e49f8eda305bdadce04b5c9b405af1f96b56d40cff9a5b216c5af096c3962,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: HttpClient response streaming, ResponseHeadersRead, and CopyToAsync"
image_use,S-022,IU-022,40e20984c624493ef79432c70d0c2a95de55df806e7d9deb8ddcd6033540e47e,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: HttpClient response streaming, ResponseHeadersRead, and CopyToAsync"
image_use,S-023,IU-023,c3676a5ed1331565128ddfa07a902f8d9472a1cf4759468322a4b04d6336d81b,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: HttpClient response streaming, ResponseHeadersRead, and CopyToAsync"
svg_text_node,T-001,,289bff1ab31b8731567e4767fa42c243cdf983ca8b03b77728edafc266dd55ca,R01,processed-semantic-transcript,False,True,1,controller asp
svg_text_node,T-002,,89e459df9814027dac52dca8d19751a80eea17562bfbe94ac05508771eabdd37,R01,processed-semantic-transcript,False,True,1,pipereader
svg_text_node,T-003,,baee3ba0880462b8df610292cb1f4286cc6871834cc50faa489f3107afa5cdc1,R01,processed-semantic-transcript,False,True,1,make sense the most with sequence reader that provides cursor api
