text_id,text,x,y,font_size,sha256,region_id,node_kind,coverage_status,assignment_count
T-001,controller asp,2477.99283667714,236.0841694132486,256.62221272786445px,289bff1ab31b8731567e4767fa42c243cdf983ca8b03b77728edafc266dd55ca,R01,semantic,processed-semantic-transcript,1
T-002,pipereader,4053.1598966663005,443.43571986391925,103.99999999999997px,89e459df9814027dac52dca8d19751a80eea17562bfbe94ac05508771eabdd37,R01,semantic,processed-semantic-transcript,1
T-003,make sense the most with sequence reader that provides cursor api,4244.104857092285,537.3697022291327,20px,baee3ba0880462b8df610292cb1f4286cc6871834cc50faa489f3107afa5cdc1,R01,semantic,processed-semantic-transcript,1
T-004,"stream, reading bytes",2553.7435570854714,652.7379190826697,126.66674804687499px,076c5c6c26ba9334cb903921c2a056f754e8576974687bb7afb30082c2c91cfb,R01,semantic,processed-semantic-transcript,1
T-005,need to catch ioexception too,144.44880722508287,782.719918726217,88.7407497829861px,c9489f537aa3fe773a77af2bf450841294f85101c31b1373d624e61c3d598dac,R02,semantic,processed-semantic-transcript,1
T-006,can have overloads with pos,5247.912330441643,854.7941276173889,20px,98a653b280183ea13492c7fb24e1a73ef28d8b4a3a9bca50ef5f14a3b87807fc,R01,semantic,processed-semantic-transcript,1
T-007,of count of bytes form start,5247.912330441643,879.7941276173889,20px,f936090902b4e3a232a51292316daefe789d4bd02689b3fda905f8b91079e89d,R01,semantic,processed-semantic-transcript,1
T-008,to get it from steram failure,144.44880722508287,893.6458559549496,88.7407497829861px,35f5259f4a0d9572258b67be2bc9f38dcc1408047480f74c6dd63a8524f70dbc,R02,semantic,processed-semantic-transcript,1
T-009,or some sequenceposition,5247.912330441643,904.7941276173889,20px,7d81053aa54aff4cff547a94429eff08b5db95d2b00bfaf75a5f72fbeae64394,R01,semantic,processed-semantic-transcript,1
T-010,so how do we process bytes in loops in different situations?,2258.7798045736617,983.945509509832,20px,457302db45ee9c64484b2dce74e573e31488e74f120851da62c99fe8d89fb5ba,R01,semantic,processed-semantic-transcript,1
T-011,when using streams,144.44880722508287,1004.5717931836823,88.7407497829861px,b9b5c343d5ff2247ee3c9557609eb3b217cce53dbf71f22cd59e43b2047b3fe4,R02,semantic,processed-semantic-transcript,1
T-012,in controller endp,2267.5908824118396,1096.4047354644945,20px,28365b4e13e39b7c6df981783b504a6f0927c3c798e0f3a92213cf34672bcf2c,R01,semantic,processed-semantic-transcript,1
T-013,"readasync, when returns 0 - the end of request",2267.5908824118396,1121.4047354644945,20px,7d97fb21cd60a3f09e75486a640acd9bca548eb826cdde704bde1f753027922c,R01,semantic,processed-semantic-transcript,1
T-014,if  there is some network error abort request will be fired,2267.5908824118396,1146.4047354644945,20px,cee398bb8405104cc0be286119d5af6b32fae924121d87336b9d13bfe6173956,R01,semantic,processed-semantic-transcript,1
T-015,,2267.5908824118396,1171.4047354644945,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R01,empty-structural,reviewed-empty-structural,1
T-016,"or can use readexactly/readatleast for some special behavior, we",2267.5908824118396,1196.4047354644945,20px,fc04d34103089282c34b406d091abf1e310f83be41cd2d8a997415f8c0f2fee2,R01,semantic,processed-semantic-transcript,1
T-017,need buffer here to write available or specified number of bytes,2267.5908824118396,1221.4047354644945,20px,dc9107920c2a9e4bc64349c2cf3ec391c69447f0b8eca5e1802017302ae84661,R01,semantic,processed-semantic-transcript,1
T-018,so we get unprocessed,3935.241020019864,1328.2278201880372,20px,36b751afe3a8cd18b2dc63de41bf05a5555f4a990bb6695ff289d825ab052fb7,R01,semantic,processed-semantic-transcript,1
T-019,buffer for next iteration,3935.241020019864,1353.2278201880372,20px,7a8f805c821680d117f203b2423fdf589c17c4ebdce38c9cbb4e070955f613c3,R01,semantic,processed-semantic-transcript,1
T-020,and we pass its start,3935.241020019864,1378.2278201880372,20px,bb21091b3fde20f12b0a636cbdaca36e82b94dbb848129298d8519975cd486da,R01,semantic,processed-semantic-transcript,1
T-021,and end,3935.241020019864,1403.2278201880372,20px,bbe708b01044c104d83840cbf9e22f5eacdd2da0a6a05edb196b6e81cc937e78,R01,semantic,processed-semantic-transcript,1
T-022,writing,4240.409816851096,2312.738224258451,126.66674804687499px,ee871105e875f3de6e0da042f7190bc83ef1e4444aadd528ee6e1f401a9217aa,R04,semantic,processed-semantic-transcript,1
