source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,asset_path,evidence
S-001,IU-001,image-914b80956bfea44d06fbe763c5bf15b41d599a7d,08de323589d06fb15908ee859002a80a2c6ea294cc9a629e4c66b12d7ca0da5e,909d2fecc6612782e1bb37f3e730bbf1c494d20d,4226.533605223867,572.1063999457983,932.0,351.0,932,351,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-001__08de323589.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-002,IU-002,image-bdf8560be99ed3bc484b96f1289bc0aef7d3cdbe,b705ad545dc2c3d7fc7f6d452f8b2d9c1925df56e132c143ed56a0f1bd64e302,db28e20b0fb5681e8886282643879c236397fe1a,4238.493971262971,919.1448145341419,824.0,463.0,879,494,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-002__b705ad545d.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-003,IU-003,image-b96bf01f54fe1518c269bfb938eda4437c652432,a6307f25678c70137dbcb3b735a7ba9809f661b7077dced9a95b0ab4fe61b71b,0ea3a355561b340a3252bf3445473465d6b3fec9,5204.079078488518,1008.5408320044735,497.0,146.0,965,283,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-003__a6307f2567.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-004,IU-004,image-fe78114099a04cc2711ca4a02ac500f4edaf0d43,519bfc92f122437336c23ac1b55bb57fc78619b6e2f9e607dcef496ed1fa7e21,db4553de549148c8334fa3f2465c0ce0f4b9e2dd,12.136363636363058,1143.9505511858915,1162.0,466.0,1162,466,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-004__519bfc92f1.png,"Visually reviewed and assigned to R02: IOException, HttpRequestException, cancellation, and failure boundaries"
S-005,IU-005,image-73e889e5af28b569f73b2d29cede0cb86839e9f4,effe5e2af407389cbd8c573d2fb8cbf2bb986be801b4c3b0296aa3206eaa25d1,759a0c3eaa15aa52783e6dbbd3c95c51746bb74e,2178.3333806362716,1245.4211545873732,947.0,234.0,947,234,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-005__effe5e2af4.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-006,IU-006,image-4dc77b37daec38487e861fbd3f2b2fd1bb00e522,050e8325a2e6142454cf90fc8ccf067404f9e9bb88e4ec2f09b2c8d00883cb89,66a2f88836e9b739fdd5bf1b2e88a1f2ab89dea0,4243.918314508723,1393.0422660816184,928.0,344.0,928,344,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-006__050e8325a2.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-007,IU-007,image-2353e8b0376902e0836d72b213b3b1a9a0b44ece,0f81869aa446d1879c865e9160b3b7d069d67b5c9ae1955891748c7bce5d7b95,eb22a343370982e3649da304e67e76da0ba9094f,2201.2580189071004,1521.2649600738696,882.0,482.0,947,518,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-007__0f81869aa4.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-008,IU-008,image-e9ee9e18cd78f394f87170fbb4e10b14fcc8879b,ca9327eeae8503fc5ebdd02ef7dc711ec9e5c8ed38aeaab8d92f97e79b772148,641b054b7005ffe4a425e64d43450b4535fdf620,10.0,1615.1778239131563,1159.0,389.0,1159,389,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-008__ca9327eeae.png,"Visually reviewed and assigned to R02: IOException, HttpRequestException, cancellation, and failure boundaries"
S-009,IU-009,image-97b02b497c86d33e3a1f7b8a95718d5d4e9d1a1b,8e9688dcc6cca9062a68713e3d6c54546bcea3f2681a0e21842c7386305dc641,d1c3307e9265136baa3443b2b68cab29a8a539f1,4236.918314508723,1746.516734606259,942.0,275.0,942,275,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-009__8e9688dcc6.png,"Visually reviewed and assigned to R01: ASP.NET Core request-body streams, loops, and PipeReader"
S-010,IU-010,image-6dba49ce224a2d55370e09beff39bb11663dad6c,74b9c231f04ee90c67f1d1a587a71e2bfee07b2d70a49ac458547066b7b28d92,8574e13822fd2af4b2546c7db07eae4da39b43d7,45.5988255620523,2046.446223634779,989.0,239.0,989,239,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-010__74b9c231f0.png,"Visually reviewed and assigned to R02: IOException, HttpRequestException, cancellation, and failure boundaries"
S-011,IU-011,image-b69b65a8f33e667379a76b19d756fd3fa36bcca4,e8fdb32b1958985b6f6885b6e9bb670fe8987d5008f58018f3e761b43cbbfd39,c759b46f91daf90172c7117c693a6a9285842ec1,4495.643490197277,2740.800313521493,885.0,404.0,885,404,R04,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-011__e8fdb32b19.png,Visually reviewed and assigned to R04: ASP.NET Core response BodyWriter and PipeWriter
