label_id,block_id,region_id,status,text,x,y
T001,B001,R03,pending_transcript,lockout with identity,7727.893493772448,3825.939077824619
T002,B002,R01,pending_transcript,iemailsender,4476.081737090864,896.7475737538249
T003,B003,R03,pending_transcript,url safety of identities tokens ,8874.12803156026,2920.1577609242127
T004,B004,R04,pending_transcript,so we can login with external login only if we have ,6071.022933677497,8327.116533364513
T005,B004,R04,pending_transcript,account for user and if we added login with info from ,6071.022933677497,8373.366533364513
T006,B004,R04,pending_transcript,actual google login ,6071.022933677497,8419.616533364513
T007,B004,R04,pending_transcript,,6071.022933677497,8465.866533364513
T008,B005,R05,pending_transcript,"default ui, api endpoints",5974.729674069093,14452.382304863086
T009,B006,R01,pending_transcript,"basics, min setup",2539.5716876251718,663.5617702636719
T010,B007,R01,pending_transcript,methods,6399.571687625172,121.59329748535154
T011,B008,R03,pending_transcript,email confirmation password reset,6120.164867963714,3298.5870531412775
T012,B009,R04,pending_transcript,external login,7740.9903117764925,5589.394749815929
T013,B010,R04,pending_transcript,Challenge method,6438.9903117764925,6093.329960570323
T014,B011,R02,pending_transcript,jwt + identity implementation,3500.791169878821,4207.727291474938
T015,B012,R02,pending_transcript,so just an normal jswt endpoint but with manager that verifies password,3699.990321949019,4351.1918919057725
T016,B012,R02,pending_transcript,,3699.990321949019,4376.1918919057725
T017,B012,R02,pending_transcript,build jwt ourselves,3699.990321949019,4401.1918919057725
T018,B013,R02,pending_transcript,using System.IdentityModel.Tokens.Jwt;,1795.5578308105469,5247.84377833764
T019,B013,R02,pending_transcript,using System.Security.Claims;,1795.5578308105469,5272.84377833764
T020,B013,R02,pending_transcript,using System.Text;,1795.5578308105469,5297.84377833764
T021,B013,R02,pending_transcript,using Microsoft.AspNetCore.Identity;,1795.5578308105469,5322.84377833764
T022,B013,R02,pending_transcript,using Microsoft.Extensions.Options;,1795.5578308105469,5347.84377833764
T023,B013,R02,pending_transcript,using Microsoft.IdentityModel.Tokens;,1795.5578308105469,5372.84377833764
T024,B013,R02,pending_transcript,,1795.5578308105469,5397.84377833764
T025,B013,R02,pending_transcript,public sealed class JwtOptions,1795.5578308105469,5422.84377833764
T026,B013,R02,pending_transcript,{,1795.5578308105469,5447.84377833764
T027,B013,R02,pending_transcript,"    public string Issuer { get; init; } = """";",1795.5578308105469,5472.84377833764
T028,B013,R02,pending_transcript,"    public string Audience { get; init; } = """";",1795.5578308105469,5497.84377833764
T029,B013,R02,pending_transcript,"    public string SigningKey { get; init; } = """"; // store in secrets",1795.5578308105469,5522.84377833764
T030,B013,R02,pending_transcript,    public int ExpMinutes { get; init; } = 60;,1795.5578308105469,5547.84377833764
T031,B013,R02,pending_transcript,},1795.5578308105469,5572.84377833764
T032,B013,R02,pending_transcript,,1795.5578308105469,5597.84377833764
