item_type,item_id,secondary_id,sha256,region_id,status,previously_present,restored,assignment_count,evidence
image_use,S-001,IU-001,7c6948fa6abea713f3cd3ef8919ae5d5e10c164fe54d8d244c8d5ad8f46b933e,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
image_use,S-002,IU-002,143bf7a03d4fedf874c246550447be10424a8bd8586ec6d6c73e6cf6d1c8d2e8,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-003,IU-003,5b1fed6bdab1e36d6469aa5f0e1f40616f36bc504c52cfa3da2284da33c394c4,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-004,IU-004,a6a44beb130c301043a289689c8e1272b40d058b17dae477b4bf224e35989bb3,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-005,IU-005,f79d21f610a2243e41b7a5f3bcc67d32c951235afd3ce1332dd8602c0dffa8b2,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
image_use,S-006,IU-006,e14562db7a30103d2c3ff2df4632c7865629b35240041ad889c2d8a700783879,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-007,IU-007,e83cc0c0c30350b61feeab1af6d0f3750dc5d1f08eaa81f028b9fb5870026040,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
image_use,S-008,IU-008,43525ab87a85b11d37cd91d5d649727064f9a7f8458876d97baba970ce1348b6,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-009,IU-009,c5e0fdf7e1ed3ab179b1b8ffe6ace71d5efb208e7c7a41cdb5b2636306edf081,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-010,IU-010,973f0d4fc09d1db0cf687edc1c9aa535bf191646018c1e688e3b6bd0cb8ed7eb,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-011,IU-011,4bd8474062d9682fde6c9c10fafd358d89557bf118bb7a01d22678615ac92800,R05,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
image_use,S-012,IU-012,e7f69f8e9c61098e1a74f048fe4a9f866b89dbb5d3b6b08ff840199aa517695c,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-013,IU-013,2a8060d437b35016ef077c70a9fe7ac0c1775ddbbfede3947e876f81238f0963,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-014,IU-014,013e20b3462ca38250ff368f430031129b4172cadc928ceb10d2b5d198fc663a,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
image_use,S-015,IU-015,0cc0a953f38655bd0b6f235a0758fc3fcc9c4dd7fcac2b2e78fb47689dfc10af,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-016,IU-016,172c820c226c9b6e2814a3be53c813440391ecfa7151d20ebfcbe9f655617c3e,R05,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
image_use,S-017,IU-017,4d88fd58057838902183ba5b66bcc114f9963dc5924348f476fcf33a13082b3f,R03,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
image_use,S-018,IU-018,a251234556dcdba9545140f67928bedc8d8ad6fe045ae35403e7916d25c3d3ff,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-019,IU-019,4a55134c02a498995e7caa18a795de9838ba15d30ebc8650ec42b1c9348f9971,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-020,IU-020,0c0be468ab523a2a0cd0ceda611c344039bcde179fd2bb4cdaf2da497d02128d,R05,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R05: DbCommand event data, logging, SQL mutation, suppression, and registration"
image_use,S-021,IU-021,fd555c2bdd405baaaad7bfa4f4029560a5ccb10316896118dd6eaea544740d9a,R01,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R01: SaveChanges lifecycle, event data, and successful-save auditing"
image_use,S-022,IU-022,10a434bc220c3020e3f0a5cc848aa78b0ad3ba163431eb8bc3cfe10773c3a570,R03,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
image_use,S-023,IU-023,bb08cd706def3f38cae098e6dfb69d22de50ca184502d5247980d25b8cd13a70,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-024,IU-024,801262a7a7059d4dfd5645e1a120747c17a37b38f14132711f94a5b6247bcdef,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-025,IU-025,140bdf03e8bddffd89bd4f8bbb3c1c74d79ec32c16c13e6ac50d5e05f091e3f5,R03,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
image_use,S-026,IU-026,6867b69654e3ebc106896d99c62891c7fe81caa4a95f3682e640d0bfc191f9a1,R03,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
image_use,S-027,IU-027,92fdc52870f7a27de1251ce3df76d24485460a62f25725e5a8ef56bebc389b7e,R03,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
image_use,S-028,IU-028,b47ac73fdca3992f8b07213cd8f5f2b5e10247e2fef87e67351be418ee6520ef,R03,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R03: Save failure, optimistic-concurrency, and cancellation callbacks"
image_use,S-029,IU-029,dc3b9fb0aa4e02f66e6730a4d0d2dd37b2a67ff458a1f31e20cebc28fb8cd043,R04,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R04: DbCommand categories, callbacks, and result shapes"
image_use,S-030,IU-030,d89aaf4b3a8b88c7971e60aa5551d3943bf3aa65490615c4a1f9a9e678b14610,R02,processed-semantic-transcript,False,True,1,"Visually reviewed screenshot assigned to R02: Save suppression, alternate results, and side-channel outcome reporting"
