id,text,x,y,transform
T-001,interlocked,0,113.40056639551798,
T-002,interlocked.read,0,274.2980783074334,
T-003,when literally have nothing to do,0,124.12306331380114,
T-004,Or,0,110.02706331380371,
T-005,and,0,110.02706331380371,
T-006,exchange,0,110.02706331380371,
T-007,add,0,110.02706331380371,
T-008,comparexchange,0,110.02706331380371,
T-009,decrement,0,110.02706331380371,
T-010,increment,0,110.02706331380371,
T-011,interlocked vs lock,0,89.03976201171872,
T-012,"or is good for adding flags,",0,49.42635345928389,
T-013,it doesnt toggle shit,0,119.55455076246761,
T-014,xor more like toggle or add,0,65.23315555555494,
T-015,if you have then toggle if you,0,157.78871111110965,
T-016,dont then add,0,250.34426666666434,
T-017,so its just | and &,0,53.86685714285659,
T-018,but interlocked,0,130.29542857142724,
T-019,~,0,195.3150563742895,
T-020,remove only,0,64.6780380243369,
T-021,some flag logic,0,156.44596938690344,
