source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,asset_path,evidence
S-001,IU-001,image-81ad7f950c9c92c389fb901e6d9495f9aafead2c,fa532804409b23cb0876df785c20004aa021c07979c9c2fe5f8185a45399dc39,661638cc4dd6069348cfd4536ab0b7513e7f3f54,3370.438421181072,167.66668701171875,1009.0,158.0,1009,158,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-001__fa53280440.png,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
S-002,IU-002,image-ca73377aa9463fa7a4ce3ab801af5e608fda47d4,f1279ecf0ae3f6adf5bd547e8dce392b8a227695f21998be760142678f761892,50aa45792639aacf48907a01a3b13cdbc4ba2d09,3378.605169227947,423.50006103515625,998.0,297.0,998,297,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-002__f1279ecf0a.png,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
S-003,IU-003,image-5c88323a178c823ae03eeeab923d2bcbb27c6255,bd5cadd3da6620e1ef6ddb713a5866e491918a788fc8e01ef1914ad5d0b6ef79,6871778e70c0859ef16d81cd8a6b74a76f9324e1,3427.2717952045095,799.5000610351562,746.0,153.0,746,153,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-003__bd5cadd3da.png,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
S-004,IU-004,image-508288ae54ba35e288e7ceaa4ceb97b5a8bfbcf9,7fbc57a24fda9ca15efe67040e670bdbdc5e56188e1cba0cd113c57b8dc089f6,a3caf8f839e0ba4134218fc9e0258396549242bb,2530.555526227148,1414.6207822153447,1006.0,454.0,1006,454,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-004__7fbc57a24f.png,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
S-005,IU-005,image-222f7f9f98b8666312a943e43de33607cb667628,f4f4175c25495ecfc11f81c8fb9a88c051974a8bdb9ae78e0b3be0bbf156434f,0605e19be2399217f04057b8e203722773a3c43b,186.77708281353944,1436.9587351580958,884.0,322.0,884,322,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-005__f4f4175c25.png,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
S-006,IU-006,image-9950a5c3551ff10b14e0e54a8565fa296eb2fd78,1edd92bf5b881f2ebbb7f9ff1ed59a54732869981d10a7a552fedbb4483e897c,655c712601f1fd25efc5c5e9e4680687a533dbd3,4172.93319616382,1461.5555800224975,785.0,482.0,977,600,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-006__1edd92bf5b.png,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
S-007,IU-007,image-62d86f6c9265377e7da71e071ad5c97dee3d68da,fb8bd8702fd6a524399d44166ff656e218ada9701726c6a0b25054bad03cbe74,18bc5537a5f47cdc69f31aded21acba0c3e7f12d,7103.077016139143,1676.6392778363952,1014.0,383.0,1014,383,R05,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-007__fb8bd8702f.png,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
S-008,IU-008,image-7bd81ed4e2fab3ef356c3a887f45eced45f2b862,24a1eea616c38f09768fab0c02947deb86e1d40cf08aee76191d84b1062d480b,2a04e56b96fa46257775eca2c5b81c956ce146e5,5903.8204475937555,1684.7345231977233,1023.0,153.0,1023,153,R05,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-008__24a1eea616.png,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
S-009,IU-009,image-fc23f46749554a2c1fbc02f127316b03a3ada4a8,1de52c3a5de7a3fd36e76934dfc84b02bfd30dbae425a61a569599ce79ca6445,e4eeb2fbbfa624ba95dd4e9849d7b324dfba4c51,5910.816048269519,1853.4115556684264,778.0,482.0,979,607,R05,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-009__1de52c3a5d.png,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
S-010,IU-010,image-c51471f97f56a4e8ad2c86ecc56017c337a5f285,5739ec9feb7f43145291e9a42ab30c1b0363f7221f8e840a67c7c84d1c70df1d,2f683fba3112391a09770d1b85275e7bc6ccd1a1,174.61722817233021,1874.1179546329413,883.0,341.0,883,341,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-010__5739ec9feb.png,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
