item_type,item_id,secondary_id,sha256,region_id,status,previously_present,restored,assignment_count,evidence
image_use,S-001,IU-001,fa532804409b23cb0876df785c20004aa021c07979c9c2fe5f8185a45399dc39,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-002,IU-002,f1279ecf0ae3f6adf5bd547e8dce392b8a227695f21998be760142678f761892,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-003,IU-003,bd5cadd3da6620e1ef6ddb713a5866e491918a788fc8e01ef1914ad5d0b6ef79,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-004,IU-004,7fbc57a24fda9ca15efe67040e670bdbdc5e56188e1cba0cd113c57b8dc089f6,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
image_use,S-005,IU-005,f4f4175c25495ecfc11f81c8fb9a88c051974a8bdb9ae78e0b3be0bbf156434f,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-006,IU-006,1edd92bf5b881f2ebbb7f9ff1ed59a54732869981d10a7a552fedbb4483e897c,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-007,IU-007,fb8bd8702fd6a524399d44166ff656e218ada9701726c6a0b25054bad03cbe74,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
image_use,S-008,IU-008,24a1eea616c38f09768fab0c02947deb86e1d40cf08aee76191d84b1062d480b,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
image_use,S-009,IU-009,1de52c3a5de7a3fd36e76934dfc84b02bfd30dbae425a61a569599ce79ca6445,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
image_use,S-010,IU-010,5739ec9feb7f43145291e9a42ab30c1b0363f7221f8e840a67c7c84d1c70df1d,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-011,IU-011,79553d4e42242eb542de668b95475dfc2a1a58d96e0adeb5fedd2b8583b4bc83,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
image_use,S-012,IU-012,64f08082d63bdfdca2ebe2f33bb79b351d144d859ff377b10ef8dd008cc08950,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-013,IU-013,53be29804c1cff0126698deb9bdc93bdd473db12b0a58c22e14fb0c0821d8a05,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
image_use,S-014,IU-014,f0b52db226cc4db5e9d17d3db7af18baa5c61d79909a406467c552219ece9da1,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-015,IU-015,2754d99f8998c967c01f41d991308fda24b497a0cede8252fe3ed6e63222d448,R05,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R05: MemoryBarrier, process-wide barriers, and speculation barriers"
image_use,S-016,IU-016,b84e667752573124e7ad4d659954d3b4f660d17d5d652617a0348eaf47cf20b2,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-017,IU-017,da33abf3ea9969edde2c2d34ea7f98fcd8161b836042d44929b7fbeaff90ca8f,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
image_use,S-018,IU-018,94b09bf9bd7468606cc51968aafeee348ebfc0e1eefacb3fa7e85639f2df94c9,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-019,IU-019,970e6d95fbcb1f36424cec044b53bf19f45489040604820cf4ffc02a071eb15a,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
image_use,S-020,IU-020,3bba01450039b2d3406b895ced54b79d50db05516e8044b07f2408cbbb263921,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-021,IU-021,2149d02cbc3804f857a6d92bc4b2e715972bd9b82b67e97834356a7139147174,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-022,IU-022,bf8aaf53723b7df8efabddb0d1776cacf1eb3794d2ea7a9c0f9e64b5ec119eb2,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
image_use,S-023,IU-023,7f3cb7144ff38e4011d460f7485611f69c7698d5ad81ef2c0a10564f58ca4656,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-024,IU-024,cf913466f6f8ee1f9539e5d798d6591b713391f9f9dfed735946e1c8741c98b2,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: Interlocked versus lock, process bitness, and atomic reads"
image_use,S-025,IU-025,7519a4b3afef6990f00d81bf9e2dd42d8f7e8996fffc5fa7d514b72027b85af2,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: Increment, Decrement, and Add counters"
image_use,S-026,IU-026,495da3e974e594a107a603965e1115525f001976f43e518e85d9aaa3ab8961e4,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-027,IU-027,84a08e0d2a0e09a66bc61c711c2ca763406bcb2ceb9be04078a33ec74b17ccd2,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-028,IU-028,5b9047c666c1807f97a50e07e93cef5756909826c6dba20321113be88d80b8f9,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: Exchange, CompareExchange, and compare-and-swap loops"
image_use,S-029,IU-029,dc259479d0e7e19aaa2fe4e60e0f99839bcf98ffc7574d0fc70795033385deef,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-030,IU-030,7c14d7eabae43b4bf98392b382e92c98dfed3908f5c9b31f5d2ca83319994eba,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-031,IU-031,05fc86fa94bb7dab988b313d049b897fa6d6bf7d27ea4601dfcad7eea2115a43,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-032,IU-032,2399e74748cb695f3636f1cfdd92f56877b1ee5873e5d1b30fbc3e5fdaac4c26,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-033,IU-033,c1d68ae18211af0513ac2286dee66a16c9e8000ff66a88f99a7b9bcd766e827b,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-034,IU-034,3292b6218644fe599af9daecbbfe60da5fe41351bf4f8966b4636c8b1372908a,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-035,IU-035,280afed3d94e52eadf65436fca0162bbb2dec7445eb0200e8393389fbe32d353,R04,processed-semantic-transcript,True,False,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-036,IU-036,b2904d62de3295488e401fd93559faf201bed1aad2f738f5400a1b9b1ac90aae,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-037,IU-037,2f08fd69bc5c58ebc41b303fb3c21f655596236f08707151f71b7285387ac45a,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-038,IU-038,6619cca87cbafa3052e354624f75aa0ebe41593169a6764340eaa0782797bdb5,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
image_use,S-039,IU-039,445f34de597aa088e4d87b51548a576d481ea4c8e362bf3020d2dc6cd68796e8,R04,processed-semantic-transcript,False,True,1,Visually reviewed and assigned to R04: Atomic Or/And flag manipulation and XOR mental model
svg_text_node,T-001,,2cd59865e6de6d94300c0119b35c7d3bf02d404c80c988833d64e5a22babdff2,R01,processed-semantic-transcript,True,False,1,interlocked vs lock
svg_text_node,T-002,,18828bfc74d15ac8fd0d800c489665227f90808a5003363637f00c8b854bb347,R01,processed-semantic-transcript,True,False,1,interlocked
svg_text_node,T-003,,6524291ae2030105357eaaa6fcb2cafa79ca1dc4ce33eb3c7bbcbb83197148ca,R01,processed-semantic-transcript,True,False,1,interlocked.read
