text_id,dom_group_index,x,y,group_x,group_y,rotation,font_size,fill,text
T-001,1,0.0,17.619999999999997,0.0,0.0,0.0,20px,#d3d3d3,"collection, can run linq"
T-002,2,0.0,17.619999999999997,0.0,0.0,0.0,20px,#d3d3d3,selectmany builds flattened collection in first
T-003,3,0.0,42.62,0.0,0.0,0.0,20px,#d3d3d3,callback and it may return it without secodn
T-004,4,0.0,92.62,0.0,0.0,0.0,20px,#d3d3d3,second callback allows to build result for each
T-005,5,0.0,117.62,0.0,0.0,0.0,20px,#d3d3d3,of the item of first callbacks result + from the items
T-006,6,0.0,142.62,0.0,0.0,0.0,20px,#d3d3d3,to which itmes from first callback belong
T-007,7,0.0,160.45946666666657,0.0,0.0,0.0,182.1333333333332px,#d3d3d3,join
T-008,8,0.0,74.00400000000003,0.0,0.0,0.0,84.00000000000004px,#d3d3d3,groupjoin
T-009,9,0.0,61.78743798828124,0.0,0.0,0.0,70.13330078124999px,#d3d3d3,group by
T-010,10,0.0,113.1595316569013,0.0,0.0,0.0,128.44441731770863px,#d3d3d3,selectmany
