source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,region_id,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,1,41ee41a1ab3ad121878f27b9e62f6332ecc9e268,41ee41a1ab,2719.796,1173.468,678.0,482.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.","L-014: CREATE PD FROM MODELSTATE | L-013: HELPER FOR MANUAL VALIDATOIN | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-007: AUTO RESPONSE ON INVALID MODELSTATE,",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-002,2,fdb9f4cb5c8df27df6dbf342340e3e2bbe170729,fdb9f4cb5c,2755.601,1685.939,749.0,447.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.","L-014: CREATE PD FROM MODELSTATE | L-013: HELPER FOR MANUAL VALIDATOIN | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-004: need to check if jsonpatchdoc valid first",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-003,3,a352fc31fc571883ead751102d86968bad9d868a,a352fc31fc,2762.034,2179.394,775.0,482.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.","L-014: CREATE PD FROM MODELSTATE | L-015: NOT RELATED, ABOUT PATCH VALIDATION | L-013: HELPER FOR MANUAL VALIDATOIN | L-004: need to check if jsonpatchdoc valid first",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-004,4,65843b420f82573d18728170c965a12ed50d3f94,65843b420f,1773.694,1210.717,858.0,343.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.","L-007: AUTO RESPONSE ON INVALID MODELSTATE, | L-014: CREATE PD FROM MODELSTATE | L-009: SO WE CAN GET IT AND EXECUTE | L-006: WHEN YOU HAVE SOME RULES, THAT CAN MAKE MODELSTATE INVALID AND YOU DIDNT REMOVE",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-005,5,de5be712a22d58f9ce3b8ad5e2ed8f3e2cd6732e,de5be712a2,1797.824,1574.31,709.0,451.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-009: SO WE CAN GET IT AND EXECUTE | L-010: IT WITH OUR ACTIONCONTEXT TO | L-011: DO MANUAL VALIDATION BUT WITH | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-006,6,4ab95270e4660fcf32264f6c1e02c6b3a295b1a9,4ab95270e4,1807.027,2088.476,738.0,436.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-009: SO WE CAN GET IT AND EXECUTE | L-010: IT WITH OUR ACTIONCONTEXT TO | L-011: DO MANUAL VALIDATION BUT WITH | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-007,7,9aadd6e0e23e7e711035862102a1ea6d403b79f2,9aadd6e0e2,1808.36,2556.513,682.0,374.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-012: CURRENT CONFIG | L-011: DO MANUAL VALIDATION BUT WITH | L-010: IT WITH OUR ACTIONCONTEXT TO | L-009: SO WE CAN GET IT AND EXECUTE,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-008,8,a2fda5249e19a3474196d73c9351dd51481e5b6f,a2fda5249e,1740.893,2969.024,935.0,482.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-001: with upsert | L-012: CURRENT CONFIG | L-011: DO MANUAL VALIDATION BUT WITH | L-010: IT WITH OUR ACTIONCONTEXT TO,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-009,9,d30e6f39fb1e2a1e2c1c859536626fab009f0bba,d30e6f39fb,1793.972,3507.717,853.0,199.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-001: with upsert | L-002: create flow IF  id missing | L-003: and then update flow as normal patch | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
S-010,10,d30bfab0f6cc719bb7121f14fc183eed545cecfe,d30bfab0f6,1796.185,3760.995,724.0,401.0,0.0,1,R02,invalidmodelstateresponsefactory-manual-response-helper,P01-R01-R02,"InvalidModelStateResponseFactory callback, building current-config invalid modelstate responses manually with ActionContext.",L-002: create flow IF  id missing | L-001: with upsert | L-003: and then update flow as normal patch | L-012: CURRENT CONFIG,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after P01 boundary review: InvalidModelStateResponseFactory callback and manual response helper with ActionContext.,R02,no-for-r02-v001
