source_id,image_use,file_sha,x,y,width,height,candidate_region,status,notes
S-001,IU-001,34a237dbf7,894.9909879926622,188.7041065514568,656.0,482.0,R01,pending-transcript,
S-002,IU-002,b62445d810,809.4046693951013,1202.693669539738,1131.0,481.0,R01,pending-transcript,
S-003,IU-003,2001d25c1c,833.2380434185388,1734.5271045983318,1094.0,388.0,R01,pending-transcript,
S-004,IU-004,c884a7aef6,801.2380434185388,3018.5270435631755,1102.0,388.0,R01,pending-transcript,
S-006,IU-006,987ffc172e,897.1044523532469,3511.3707935631755,550.0,482.0,R01,pending-transcript,
S-007,IU-007,d96dfd76c8,821.2141258885626,3936.704167586613,753.0,482.0,R01,pending-transcript,
S-008,IU-008,982f2e2516,838.0714174419763,4494.0270435631755,735.0,333.0,R01,pending-transcript,
S-005,IU-005,6f0ca8790e,852.4075983687399,4884.704472762394,690.0,482.0,R01,pending-transcript,
S-009,IU-009,15a2f13f58,842.9047914654138,5432.860417586613,656.0,482.0,R01,pending-transcript,
S-010,IU-010,bb5db927b1,759.9046693951013,5927.193852645207,918.0,456.0,R02,pending-transcript,
S-015,IU-015,b7efa0508b,654.0716615826013,6394.02713511591,1015.0,117.0,R02,pending-transcript,
S-011,IU-011,3da1a70c51,794.2380434185388,6537.6937916100505,620.0,355.0,R02,pending-transcript,
S-012,IU-012,7d96868e12,790.2380434185388,6915.5270435631755,644.0,426.0,R02,pending-transcript,
S-013,IU-013,f38a249ba8,877.0714174419763,7382.360417586613,497.0,295.0,R02,pending-transcript,
S-014,IU-014,826f34f2e0,834.7381654888513,7745.5270435631755,427.0,86.0,R02,pending-transcript,
S-016,IU-016,52075f94e1,645.5712953716638,7915.6937916100505,1000.0,327.0,R02,pending-transcript,
S-017,IU-017,79e54d4b38,672.0363896870422,8285.263937066466,959.0,364.0,R02,pending-transcript,
S-018,IU-018,e7ba2cd693,678.0714440985785,8732.704167586613,815.0,482.0,R02,pending-transcript,
S-019,IU-019,3c4502a042,730.1913475606857,9248.704167586613,633.0,482.0,R02,pending-transcript,
S-020,IU-020,5492f68b2d,652.4047914654138,9769.19379161005,765.0,476.0,R02,pending-transcript,
S-021,IU-021,4dd15fe209,688.6239462248709,10322.290201457912,708.0,431.0,R02,pending-transcript,
S-022,IU-022,11ee25c02e,681.6205232408201,10823.019915299401,682.0,482.0,R03,pending-transcript,
S-023,IU-023,b3e53dfc7a,619.0274335809568,11351.579675142122,818.0,476.0,R03,pending-transcript,
S-024,IU-024,cea5b472db,681.0714367162359,11871.35156427658,593.0,422.0,R03,pending-transcript,
S-025,IU-025,2c270c4903,654.5187858630293,12352.465700018767,628.0,415.0,R03,pending-transcript,
S-026,IU-026,03dbf1f18b,652.002914072727,12805.067887180006,581.0,482.0,R03,pending-transcript,
S-027,IU-027,e9031f3b70,681.3969862693348,13292.70415094066,529.0,482.0,R03,pending-transcript,
S-028,IU-028,e7fe429cc1,573.2397962945893,13797.007565593032,740.0,401.0,R03,pending-transcript,
S-029,IU-029,402e13745e,570.8008371886904,14214.78535693418,673.0,524.0,R03,pending-transcript,
S-030,IU-030,7f49bb0f55,590.095844752987,14816.56318896543,595.0,401.0,R03,pending-transcript,
S-031,IU-031,40686cfa6d,553.8180941019455,15251.490342560963,646.0,278.0,R03,pending-transcript,
S-032,IU-032,41da975e84,550.055332205638,15591.67427294981,646.0,401.0,R03,pending-transcript,
S-033,IU-033,90e90b84f7,521.227185011036,16054.785356934188,729.0,401.0,R03,pending-transcript,
S-034,IU-034,917a5bfe1b,454.09576337277804,16504.28535693419,904.0,249.0,R03,pending-transcript,
S-035,IU-035,f6c4054a9b,456.02050469691176,16845.742453902036,790.0,285.0,R03,pending-transcript,
S-040,IU-040,8d767ce567,396.1651858564169,17172.40978942893,838.0,420.0,R04,pending-transcript,
S-041,IU-041,4cb7ab519d,509.27981717798,17637.382232204996,655.0,482.0,R04,pending-transcript,
S-036,IU-036,d569315d96,510.480979195519,18447.14154207775,703.0,482.0,R04,pending-transcript,
S-037,IU-037,383343f1d4,465.16204234252245,18993.40381412967,772.0,482.0,R04,pending-transcript,
S-038,IU-038,2d943e4dce,478.75754816740164,19521.377647776397,776.0,482.0,R04,pending-transcript,
S-039,IU-039,1cbbd1d5ee,436.6430330173016,20062.12796810965,884.0,216.0,R04,pending-transcript,
