image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,"promise creation, immediate operation start and sequential versus concurrent execution",processed,569434dcdadd,image-dbfa87951e42e4774b3eb38a65b06bb1de1ad9a3,50.93121201997383,10.0,832.0,458.0,832,458,source/images/569434dcdadd.png
S-002,R01,"promise creation, immediate operation start and sequential versus concurrent execution",processed,c68f50a6058d,image-f347b672fdad32ccccf86569f2960b14efad80a3,10.0,540.3553477703317,857.0,433.0,857,433,source/images/c68f50a6058d.png
S-003,R01,"promise creation, immediate operation start and sequential versus concurrent execution",processed,d7c31ce0e25e,image-edea57bbb2825feef9871c6596b7833e3edde734,38.05013907612192,1005.1231405577928,874.0,482.0,897,495,source/images/d7c31ce0e25e.png
S-004,R01,"promise creation, immediate operation start and sequential versus concurrent execution",processed,36a46ba46c6e,image-28b23d238f64c2b0b17ce6b508489a55ba407978,39.02362787609536,1554.665512625863,868.0,423.0,868,423,source/images/36a46ba46c6e.png
S-005,R02,"Promise.all result ordering, fulfillment and fail-fast rejection",processed,08df924f0494,image-2b01e5e338e130e29715ef9a2eb7efa132e3f643,61.32192504451268,2071.29591537908,730.0,482.0,896,592,source/images/08df924f0494.png
S-006,R02,"Promise.all result ordering, fulfillment and fail-fast rejection",processed,4acab16224a5,image-bf8246ae96b1e7eb23e4c5cfd2d9247eb99f657e,1558.1446752782049,2115.8963424679605,805.0,482.0,873,523,source/images/4acab16224a5.png
S-007,R02,"Promise.all result ordering, fulfillment and fail-fast rejection",processed,3bf01639ce4b,image-23154c75717c4a26464e9366c6943a5e43166397,1578.815639231776,2614.9098576729957,691.0,482.0,837,584,source/images/3bf01639ce4b.png
S-008,R02,"Promise.all result ordering, fulfillment and fail-fast rejection",processed,12498d9586a9,image-8b0f7dc5d761557cdcc154a52a5af40118c61f1e,15.697411869997723,2633.8289484399793,898.0,482.0,909,488,source/images/12498d9586a9.png
S-009,R03,Promise.allSettled and per-item outcomes,processed,1b3985fc1098,image-ea7b4746046d7176043ef9b26d9ea65520b934a5,1593.6418420977052,3109.741695732788,709.0,482.0,882,600,source/images/1b3985fc1098.png
S-010,R03,Promise.allSettled and per-item outcomes,processed,be01a298dd37,image-35ca671654fc506a3c11586a0a7fd90b43aba249,42.97266587952254,3192.3004329054165,763.0,482.0,857,542,source/images/be01a298dd37.png
S-011,R04,"cancellation, concurrency limits and common Promise.all pitfalls",processed,33067055ff0f,image-40d1e49302d13e4645cecd8e132ff1d821a03d78,1591.8371999663032,3594.989826976649,722.0,479.0,866,575,source/images/33067055ff0f.png
