label_id,block_id,region_id,status,text,x,y,translate_x,translate_y,local_x,local_y,font_size,fill
T001,B001,R02,pending_transcript,implementing full identity,10386.684300585099,896.8476416459466,10386.684300585099,782.1217682735542,0.0,114.72587337239241,130.2223307291628px,#d3d3d3
T002,B002,R01,pending_transcript,manual hashing,1581.67457620824,330.52965140135757,1581.67457620824,144.93235391600592,0.0,185.59729748535167,210.66662597656264px,#d3d3d3
T003,B003,R01,pending_transcript,In ddd style,2713.5659232674216,740.8749596770941,2713.5659232674216,723.2549596770941,0.0,17.619999999999997,20px,#d3d3d3
T004,B004,R01,pending_transcript,Doesnt depends on how long it takes,2150.8124715223967,1403.3734131473693,2150.8124715223967,1385.7534131473694,0.0,17.619999999999997,20px,#d3d3d3
T005,B004,R01,pending_transcript,to actually verify password,2150.8124715223967,1428.3734131473693,2150.8124715223967,1385.7534131473694,0.0,42.62,20px,#d3d3d3
T006,B005,R01,pending_transcript,using System.Security.Cryptography;,2721.0332805562375,2962.785155044956,2721.0332805562375,2945.165155044956,0.0,17.619999999999997,20px,#d3d3d3
T007,B005,R01,pending_transcript,,2721.0332805562375,2987.785155044956,2721.0332805562375,2945.165155044956,0.0,42.62,20px,#d3d3d3
T008,B005,R01,pending_transcript,public static class PasswordKdf,2721.0332805562375,3012.785155044956,2721.0332805562375,2945.165155044956,0.0,67.62,20px,#d3d3d3
T009,B005,R01,pending_transcript,{,2721.0332805562375,3037.785155044956,2721.0332805562375,2945.165155044956,0.0,92.62,20px,#d3d3d3
T010,B005,R01,pending_transcript,    // tune this based on perf tests,2721.0332805562375,3062.785155044956,2721.0332805562375,2945.165155044956,0.0,117.62,20px,#d3d3d3
T011,B005,R01,pending_transcript,    private const int Iterations = 210_000;,2721.0332805562375,3087.785155044956,2721.0332805562375,2945.165155044956,0.0,142.62,20px,#d3d3d3
T012,B005,R01,pending_transcript,    private const int SaltSize = 16;     // 128-bit,2721.0332805562375,3112.785155044956,2721.0332805562375,2945.165155044956,0.0,167.62,20px,#d3d3d3
T013,B005,R01,pending_transcript,    private const int KeySize = 32;      // 256-bit,2721.0332805562375,3137.785155044956,2721.0332805562375,2945.165155044956,0.0,192.62,20px,#d3d3d3
T014,B005,R01,pending_transcript,"    private const string Algo = ""PBKDF2-SHA256"";",2721.0332805562375,3162.785155044956,2721.0332805562375,2945.165155044956,0.0,217.62,20px,#d3d3d3
T015,B005,R01,pending_transcript,    private const int Version = 1;,2721.0332805562375,3187.785155044956,2721.0332805562375,2945.165155044956,0.0,242.62,20px,#d3d3d3
T016,B005,R01,pending_transcript,,2721.0332805562375,3212.785155044956,2721.0332805562375,2945.165155044956,0.0,267.62,20px,#d3d3d3
T017,B005,R01,pending_transcript,    public static string Hash(string password),2721.0332805562375,3237.785155044956,2721.0332805562375,2945.165155044956,0.0,292.62,20px,#d3d3d3
T018,B005,R01,pending_transcript,    {,2721.0332805562375,3262.785155044956,2721.0332805562375,2945.165155044956,0.0,317.62,20px,#d3d3d3
T019,B005,R01,pending_transcript,        byte[] salt = RandomNumberGenerator.GetBytes(SaltSize);,2721.0332805562375,3287.785155044956,2721.0332805562375,2945.165155044956,0.0,342.62,20px,#d3d3d3
T020,B005,R01,pending_transcript,,2721.0332805562375,3312.785155044956,2721.0332805562375,2945.165155044956,0.0,367.62,20px,#d3d3d3
T021,B005,R01,pending_transcript,        byte[] key = Rfc2898DeriveBytes.Pbkdf2(,2721.0332805562375,3337.785155044956,2721.0332805562375,2945.165155044956,0.0,392.62,20px,#d3d3d3
T022,B005,R01,pending_transcript,"            password,",2721.0332805562375,3362.785155044956,2721.0332805562375,2945.165155044956,0.0,417.62,20px,#d3d3d3
T023,B005,R01,pending_transcript,"            salt,",2721.0332805562375,3387.785155044956,2721.0332805562375,2945.165155044956,0.0,442.62,20px,#d3d3d3
