source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-001,1,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-001,94f3a08439,7145.836,466.5,796.0,438.0,"MUL | MULTIPART FORM | X-WWW-FORM-URLENCODED | OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED"
S-002,2,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-002,3b62b63f81,9472.823,472.57,909.0,478.0,"X-WWW-FORM-URLENCODED | MUL | MULTIPART FORM | OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED"
S-003,3,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-003,b846184eba,3506.634,489.627,688.0,186.0,"OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | MULTIPART FORM | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | MUL | !!!!"
S-004,4,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-004,a70ade89d2,684.696,670.497,633.0,400.0,"ABOUT BINDING , INPUT FORMATTERS SUPPORT | !!!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | OCTET-STREAM | PREFFERED | SO MAY NEED CUSTOM INPUT FORMATTER | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS"
S-005,5,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-005,0ba7d7e20a,3520.012,704.964,627.0,269.0,"OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | ABOUT BINDING , INPUT FORMATTERS SUPPORT | MULTIPART FORM | MUL | !!!!"
S-006,6,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-006,8354ff0204,7246.828,922.875,517.0,482.0,"MUL | MULTIPART FORM | X-WWW-FORM-URLENCODED | PREFFERED | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | ABOUT BINDING , INPUT FORMATTERS SUPPORT"
S-007,7,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-007,d68a50adce,3504.658,1009.275,652.0,97.0,"PREFFERED | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | MULTIPART FORM"
S-008,8,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-008,4efeefd343,9485.49,1018.071,917.0,367.0,"X-WWW-FORM-URLENCODED | MUL | MULTIPART FORM | PREFFERED | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!!"
S-009,9,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-009,1bb2d97723,707.784,1085.403,627.0,437.0,"!!!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | ABOUT BINDING , INPUT FORMATTERS SUPPORT | PREFFERED | SO MAY NEED CUSTOM INPUT FORMATTER | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS"
S-010,10,MEDIA-R01-content-type-accept-media-type-basics,MEDIA-R01,media-r01-content-type-accept-candidate-stage0,candidate-not-final-stage0-boundary-only,"HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",IU-010,34e917fb4b,3535.901,1176.795,541.0,327.0,"PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | OCTET-STREAM | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT"
