source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-001,IU-001,94f3a0843934c3453b2e9f759109730e4a2618c6,94f3a08439,S-001__94f3a08439.png,7145.836,466.5,796.0,438.0,"MUL | MULTIPART FORM | X-WWW-FORM-URLENCODED | OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-002,IU-002,3b62b63f81f6cffdae8df2220040944a74e19190,3b62b63f81,S-002__3b62b63f81.png,9472.823,472.57,909.0,478.0,"X-WWW-FORM-URLENCODED | MUL | MULTIPART FORM | OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-003,IU-003,b846184eba1a4b620c97800ea66b4abe6c0d126d,b846184eba,S-003__b846184eba.png,3506.634,489.627,688.0,186.0,"OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | MULTIPART FORM | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | MUL | !!!!",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-004,IU-004,a70ade89d2d22334cfe82c2864a79e45e837883d,a70ade89d2,S-004__a70ade89d2.png,684.696,670.497,633.0,400.0,"ABOUT BINDING , INPUT FORMATTERS SUPPORT | !!!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | OCTET-STREAM | PREFFERED | SO MAY NEED CUSTOM INPUT FORMATTER | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-005,IU-005,0ba7d7e20a02f52fcaae2844b3e50ef08014522b,0ba7d7e20a,S-005__0ba7d7e20a.png,3520.012,704.964,627.0,269.0,"OCTET-STREAM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | ABOUT BINDING , INPUT FORMATTERS SUPPORT | MULTIPART FORM | MUL | !!!!",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-006,IU-006,8354ff0204c69925bc2b47b35cf97b21d266d7b3,8354ff0204,S-006__8354ff0204.png,7246.828,922.875,517.0,482.0,"MUL | MULTIPART FORM | X-WWW-FORM-URLENCODED | PREFFERED | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | ABOUT BINDING , INPUT FORMATTERS SUPPORT",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-007,IU-007,d68a50adcefe11bd71378411b2d5cab8173468f1,d68a50adce,S-007__d68a50adce.png,3504.658,1009.275,652.0,97.0,"PREFFERED | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT | MULTIPART FORM",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-008,IU-008,4efeefd343ea968192dab9461cb99c8686d51ba0,4efeefd343,S-008__4efeefd343.png,9485.49,1018.071,917.0,367.0,"X-WWW-FORM-URLENCODED | MUL | MULTIPART FORM | PREFFERED | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!!",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-009,IU-009,1bb2d977234ed27915f1eeb6c7154057da9ebb93,1bb2d97723,S-009__1bb2d97723.png,707.784,1085.403,627.0,437.0,"!!!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | ABOUT BINDING , INPUT FORMATTERS SUPPORT | PREFFERED | SO MAY NEED CUSTOM INPUT FORMATTER | OCTET-STREAM | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-010,IU-010,34e917fb4bfdf9cf5901f06cf928a7fd370b2dc5,34e917fb4b,S-010__34e917fb4b.png,3535.901,1176.795,541.0,327.0,"PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | OCTET-STREAM | !!! | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!! | ABOUT BINDING , INPUT FORMATTERS SUPPORT",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
S-011,IU-011,dc39ba02a4230af74f2321bd5321ecbdd750af0c,dc39ba02a4,S-011__dc39ba02a4.png,9491.636,1397.081,798.0,482.0,"X-WWW-FORM-URLENCODED | MUL | MULTIPART FORM | PREFFERED | BETTER TO READ FROM BODY, MAY NEED CUSTOM INPUT FORMATTER FOR | THIS | !!! | OCTET-STREAM | IF YOU EXPECT STREAM, AND YOU CHOOSE TO DONT USE | FRAMEWORK BINDING - YOU WONT GET 415 ON UNSUPPORTED OR ON | SOME TYPE THAT YOU DONT NEED | !!!!",media-r01-content-type-accept-candidate-stage0,MEDIA-R01,no-stage0-boundary-review-only,yes-for-media-r01,"Stage0 boundary candidate only: HTTP media-type basics for requests: Content-Type vs Accept, request body format vs response format, MIME/media type strings, and negotiation headers.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,MEDIA-R01-content-type-accept-media-type-basics
